version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,reward_system,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,include_env_reward
50,2025-08-10 00:24:06,PPO,1000000,10000,10000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_50/train/ppo_model_50_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_50/train,final_reward_only,-0.1,10.0,3.0,2.0,0.0,False
