episode,wall_s,steps,p0_transitions,train_calls,epsilon
1,0.001429,73,22,22,1.0
2,0.001265,73,21,21,1.0
3,0.00548,84,21,21,0.995
4,0.030724,83,20,20,0.9000874278732445
5,0.042643,88,27,27,0.7861544476842928
6,0.025388,72,23,23,0.7005493475733617
7,0.025727,83,24,24,0.6211445383053219
8,0.025288,70,23,23,0.5535075230322891
9,0.023126,76,21,21,0.4982051627146237
10,0.027528,78,26,26,0.43732904629000013
11,0.030308,81,28,28,0.3800621177172763
12,0.023975,68,22,22,0.3403786882983606
13,0.023723,74,22,22,0.30483872516307353
14,0.036649,80,28,28,0.2649210072611673
15,0.031381,85,26,26,0.23255008201124722
16,0.025534,72,23,23,0.20722748400265262
17,0.024419,69,23,23,0.1846622876013121
18,0.025946,74,23,23,0.16455423674261854
19,0.034373,76,28,28,0.14300635237083656
20,0.025464,68,20,20,0.12936504510050365
21,0.034101,72,25,25,0.11412846151764894
22,0.032848,80,25,25,0.10068643904747315
23,0.032721,70,25,25,0.1
24,0.033001,86,26,26,0.1
25,0.033127,86,28,28,0.1
26,0.034926,79,30,30,0.1
27,0.033714,70,21,21,0.1
28,0.037309,77,25,25,0.1
29,0.040659,73,29,29,0.1
30,0.032597,79,23,23,0.1
31,0.028398,74,19,19,0.1
32,0.031517,71,23,23,0.1
33,0.031249,65,23,23,0.1
34,0.035035,72,28,28,0.1
35,0.028702,76,24,24,0.1
36,0.025067,69,21,21,0.1
37,0.03019,87,25,25,0.1
38,0.026613,71,22,22,0.1
39,0.035137,73,23,23,0.1
40,0.032992,86,24,24,0.1
41,0.027374,77,22,22,0.1
42,0.027808,78,24,24,0.1
43,0.011902,72,10,10,0.1
44,0.034824,82,29,29,0.1
45,0.026951,67,24,24,0.1
46,0.038164,84,28,28,0.1
47,0.029819,76,21,21,0.1
48,0.035099,85,25,25,0.1
49,0.035304,71,25,25,0.1
50,0.037283,78,24,24,0.1
51,0.035712,69,26,26,0.1
52,0.035358,78,25,25,0.1
53,0.041876,81,30,30,0.1
54,0.02916,58,21,21,0.1
55,0.032651,64,23,23,0.1
56,0.037509,75,27,27,0.1
57,0.038901,80,25,25,0.1
58,0.042171,66,24,24,0.1
59,0.03528,76,25,25,0.1
60,0.031151,65,24,24,0.1
61,0.029129,77,24,24,0.1
62,0.032878,92,26,26,0.1
63,0.028856,70,23,23,0.1
64,0.036009,81,29,29,0.1
65,0.04194,86,27,27,0.1
66,0.045098,81,27,27,0.1
67,0.038791,74,25,25,0.1
68,0.035551,69,23,23,0.1
69,0.042887,83,28,28,0.1
70,0.034243,69,22,22,0.1
71,0.04191,78,27,27,0.1
72,0.037707,84,26,26,0.1
73,0.037303,77,28,28,0.1
74,0.028537,74,21,21,0.1
75,0.041128,81,27,27,0.1
76,0.0397,84,25,25,0.1
77,0.032465,83,25,25,0.1
78,0.03316,74,26,26,0.1
79,0.034021,91,24,24,0.1
80,0.035974,71,24,24,0.1
81,0.043389,78,30,30,0.1
82,0.036456,73,23,23,0.1
83,0.035339,77,24,24,0.1
84,0.038607,75,26,26,0.1
85,0.038128,81,27,27,0.1
86,0.046963,79,29,29,0.1
87,0.028023,71,20,20,0.1
88,0.03143,77,23,23,0.1
89,0.026285,70,21,21,0.1
90,0.03467,80,21,21,0.1
91,0.036058,84,25,25,0.1
92,0.034043,95,26,26,0.1
93,0.070143,87,26,26,0.1
94,0.058084,66,23,23,0.1
95,0.051098,72,25,25,0.1
96,0.060785,92,29,29,0.1
97,0.046402,94,26,26,0.1
98,0.032148,87,21,21,0.1
99,0.038682,81,26,26,0.1
100,0.03342,84,23,23,0.1
101,0.032937,79,24,24,0.1
102,0.029827,75,20,20,0.1
103,0.035009,81,23,23,0.1
104,0.029427,69,19,19,0.1
105,0.037296,84,24,24,0.1
106,0.042849,85,28,28,0.1
107,0.036658,76,24,24,0.1
108,0.038387,79,26,26,0.1
109,0.039166,85,25,25,0.1
110,0.048019,83,25,25,0.1
111,0.047428,89,27,27,0.1
112,0.042227,78,27,27,0.1
113,0.045011,69,26,26,0.1
114,0.040455,87,23,23,0.1
115,0.035274,71,22,22,0.1
116,0.037193,83,26,26,0.1
117,0.035271,79,25,25,0.1
118,0.03732,75,25,25,0.1
119,0.032825,84,24,24,0.1
120,0.037358,91,26,26,0.1
121,0.037568,63,24,24,0.1
122,0.031645,77,23,23,0.1
123,0.031733,82,22,22,0.1
124,0.033493,61,23,23,0.1
125,0.042956,89,31,31,0.1
126,0.044665,84,27,27,0.1
127,0.034514,68,22,22,0.1
128,0.040808,76,23,23,0.1
129,0.03122,84,23,23,0.1
130,0.0241,61,15,15,0.1
131,0.037508,75,24,24,0.1
132,0.037686,74,24,24,0.1
133,0.039916,80,27,27,0.1
134,0.035011,80,24,24,0.1
135,0.029268,79,19,19,0.1
136,0.035567,78,21,21,0.1
137,0.032536,72,20,20,0.1
138,0.033476,82,21,21,0.1
139,0.03753,89,25,25,0.1
140,0.029631,90,22,22,0.1
141,0.036486,84,27,27,0.1
142,0.02292,72,17,17,0.1
143,0.036088,76,25,25,0.1
144,0.030876,72,21,21,0.1
145,0.034483,68,22,22,0.1
146,0.034055,75,22,22,0.1
147,0.032946,81,21,21,0.1
148,0.035414,82,24,24,0.1
149,0.024688,80,19,19,0.1
150,0.024769,76,20,20,0.1
151,0.027225,76,22,22,0.1
152,0.02944,82,21,21,0.1
153,0.030278,68,20,20,0.1
154,0.035345,84,24,24,0.1
155,0.035804,71,25,25,0.1
156,0.016726,69,11,11,0.1
157,0.030629,75,22,22,0.1
158,0.021824,78,17,17,0.1
159,0.027902,67,19,19,0.1
160,0.035101,76,22,22,0.1
161,0.038494,75,25,25,0.1
162,0.029641,73,21,21,0.1
163,0.028066,75,22,22,0.1
164,0.02481,66,19,19,0.1
165,0.027664,88,18,18,0.1
166,0.037924,85,25,25,0.1
167,0.029527,77,20,20,0.1
168,0.022799,77,17,17,0.1
169,0.025185,68,20,20,0.1
170,0.028747,62,20,20,0.1
171,0.03266,76,21,21,0.1
172,0.022613,63,15,15,0.1
173,0.028793,65,19,19,0.1
174,0.026976,76,18,18,0.1
175,0.032935,75,22,22,0.1
176,0.032463,67,22,22,0.1
177,0.031507,81,21,21,0.1
178,0.033468,82,22,22,0.1
179,0.031538,75,21,21,0.1
180,0.028324,70,19,19,0.1
181,0.029686,80,23,23,0.1
182,0.028621,75,22,22,0.1
183,0.029917,79,23,23,0.1
184,0.029254,74,23,23,0.1
185,0.032847,83,23,23,0.1
186,0.033339,79,23,23,0.1
187,0.037165,84,26,26,0.1
188,0.029036,74,20,20,0.1
189,0.03274,76,23,23,0.1
190,0.034598,91,24,24,0.1
191,0.035166,91,24,24,0.1
192,0.03329,74,23,23,0.1
193,0.024178,70,15,15,0.1
194,0.02789,81,19,19,0.1
195,0.025621,61,21,21,0.1
196,0.025763,80,21,21,0.1
197,0.01754,62,14,14,0.1
198,0.02735,74,22,22,0.1
199,0.029353,81,24,24,0.1
200,0.029827,88,24,24,0.1
201,0.023871,72,19,19,0.1
202,0.03091,84,24,24,0.1
203,0.032414,77,21,21,0.1
204,0.03381,77,25,25,0.1
205,0.028025,75,21,21,0.1
206,0.029702,74,24,24,0.1
207,0.020566,68,16,16,0.1
208,0.029579,83,23,23,0.1
209,0.031287,79,23,23,0.1
210,0.03111,77,20,20,0.1
211,0.035865,66,24,24,0.1
212,0.033198,81,23,23,0.1
213,0.034504,80,24,24,0.1
214,0.035015,84,24,24,0.1
215,0.02964,72,21,21,0.1
216,0.023763,76,19,19,0.1
217,0.030602,73,25,25,0.1
218,0.027848,68,22,22,0.1
219,0.026684,73,21,21,0.1
220,0.025065,73,19,19,0.1
221,0.034802,75,21,21,0.1
222,0.027891,71,22,22,0.1
223,0.027307,76,22,22,0.1
224,0.023885,73,19,19,0.1
225,0.028535,79,22,22,0.1
226,0.026904,77,21,21,0.1
227,0.030176,73,24,24,0.1
228,0.034178,79,26,26,0.1
229,0.035883,79,24,24,0.1
230,0.025468,75,17,17,0.1
231,0.029783,77,20,20,0.1
232,0.035118,87,24,24,0.1
233,0.033819,76,23,23,0.1
234,0.025919,66,18,18,0.1
235,0.026601,73,18,18,0.1
236,0.032094,76,22,22,0.1
237,0.0308,64,21,21,0.1
238,0.02689,74,18,18,0.1
239,0.020143,74,13,13,0.1
240,0.027328,77,18,18,0.1
241,0.038262,80,26,26,0.1
242,0.03401,72,23,23,0.1
243,0.029589,65,20,20,0.1
244,0.037142,88,25,25,0.1
245,0.029773,74,20,20,0.1
246,0.03553,77,24,24,0.1
247,0.029408,62,20,20,0.1
248,0.031362,80,21,21,0.1
249,0.032653,79,22,22,0.1
250,0.028389,71,19,19,0.1
251,0.034228,73,23,23,0.1
252,0.026849,69,18,18,0.1
253,0.03129,75,21,21,0.1
254,0.034494,68,23,23,0.1
255,0.030271,71,20,20,0.1
256,0.032057,82,22,22,0.1
257,0.029151,69,23,23,0.1
258,0.031497,88,25,25,0.1
259,0.02155,75,17,17,0.1
260,0.023773,72,19,19,0.1
261,0.023813,72,19,19,0.1
262,0.023776,69,18,18,0.1
263,0.030817,74,22,22,0.1
264,0.031436,78,24,24,0.1
265,0.032908,84,22,22,0.1
266,0.037947,82,26,26,0.1
267,0.030745,74,21,21,0.1
268,0.026171,71,18,18,0.1
269,0.021682,64,15,15,0.1
270,0.025792,70,18,18,0.1
271,0.029226,65,20,20,0.1
272,0.031847,75,22,22,0.1
273,0.030086,67,21,21,0.1
274,0.030634,81,21,21,0.1
275,0.028722,77,20,20,0.1
276,0.030333,76,21,21,0.1
277,0.032995,83,23,23,0.1
278,0.035628,82,25,25,0.1
279,0.028762,79,20,20,0.1
280,0.033127,86,23,23,0.1
281,0.028645,67,20,20,0.1
282,0.033818,79,24,24,0.1
283,0.023114,74,16,16,0.1
284,0.031322,72,22,22,0.1
285,0.032876,76,23,23,0.1
286,0.031624,79,22,22,0.1
287,0.031466,74,22,22,0.1
288,0.025678,74,18,18,0.1
289,0.026771,66,19,19,0.1
290,0.027075,62,19,19,0.1
291,0.028433,69,20,20,0.1
292,0.028326,60,20,20,0.1
293,0.036471,79,22,22,0.1
294,0.03578,78,22,22,0.1
295,0.032825,78,22,22,0.1
296,0.032981,80,22,22,0.1
297,0.033977,86,24,24,0.1
298,0.021114,73,16,16,0.1
299,0.028221,78,22,22,0.1
300,0.026225,75,20,20,0.1
301,0.024108,58,19,19,0.1
302,0.032679,86,26,26,0.1
303,0.027096,74,19,19,0.1
304,0.030948,69,20,20,0.1
305,0.032462,71,22,22,0.1
306,0.032257,81,22,22,0.1
307,0.032384,80,22,22,0.1
308,0.032528,80,22,22,0.1
309,0.034648,76,24,24,0.1
310,0.029042,73,20,20,0.1
311,0.03409,82,23,23,0.1
312,0.021219,72,14,14,0.1
313,0.034886,86,24,24,0.1
314,0.031425,81,21,21,0.1
315,0.032211,78,22,22,0.1
316,0.032244,69,22,22,0.1
317,0.032405,75,22,22,0.1
318,0.035296,79,24,24,0.1
319,0.031738,68,22,22,0.1
320,0.033737,82,23,23,0.1
321,0.033394,79,23,23,0.1
322,0.037404,83,26,26,0.1
323,0.029107,69,20,20,0.1
324,0.033095,65,23,23,0.1
325,0.031911,82,22,22,0.1
326,0.030542,83,21,21,0.1
327,0.036367,81,23,23,0.1
328,0.02861,72,17,17,0.1
329,0.022382,64,12,12,0.1
330,0.035657,78,23,23,0.1
331,0.025987,77,17,17,0.1
332,0.034235,73,22,22,0.1
333,0.028589,72,21,21,0.1
334,0.045048,90,26,26,0.1
335,0.034028,72,21,21,0.1
336,0.03071,69,20,20,0.1
337,0.032199,82,20,20,0.1
338,0.036066,75,23,23,0.1
339,0.033081,87,22,22,0.1
340,0.028445,67,22,22,0.1
341,0.033683,73,22,22,0.1
342,0.026989,74,18,18,0.1
343,0.031153,78,23,23,0.1
344,0.022149,69,14,14,0.1
345,0.029542,84,19,19,0.1
346,0.026391,57,17,17,0.1
347,0.030189,74,19,19,0.1
348,0.039837,71,23,23,0.1
349,0.034149,78,21,21,0.1
350,0.027393,58,16,16,0.1
351,0.035765,85,23,23,0.1
352,0.031978,68,22,22,0.1
353,0.029029,79,20,20,0.1
354,0.031597,77,22,22,0.1
355,0.026453,71,17,17,0.1
356,0.025064,62,16,16,0.1
357,0.030747,71,22,22,0.1
358,0.029945,72,21,21,0.1
359,0.029282,68,18,18,0.1
360,0.024387,72,15,15,0.1
361,0.030302,81,20,20,0.1
362,0.039644,78,23,23,0.1
363,0.03177,68,22,22,0.1
364,0.023408,73,18,18,0.1
365,0.029272,73,23,23,0.1
366,0.030739,76,24,24,0.1
367,0.030325,75,23,23,0.1
368,0.02634,68,20,20,0.1
369,0.025447,76,20,20,0.1
370,0.030667,82,21,21,0.1
371,0.030207,71,20,20,0.1
372,0.112781,81,21,21,0.1
373,0.054028,77,22,22,0.1
374,0.026658,74,21,21,0.1
375,0.027325,67,22,22,0.1
376,0.024161,58,19,19,0.1
377,0.024379,75,19,19,0.1
378,0.027982,78,22,22,0.1
379,0.026516,62,21,21,0.1
380,0.028431,80,22,22,0.1
381,0.016775,65,13,13,0.1
382,0.021723,68,17,17,0.1
383,0.03294,80,23,23,0.1
384,0.023729,62,16,16,0.1
385,0.032242,71,22,22,0.1
386,0.032205,76,22,22,0.1
387,0.027819,67,19,19,0.1
388,0.022921,62,17,17,0.1
389,0.03307,80,25,25,0.1
390,0.027883,68,21,21,0.1
391,0.031643,66,22,22,0.1
392,0.022476,68,17,17,0.1
393,0.026242,66,19,19,0.1
394,0.036888,70,23,23,0.1
395,0.034992,77,22,22,0.1
396,0.035154,80,23,23,0.1
397,0.031777,69,21,21,0.1
398,0.037294,77,25,25,0.1
399,0.027161,75,18,18,0.1
400,0.024671,76,16,16,0.1
401,0.026605,62,19,19,0.1
402,0.037147,82,26,26,0.1
403,0.041411,92,27,27,0.1
404,0.03221,75,23,23,0.1
405,0.024765,79,19,19,0.1
406,0.018197,80,14,14,0.1
407,0.022748,72,18,18,0.1
408,0.023795,66,19,19,0.1
409,0.025746,69,21,21,0.1
410,0.029694,75,24,24,0.1
411,0.023755,65,19,19,0.1
412,0.026982,71,21,21,0.1
413,0.032085,80,26,26,0.1
414,0.032039,80,26,26,0.1
415,0.021057,75,16,16,0.1
416,0.022827,66,18,18,0.1
417,0.028208,75,23,23,0.1
418,0.025262,71,21,21,0.1
419,0.024327,65,20,20,0.1
420,0.022973,80,19,19,0.1
421,0.022947,78,19,19,0.1
422,0.025027,76,21,21,0.1
423,0.026324,85,22,22,0.1
424,0.0252,81,21,21,0.1
425,0.01955,69,16,16,0.1
426,0.025827,71,22,22,0.1
427,0.024638,74,20,20,0.1
428,0.032134,92,24,24,0.1
429,0.016436,67,13,13,0.1
430,0.029263,74,24,24,0.1
431,0.020056,72,16,16,0.1
432,0.030436,79,25,25,0.1
433,0.023722,76,19,19,0.1
434,0.025464,63,21,21,0.1
435,0.027171,85,22,22,0.1
436,0.029681,74,21,21,0.1
437,0.041177,75,23,23,0.1
438,0.033504,74,22,22,0.1
439,0.027611,78,21,21,0.1
440,0.030264,76,24,24,0.1
441,0.026746,70,21,21,0.1
442,0.026893,74,22,22,0.1
443,0.023547,79,19,19,0.1
444,0.023295,70,19,19,0.1
445,0.02561,74,21,21,0.1
446,0.027023,71,22,22,0.1
447,0.025251,78,20,20,0.1
448,0.02941,75,23,23,0.1
449,0.030274,71,21,21,0.1
450,0.027176,79,17,17,0.1
451,0.028816,73,20,20,0.1
452,0.030097,87,22,22,0.1
453,0.028702,86,21,21,0.1
454,0.018584,75,14,14,0.1
455,0.033692,80,23,23,0.1
456,0.031049,65,21,21,0.1
457,0.030804,74,21,21,0.1
458,0.013956,65,9,9,0.1
459,0.031975,75,22,22,0.1
460,0.019618,69,13,13,0.1
461,0.034002,66,22,22,0.1
462,0.031736,76,24,24,0.1
463,0.026425,69,18,18,0.1
464,0.019375,68,14,14,0.1
465,0.028124,82,22,22,0.1
466,0.024451,84,19,19,0.1
467,0.037584,81,25,25,0.1
468,0.03097,74,19,19,0.1
469,0.032573,75,23,23,0.1
470,0.029966,76,24,24,0.1
471,0.030224,80,24,24,0.1
472,0.022276,70,17,17,0.1
473,0.026655,67,20,20,0.1
474,0.020421,66,13,13,0.1
475,0.033663,79,22,22,0.1
476,0.035086,73,23,23,0.1
477,0.02875,80,20,20,0.1
478,0.025677,69,20,20,0.1
479,0.026396,69,21,21,0.1
480,0.021895,69,17,17,0.1
481,0.028867,64,20,20,0.1
482,0.032453,79,21,21,0.1
483,0.031983,64,21,21,0.1
484,0.038378,84,26,26,0.1
485,0.027101,74,21,21,0.1
486,0.026042,68,20,20,0.1
