version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,opponents
05,2025-08-14 16:18:08,DQN,10000,1000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_05/train,"max_combo,max_combo,max_combo"
