episode,reward_mean,reward_std,return_mean,adv_mean_raw,adv_std_raw,policy_loss,value_loss,entropy,approx_kl,clip_frac,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,ep_length
1,0.1111111119389534,0.31426969170570374,0.7904617786407471,0.7577012777328491,0.20710037648677826,-1.3245476715439963e-08,0.6170017719268799,0.31864988803863525,1.3245476715439963e-08,0.0,0.024352452000130143,1.0,0.0,0.0,28.0
2,0.125,0.33071890473365784,0.8234818577766418,0.7433874607086182,0.16393931210041046,-6.146728992462158e-08,0.5795010328292847,0.3448106646537781,1.4901161193847656e-08,0.0,0.002409170000191807,1.0,0.0,0.0,28.0
3,0.0,0.0,0.011042189784348011,-0.10762427747249603,0.10265547782182693,-1.1920928955078125e-07,0.02212112955749035,0.30396774411201477,1.3245476715439963e-08,0.0,0.002082504000100016,0.0,0.0,0.0,20.0
4,0.0,0.0,0.0012624412775039673,-0.07272639125585556,0.12536071240901947,3.4059798537100505e-08,0.021004442125558853,0.4521929919719696,1.7029899268550253e-08,0.0,0.0024282770000354503,0.0,0.0,0.0,21.0
5,0.0,0.0,0.04439026489853859,-0.2305336594581604,0.1250060647726059,2.167441692790817e-08,0.06877225637435913,0.22523532807826996,0.0,0.0,0.0019733560002350714,0.0,0.0,0.0,30.0
6,0.0,0.0,0.02169296331703663,-0.14561447501182556,0.1151638776063919,-8.34465012644614e-08,0.03446628525853157,0.2765321135520935,0.0,0.0,0.002395773999978701,0.0,0.0,0.0,30.0
7,0.0,0.0,0.03585004061460495,-0.2136903554201126,0.11225759983062744,3.973643103449831e-08,0.058265335857868195,0.30678680539131165,6.622738357719982e-09,0.0,0.002197325999986788,0.0,0.0,0.0,27.0
8,0.0,0.0,0.022275377064943314,-0.11721411347389221,0.0698230192065239,7.586045569496491e-08,0.018614409491419792,0.313850998878479,1.0837208463954084e-08,0.0,0.0020515289998002117,0.0,0.0,0.0,27.0
9,0.0,0.0,-0.00038407440297305584,-0.0197901651263237,0.06073872745037079,0.0,0.004080842714756727,0.36093103885650635,1.4901161193847656e-08,0.0,0.0020407809997777804,0.0,0.0,0.0,21.0
10,0.0,0.0,0.0011959816329181194,-0.01594313234090805,0.04137640446424484,8.127906347965563e-09,0.0019661912228912115,0.45127904415130615,0.0,0.0,0.0020034120002492273,0.0,0.0,0.0,30.0
11,1.5,1.5,2.911129951477051,2.8942246437072754,0.09042477607727051,0.0,8.384714126586914,0.6920048594474792,0.0,0.0,0.0019592620001276373,3.0,0.0,0.0,22.0
12,0.1666666716337204,0.3726779818534851,0.8599970936775208,0.8654727339744568,0.13367973268032074,6.556510925292969e-07,0.766913115978241,0.345732718706131,9.934107758624577e-09,0.0,0.0020042609999109118,1.0,0.0,0.0,22.0
13,0.0,0.0,0.004214628133922815,-0.0133131118491292,0.05420899763703346,-4.17232506322307e-08,0.0031158539932221174,0.3159606456756592,1.1920929132713809e-08,0.0,0.0020426579999366368,0.0,0.0,0.0,28.0
14,0.0,0.0,0.007029756437987089,-0.05736212804913521,0.06307068467140198,1.0837208463954084e-07,0.007268326357007027,0.22521768510341644,2.167441692790817e-08,0.0,0.002206385000135924,0.0,0.0,0.0,29.0
15,0.1428571492433548,0.3499270975589752,0.8431717753410339,0.7892540693283081,0.13035455346107483,4.002026230409683e-07,0.6399142146110535,0.5886993408203125,1.7029899268550253e-08,0.0,0.002014900000176567,1.0,0.0,0.0,26.0
16,0.0,0.0,-0.004277474246919155,-0.00026808015536516905,0.055747728794813156,-1.862645149230957e-08,0.003107883036136627,0.39563798904418945,2.9802322387695312e-08,0.0,0.0019567149997783417,0.0,0.0,0.0,23.0
17,0.0,0.0,0.0011216029524803162,-0.012162255123257637,0.03569059818983078,2.9802322387695312e-08,0.0014217370189726353,0.30670544505119324,1.4901161193847656e-08,0.0,0.0021270140000524407,0.0,0.0,0.0,21.0
18,0.0,0.0,-0.004837904591113329,0.023956064134836197,0.04877770319581032,-2.6490953430879927e-08,0.00295315682888031,0.6261964440345764,0.0,0.0,0.002035037000041484,0.0,0.0,0.0,23.0
19,0.0,0.0,0.007533576339483261,-0.053279124200344086,0.04164664447307587,-8.940697071579962e-09,0.004573105368763208,0.24736161530017853,5.9604645663569045e-09,0.0,0.0020671610000135843,0.0,0.0,0.0,29.0
20,0.1428571492433548,0.3499270975589752,0.8398561477661133,0.8011638522148132,0.143375962972641,1.1920928955078125e-07,0.6624201536178589,0.35288888216018677,0.0,0.0,0.0028109800000493124,1.0,0.0,0.0,24.0
21,0.4000000059604645,0.800000011920929,1.776889443397522,1.7601187229156494,0.16203004121780396,1.668930025289228e-07,3.1242713928222656,0.6250739097595215,0.0,0.0,0.0021233790002952446,2.0,0.0,0.0,25.0
22,0.09090909361839294,0.28747978806495667,0.7487260699272156,0.7287867069244385,0.18828296661376953,-3.2782554626464844e-07,0.566580593585968,0.34988462924957275,0.0,0.0,0.0020888270000796183,1.0,0.0,0.0,37.0
23,0.0,0.0,0.007626649457961321,-0.06353296339511871,0.05400771647691727,-1.258320310171257e-07,0.006953271571546793,0.15181280672550201,0.0,0.0,0.0021329879996301315,0.0,0.0,0.0,24.0
24,0.0,0.0,0.005689767189323902,-0.052885621786117554,0.03648907691240311,2.086162567138672e-07,0.004128342028707266,0.1715666502714157,0.0,0.0,0.002005768999879365,0.0,0.0,0.0,23.0
25,0.0,0.0,0.023553013801574707,-0.11469337344169617,0.06065800413489342,-5.960464477539063e-08,0.016833962872624397,0.17082060873508453,4.967053879312289e-09,0.0,0.0021005230000810116,0.0,0.0,0.0,34.0
26,0.1111111119389534,0.31426969170570374,0.7991548180580139,0.77557772397995,0.09535766392946243,6.159146437312302e-07,0.6106138229370117,0.43867117166519165,1.3245476715439963e-08,0.0,0.002038313999946695,1.0,0.0,0.0,27.0
27,0.2857142984867096,0.6998541951179504,1.688728928565979,1.591734766960144,0.20723967254161835,1.3623919414840202e-07,2.5765674114227295,0.6065517067909241,0.0,0.0,0.0021179639998081257,2.0,0.0,0.0,30.0
28,0.1428571492433548,0.3499270975589752,0.8519174456596375,0.7164271473884583,0.14753158390522003,-1.2346676214747276e-07,0.5350334048271179,0.25408264994621277,0.0,0.0,0.002007189000323706,1.0,0.0,0.0,25.0
29,0.0,0.0,0.0052979993633925915,-0.07140416651964188,0.09501393884420395,-9.753487262287308e-08,0.014126197434961796,0.44893133640289307,0.0,0.0,0.0020420289997673535,0.0,0.0,0.0,27.0
30,0.0,0.0,0.014838003553450108,-0.08028396219015121,0.040725868195295334,-1.6255812695931127e-08,0.0081041119992733,0.28722742199897766,5.418604231977042e-09,0.0,0.002226402999895072,0.0,0.0,0.0,33.0
31,0.0,0.0,0.004388210829347372,-0.058156371116638184,0.07407146692276001,1.3245476715439963e-08,0.00886874832212925,0.350987046957016,1.3245476715439963e-08,0.0,0.0020131410001340555,0.0,0.0,0.0,26.0
32,0.1111111119389534,0.31426969170570374,0.8137355446815491,0.6918911337852478,0.11108660697937012,3.4438238571965485e-07,0.4910534620285034,0.3176025450229645,6.622738357719982e-09,0.0,0.0022569190000467643,1.0,0.0,0.0,29.0
33,0.125,0.33071890473365784,0.8369030952453613,0.6775497198104858,0.13543426990509033,-1.4901161193847656e-07,0.47741609811782837,0.5235128998756409,1.4901161193847656e-08,0.0,0.0020077580002180184,1.0,0.0,0.0,32.0
34,0.0,0.0,0.0066879866644740105,-0.05588759109377861,0.04312632232904434,-5.960464477539063e-08,0.004983304999768734,0.3932594656944275,7.450580596923828e-09,0.0,0.002076360999581084,0.0,0.0,0.0,24.0
35,0.125,0.33071890473365784,0.831753671169281,0.6898319721221924,0.15923628211021423,-2.5331974029541016e-07,0.5012243986129761,0.36063146591186523,0.0,0.0,0.0024830760003169416,1.0,0.0,0.0,23.0
36,0.09090909361839294,0.28747978806495667,0.7719979882240295,0.5967429876327515,0.24274298548698425,5.418604231977042e-08,0.41502636671066284,0.28618961572647095,0.0,0.0,0.002439724999931059,1.0,0.0,0.0,34.0
37,0.1111111119389534,0.31426969170570374,0.8166177272796631,0.6114944219589233,0.21536219120025635,-5.298190686175985e-08,0.4203062951564789,0.4274040758609772,1.3245476715439963e-08,0.0,0.0020305619996179303,1.0,0.0,0.0,31.0
38,0.0,0.0,0.03177662193775177,-0.20994243025779724,0.11298402398824692,2.0265579792067e-07,0.05684121698141098,0.13677094876766205,5.9604645663569045e-09,0.0,0.0021422680001705885,0.0,0.0,0.0,30.0
