version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,model_version_dir,step_reward,delta_weight,hand_penalty_coeff,final_reward,env_reward,opponents
02,2025-08-14 12:56:35,PPO,10000,1000,2000,4,64,True,False,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_model_02/train,delta_hand,1.0,0.0,none,True,"max_combo,max_combo,max_combo"
