episode,reward_mean,reward_std,return_mean,adv_mean_raw,adv_std_raw,policy_loss,value_loss,entropy,approx_kl,clip_frac,train_seconds,ep_env_score,ep_shaping_return,ep_final_bonus,ep_length
1,0.0,0.0,-0.10533250868320465,-0.03298691287636757,0.42433929443359375,2.5915062096260044e-08,0.18115198612213135,0.753146231174469,1.2957531048130022e-08,0.0,0.005692846025340259,0.0,0.0,0.0,73.0
2,0.04545454680919647,0.20829889178276062,0.5311110019683838,0.4928579032421112,0.4803841710090637,2.8447670885611842e-08,0.4736778438091278,0.6630129218101501,1.8965113923741228e-08,0.0,0.0030176719883456826,1.0,0.0,0.0,84.0
3,0.0,0.0,-0.06530211120843887,-0.0012699984945356846,0.23554041981697083,0.0,0.055480919778347015,0.6062723994255066,4.76837147544984e-09,0.0,0.0024475380778312683,0.0,0.0,0.0,74.0
4,0.03846153989434242,0.19230768084526062,0.49415433406829834,0.5107122659683228,0.3190988004207611,-1.1003934474729249e-07,0.3626510500907898,0.7975659966468811,2.5217349985950932e-08,0.0,0.002492035971954465,1.0,0.0,0.0,86.0
5,0.043478261679410934,0.20393112301826477,0.585720419883728,0.40054383873939514,0.38368871808052063,7.256217315898539e-08,0.30765238404273987,0.5356465578079224,3.368958090277374e-08,0.0,0.002542485948652029,1.0,0.0,0.0,84.0
6,0.05263157933950424,0.2232968807220459,0.6515070199966431,0.46926894783973694,0.2812553346157074,-6.274173358633561e-08,0.2993179261684418,0.49943917989730835,1.5685433396583903e-08,0.0,0.002551020006649196,1.0,0.0,0.0,73.0
7,0.0,0.0,0.12625642120838165,-0.20467744767665863,0.1411646604537964,6.67572024326546e-08,0.06182033568620682,0.695381760597229,2.38418573772492e-09,0.0,0.0027382209664210677,0.0,0.0,0.0,85.0
8,0.0,0.0,0.12975214421749115,-0.20764806866645813,0.1277957707643509,2.073205074282214e-08,0.059449486434459686,0.5754991769790649,0.0,0.0,0.0025302169378846884,0.0,0.0,0.0,71.0
9,0.0,0.0,0.18958048522472382,-0.23687158524990082,0.23514322936534882,9.934107758624577e-09,0.11140048503875732,0.5846794247627258,2.2351741790771484e-08,0.0,0.002498144982382655,0.0,0.0,0.0,81.0
10,0.09090909361839294,0.41659778356552124,1.3006694316864014,0.9120718240737915,0.241812601685524,-2.0048834414865269e-07,0.8903484344482422,0.6574408411979675,5.418604231977042e-09,0.0,0.002621835097670555,2.0,0.0,0.0,87.0
11,0.0,0.0,0.16208244860172272,-0.19630584120750427,0.21889810264110565,1.0728835775353218e-07,0.08645237982273102,0.6326727867126465,3.5762786065873797e-09,0.0,0.0027034319937229156,0.0,0.0,0.0,84.0
12,0.0,0.0,0.13612033426761627,-0.2357790172100067,0.15468484163284302,3.278255533700758e-08,0.07951914519071579,0.4417015612125397,8.940697071579962e-09,0.0,0.002631561947055161,0.0,0.0,0.0,70.0
13,0.1428571492433548,0.6388765573501587,1.914363145828247,1.5045198202133179,0.4191419780254364,-2.611251090911537e-07,2.439260482788086,0.7370043992996216,2.838316470743507e-09,0.0,0.0025071969721466303,3.0,0.0,0.0,89.0
14,0.0,0.0,0.19366544485092163,-0.25200018286705017,0.21510641276836395,1.043081283569336e-07,0.1097748652100563,0.6022661924362183,4.967053879312289e-09,0.0,0.0025248030433431268,0.0,0.0,0.0,83.0
15,0.0,0.0,0.1721026748418808,-0.22615520656108856,0.17183716595172882,-3.33786012163273e-08,0.0806742012500763,0.7124925255775452,1.4305114426349519e-08,0.0,0.003668833989650011,0.0,0.0,0.0,84.0
16,0.0,0.0,0.16917726397514343,-0.290728360414505,0.16060446202754974,2.167441692790817e-08,0.11031676083803177,0.7179930210113525,5.418604231977042e-09,0.0,0.002517180982977152,0.0,0.0,0.0,72.0
17,0.0,0.0,0.13689537346363068,-0.196599081158638,0.1418919563293457,1.1672576505361576e-07,0.05878452584147453,0.5139328241348267,2.7318796114172983e-08,0.0,0.002782288007438183,0.0,0.0,0.0,82.0
18,0.03846153989434242,0.19230768084526062,0.6547804474830627,0.3752698302268982,0.16574199497699738,2.7509836186823122e-08,0.1682978719472885,0.6212820410728455,7.450580596923828e-09,0.0,0.002847869065590203,1.0,0.0,0.0,91.0
19,0.0,0.0,0.11354672163724899,-0.19241158664226532,0.11282201111316681,1.3056255454557686e-07,0.04975103214383125,0.7774896025657654,1.1353265882974029e-08,0.0,0.0023530020844191313,0.0,0.0,0.0,77.0
20,0.0,0.0,0.06331413984298706,-0.07396020740270615,0.08372817188501358,-5.298190686175985e-08,0.012480521574616432,0.6750076413154602,0.0,0.0,0.0025582440430298448,0.0,0.0,0.0,85.0
21,0.1875,0.7261843681335449,2.024932861328125,1.8802220821380615,0.45532363653182983,2.9802322387695312e-08,3.7425551414489746,0.9018006324768066,3.725290298461914e-08,0.0,0.0045340730575844646,3.0,0.0,0.0,75.0
22,0.05263157933950424,0.2232968807220459,0.651759684085846,0.5328038334846497,0.190742626786232,1.1293511903431863e-07,0.3202626705169678,0.6066902875900269,6.274173180997877e-09,0.0,0.0029633400263264775,1.0,0.0,0.0,73.0
23,0.0,0.0,0.04043639451265335,-0.0476146936416626,0.10620298236608505,5.183012419252009e-08,0.013546235859394073,0.6305884122848511,0.0,0.0,0.0024784449487924576,0.0,0.0,0.0,77.0
24,0.0,0.0,0.07363457977771759,-0.13251741230487823,0.0902353897690773,-1.0359855195929413e-07,0.025703294202685356,0.5303643345832825,5.676632941487014e-09,0.0,0.0025173129979521036,0.0,0.0,0.0,68.0
25,0.0,0.0,0.022459547966718674,-0.046778321266174316,0.07484620809555054,-5.7220457705398076e-08,0.00779016874730587,0.7012879848480225,2.38418573772492e-09,0.0,0.0031474889256060123,0.0,0.0,0.0,76.0
26,0.0,0.0,0.037553198635578156,-0.06592758744955063,0.06182107701897621,1.7660635620586618e-08,0.008168292231857777,0.7025323510169983,1.9868215517249155e-08,0.0,0.0031255818903446198,0.0,0.0,0.0,81.0
27,0.1875,0.7261843681335449,2.0044736862182617,1.856130599975586,0.5894978046417236,-1.4901161193847656e-07,3.792728900909424,0.6467210054397583,2.60770320892334e-08,0.0,0.0033075400860980153,3.0,0.0,0.0,76.0
28,0.1666666716337204,0.6871842741966248,1.912515640258789,1.769341230392456,0.6101701259613037,-1.2914340175029793e-07,3.5028762817382812,0.7313272953033447,0.0,0.0,0.0026343169156461954,3.0,0.0,0.0,78.0
29,0.04545454680919647,0.20829889178276062,0.5927307605743408,0.49339255690574646,0.2553178369998932,3.305348457161017e-07,0.308623343706131,0.6822051405906677,1.6255812695931127e-08,0.0,0.002701070043258369,1.0,0.0,0.0,74.0
30,0.0,0.0,0.07072120904922485,-0.13618724048137665,0.06827619671821594,9.53674295089968e-09,0.023208603262901306,0.6386286020278931,1.3113021779531664e-08,0.0,0.0025985720567405224,0.0,0.0,0.0,89.0
31,0.0,0.0,0.03645659238100052,-0.09119794517755508,0.07526230067014694,2.2351741790771484e-08,0.013981480151414871,0.45470064878463745,0.0,0.0,0.0025561510119587183,0.0,0.0,0.0,76.0
32,0.0,0.0,0.03164686635136604,-0.05818134918808937,0.08585381507873535,0.0,0.01075594499707222,0.5274549722671509,1.4901161193847656e-08,0.0,0.00264452095143497,0.0,0.0,0.0,79.0
33,0.05263157933950424,0.2232968807220459,0.616314172744751,0.5510785579681396,0.2708779275417328,-9.097551156855843e-08,0.37706243991851807,0.49884364008903503,2.9802322387695312e-08,0.0,0.003095048014074564,1.0,0.0,0.0,74.0
