version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir
33,2025-08-07 14:55:43,PPO,50000,1000,1000,4,64,True,False,14,65,"ppo,ppo,ppo,ppo",/home/wasterix/Multiagent/OpenSpiel_neu/open_spiel/Playground/models/ppo_model_33/train/ppo_model_33_agent_p0,/home/wasterix/Multiagent/OpenSpiel_neu/open_spiel/Playground/models/ppo_model_33/train
