episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
500,109,62.205080241081305,0.07897449599113315,60.300826265942305,1.7675517429597676,0.0029500649543479085,89.98311929602642
1000,85,62.16841805400327,0.09477294504176825,60.22725730703678,1.7927708938950673,0.001737668993882835,189.50848422106355
1500,80,58.553111610002816,0.1056205709464848,56.70262026891578,1.6949947979301214,0.001650199992582202,274.8861552630551
2000,97,53.61283977597486,0.07732170296367258,51.714522327063605,1.765068905078806,0.0042759530479088426,354.9628826880362
2500,86,59.966107259038836,0.06692618003580719,58.15181432000827,1.704772631986998,0.0015650509158149362,439.5807315650163
3000,96,57.46956896292977,0.11515274411067367,55.496733692940325,1.762910995981656,0.0019147810526192188,528.3457964590052
3500,88,70.25970965297893,0.07724146207328886,68.16070058790501,1.9533265250502154,0.0016852359985932708,627.1214510509744
4000,74,52.68792562303133,0.07483180705457926,50.712167058023624,1.8585539190098643,0.0011865530395880342,706.5004369720118
4500,94,52.15728750405833,0.08217419509310275,50.26812300400343,1.758680086932145,0.0012399150291457772,779.6773635930149
5000,85,63.61061286996119,0.11065980605781078,61.532071891007945,1.9218258360633627,0.001893717097118497,869.0004865539959
5500,88,67.57785904791672,0.12708159594330937,65.57556149398442,1.8231448769802228,0.0012624619994312525,969.8424103390425
6000,88,57.90520631801337,0.08019945200067014,56.25757761707064,1.5196273549227044,0.0011701899347826838,1055.9303640690632
6500,82,72.63038746605162,0.058378858026117086,70.22945090406574,2.3074020540807396,0.0013417929876595736,1150.1073014660506
7000,87,64.11685709399171,0.09234281699173152,62.05152616498526,1.9141988040646538,0.0015744990669190884,1246.2706103640376
7500,82,60.6904260260053,0.11476735607720912,58.64483325893525,1.863708357908763,0.0013609499437734485,1334.44576271798
8000,88,48.64737638400402,0.07372007705271244,46.218536472995766,2.309712949907407,0.0011343549704179168,1409.3735915330471
8500,80,65.85895859997254,0.07448144105728716,63.52384447096847,2.2159464890137315,0.0023800759809091687,1497.9348326440668
9000,93,75.27322764799464,0.11995985603425652,73.12633787503,1.9389444519765675,0.0012775229988619685,1605.8440833280329
9500,88,57.37852113402914,0.09260073001496494,55.12260988599155,2.097287944983691,0.0011942629935219884,1689.2505870769965
10000,85,48.05328876397107,0.10301638499367982,46.30560116202105,1.5943108109058812,0.0021557529689744115,1765.5122678329935
