version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,step_reward,final_reward,env_reward,normalize,seat_onehot
16,2025-08-16 09:29:51,PPO-K2,10000,2000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_model_16/train,delta_hand,none,True,False,False
