opponent,episode,p0,p1,p2,p3
single_only,400000,0.5682,0.1566,0.1834,0.0918
max_combo,400000,0.3504,0.2576,0.2234,0.1686
random2,400000,0.4042,0.294,0.2084,0.0934
v_table,400000,0.2724,0.258,0.2328,0.2368
single_only,420000,0.5964,0.1474,0.175,0.0812
max_combo,420000,0.3506,0.2416,0.2344,0.1734
random2,420000,0.3972,0.3048,0.2038,0.0942
v_table,420000,0.2714,0.2538,0.237,0.2378
single_only,440000,0.61,0.1368,0.1642,0.089
max_combo,440000,0.3544,0.2516,0.228,0.166
random2,440000,0.4176,0.3056,0.1898,0.087
v_table,440000,0.2804,0.255,0.227,0.2376
single_only,460000,0.593,0.1512,0.1704,0.0854
max_combo,460000,0.3556,0.2508,0.2158,0.1778
random2,460000,0.4216,0.2976,0.1876,0.0932
v_table,460000,0.2666,0.2486,0.2322,0.2526
single_only,480000,0.6184,0.1348,0.1674,0.0794
max_combo,480000,0.3602,0.2304,0.2324,0.177
random2,480000,0.407,0.3102,0.1926,0.0902
v_table,480000,0.265,0.2692,0.2328,0.233
single_only,500000,0.5918,0.1498,0.1852,0.0732
max_combo,500000,0.3544,0.2478,0.2326,0.1652
random2,500000,0.4036,0.3084,0.2028,0.0852
v_table,500000,0.2762,0.2578,0.2362,0.2298
single_only,520000,0.5842,0.1566,0.1732,0.086
max_combo,520000,0.352,0.239,0.237,0.172
random2,520000,0.4286,0.281,0.1914,0.099
v_table,520000,0.2684,0.2596,0.2342,0.2378
single_only,540000,0.6084,0.1376,0.1612,0.0928
max_combo,540000,0.365,0.2496,0.2174,0.168
random2,540000,0.4218,0.2972,0.1724,0.1086
v_table,540000,0.2586,0.2634,0.2362,0.2418
single_only,560000,0.5746,0.1578,0.1728,0.0948
max_combo,560000,0.3558,0.253,0.2222,0.169
random2,560000,0.4186,0.2964,0.1868,0.0982
v_table,560000,0.2684,0.2482,0.2338,0.2496
single_only,580000,0.5688,0.143,0.1858,0.1024
max_combo,580000,0.3462,0.2386,0.2366,0.1786
random2,580000,0.4146,0.3024,0.187,0.096
v_table,580000,0.2558,0.2608,0.2402,0.2432
single_only,600000,0.6062,0.1438,0.1578,0.0922
max_combo,600000,0.3664,0.2356,0.2334,0.1646
random2,600000,0.4124,0.294,0.1928,0.1008
v_table,600000,0.2574,0.2514,0.2386,0.2526
single_only,620000,0.5998,0.1416,0.1628,0.0958
max_combo,620000,0.364,0.2444,0.2236,0.168
random2,620000,0.4174,0.2886,0.1962,0.0978
v_table,620000,0.2698,0.2638,0.2246,0.2418
single_only,640000,0.5834,0.1484,0.1894,0.0788
max_combo,640000,0.3464,0.245,0.2392,0.1694
random2,640000,0.4248,0.2912,0.1872,0.0968
v_table,640000,0.2646,0.26,0.2272,0.2482
single_only,660000,0.5698,0.1458,0.1814,0.103
max_combo,660000,0.3564,0.2428,0.2322,0.1686
random2,660000,0.416,0.3014,0.191,0.0916
v_table,660000,0.2656,0.2564,0.2416,0.2364
single_only,680000,0.5618,0.1632,0.1808,0.0942
max_combo,680000,0.3446,0.245,0.2338,0.1766
random2,680000,0.41,0.297,0.1916,0.1014
v_table,680000,0.2496,0.2634,0.2422,0.2448
single_only,700000,0.5752,0.155,0.1778,0.092
max_combo,700000,0.3414,0.2518,0.24,0.1668
random2,700000,0.4066,0.3096,0.1854,0.0984
v_table,700000,0.2642,0.2536,0.2332,0.249
single_only,720000,0.57,0.1576,0.1788,0.0936
max_combo,720000,0.3316,0.2534,0.2488,0.1662
random2,720000,0.4144,0.2974,0.1888,0.0994
v_table,720000,0.2756,0.254,0.2344,0.236
single_only,740000,0.5792,0.155,0.1712,0.0946
max_combo,740000,0.3458,0.243,0.2354,0.1758
random2,740000,0.4124,0.2958,0.1918,0.1
v_table,740000,0.2694,0.271,0.2306,0.229
single_only,760000,0.5842,0.1522,0.1742,0.0894
max_combo,760000,0.3652,0.2372,0.229,0.1686
random2,760000,0.4138,0.3048,0.1866,0.0948
v_table,760000,0.2684,0.2632,0.2422,0.2262
single_only,780000,0.5884,0.1416,0.1792,0.0908
max_combo,780000,0.3498,0.245,0.2368,0.1684
random2,780000,0.4116,0.2984,0.1942,0.0958
v_table,780000,0.263,0.266,0.2356,0.2354
single_only,800000,0.5696,0.1552,0.1842,0.091
max_combo,800000,0.3426,0.2444,0.2358,0.1772
random2,800000,0.407,0.2984,0.1976,0.097
v_table,800000,0.2664,0.2704,0.2272,0.236
single_only,820000,0.5658,0.153,0.182,0.0992
max_combo,820000,0.3526,0.2462,0.2298,0.1714
random2,820000,0.4002,0.3,0.2014,0.0984
v_table,820000,0.2766,0.247,0.2326,0.2438
single_only,840000,0.5584,0.165,0.1804,0.0962
max_combo,840000,0.3476,0.248,0.229,0.1754
random2,840000,0.4128,0.3048,0.1868,0.0956
v_table,840000,0.2656,0.2728,0.2244,0.2372
single_only,860000,0.576,0.1564,0.181,0.0866
max_combo,860000,0.3514,0.248,0.2246,0.176
random2,860000,0.4126,0.2956,0.1962,0.0956
v_table,860000,0.2632,0.2676,0.2342,0.235
single_only,880000,0.5996,0.1478,0.1684,0.0842
max_combo,880000,0.3578,0.2478,0.218,0.1764
random2,880000,0.418,0.3046,0.1826,0.0948
v_table,880000,0.264,0.2668,0.2306,0.2386
single_only,900000,0.5766,0.1508,0.1766,0.096
max_combo,900000,0.3586,0.2398,0.2222,0.1794
random2,900000,0.4114,0.2922,0.1986,0.0978
v_table,900000,0.277,0.2704,0.2174,0.2352
single_only,920000,0.604,0.1486,0.1552,0.0922
max_combo,920000,0.3602,0.2488,0.2154,0.1756
random2,920000,0.4064,0.3078,0.1856,0.1002
v_table,920000,0.2672,0.2676,0.2312,0.234
single_only,940000,0.5868,0.1462,0.172,0.095
max_combo,940000,0.3528,0.2384,0.2388,0.17
random2,940000,0.4172,0.3006,0.1924,0.0898
v_table,940000,0.2624,0.2596,0.2432,0.2348
single_only,960000,0.5932,0.1534,0.1648,0.0886
max_combo,960000,0.361,0.2468,0.2168,0.1754
random2,960000,0.4062,0.316,0.1848,0.093
v_table,960000,0.2718,0.2716,0.2254,0.2312
single_only,980000,0.5772,0.1546,0.1798,0.0884
max_combo,980000,0.3568,0.2374,0.2302,0.1756
random2,980000,0.4148,0.2988,0.1868,0.0996
v_table,980000,0.2582,0.2658,0.231,0.245
single_only,1000000,0.583,0.155,0.1764,0.0856
max_combo,1000000,0.36,0.2396,0.2308,0.1696
random2,1000000,0.4146,0.3058,0.1854,0.0942
v_table,1000000,0.2642,0.26,0.2376,0.2382
