opponent,episode,p0,p1,p2,p3
single_only,20000,0.6216,0.1392,0.156,0.0832
max_combo,20000,0.3728,0.256,0.2136,0.1576
random2,20000,0.4374,0.2844,0.1812,0.097
v_table,20000,0.266,0.257,0.2362,0.2408
single_only,40000,0.6054,0.1472,0.1634,0.084
max_combo,40000,0.3734,0.2356,0.218,0.173
random2,40000,0.4232,0.2948,0.1872,0.0948
v_table,40000,0.2614,0.2602,0.2256,0.2528
single_only,60000,0.6116,0.1398,0.1628,0.0858
max_combo,60000,0.3742,0.236,0.2182,0.1716
random2,60000,0.4292,0.2952,0.1896,0.086
v_table,60000,0.2648,0.256,0.2284,0.2508
single_only,80000,0.5904,0.1502,0.1708,0.0886
max_combo,80000,0.3618,0.2514,0.217,0.1698
random2,80000,0.4262,0.2902,0.192,0.0916
v_table,80000,0.2624,0.265,0.2316,0.241
single_only,100000,0.6186,0.1354,0.1604,0.0856
max_combo,100000,0.3602,0.2558,0.2156,0.1684
random2,100000,0.4194,0.2878,0.1924,0.1004
v_table,100000,0.259,0.2636,0.2314,0.246
single_only,120000,0.5938,0.15,0.1646,0.0916
max_combo,120000,0.3546,0.2502,0.2338,0.1614
random2,120000,0.4168,0.287,0.196,0.1002
v_table,120000,0.2666,0.252,0.2364,0.245
single_only,140000,0.604,0.1516,0.1584,0.086
max_combo,140000,0.3506,0.248,0.222,0.1794
random2,140000,0.422,0.287,0.1936,0.0974
v_table,140000,0.2658,0.2572,0.2352,0.2418
single_only,160000,0.5858,0.1466,0.1794,0.0882
max_combo,160000,0.3582,0.2514,0.2246,0.1658
random2,160000,0.4162,0.2982,0.1934,0.0922
v_table,160000,0.2636,0.258,0.237,0.2414
single_only,180000,0.612,0.1444,0.16,0.0836
max_combo,180000,0.3576,0.2468,0.228,0.1676
random2,180000,0.4258,0.3018,0.182,0.0904
v_table,180000,0.268,0.2474,0.2216,0.263
single_only,200000,0.609,0.1458,0.1646,0.0806
max_combo,200000,0.367,0.236,0.2158,0.1812
random2,200000,0.4116,0.293,0.196,0.0994
v_table,200000,0.2652,0.261,0.2284,0.2454
single_only,220000,0.617,0.1348,0.1584,0.0898
max_combo,220000,0.366,0.2436,0.215,0.1754
random2,220000,0.435,0.2854,0.1894,0.0902
v_table,220000,0.2528,0.268,0.2354,0.2438
single_only,240000,0.5924,0.1554,0.1654,0.0868
max_combo,240000,0.3578,0.2366,0.2362,0.1694
random2,240000,0.436,0.2842,0.1938,0.086
v_table,240000,0.2726,0.2536,0.235,0.2388
single_only,260000,0.608,0.1518,0.1606,0.0796
max_combo,260000,0.3772,0.2454,0.2176,0.1598
random2,260000,0.4366,0.2896,0.1804,0.0934
v_table,260000,0.267,0.2576,0.2334,0.242
single_only,280000,0.606,0.156,0.1528,0.0852
max_combo,280000,0.3728,0.2444,0.2192,0.1636
random2,280000,0.4156,0.2988,0.1912,0.0944
v_table,280000,0.2592,0.2706,0.2292,0.241
single_only,300000,0.5884,0.1516,0.1746,0.0854
max_combo,300000,0.3492,0.2452,0.2368,0.1688
random2,300000,0.41,0.3078,0.1814,0.1008
v_table,300000,0.2794,0.2568,0.2344,0.2294
single_only,320000,0.599,0.1592,0.1664,0.0754
max_combo,320000,0.355,0.2476,0.2296,0.1678
random2,320000,0.428,0.307,0.1786,0.0864
v_table,320000,0.2638,0.2618,0.2436,0.2308
single_only,340000,0.5832,0.1468,0.1824,0.0876
max_combo,340000,0.3416,0.2478,0.2294,0.1812
random2,340000,0.407,0.3072,0.1928,0.093
v_table,340000,0.267,0.2578,0.2376,0.2376
single_only,360000,0.5894,0.1486,0.171,0.091
max_combo,360000,0.3686,0.2444,0.2184,0.1686
random2,360000,0.4224,0.293,0.1916,0.093
v_table,360000,0.2602,0.276,0.2326,0.2312
single_only,380000,0.5758,0.1534,0.1866,0.0842
max_combo,380000,0.3584,0.2442,0.225,0.1724
random2,380000,0.4072,0.2974,0.1968,0.0986
v_table,380000,0.2664,0.2602,0.2318,0.2416
