opponent,episode,p0,p1,p2,p3
single_only,5000,0.33,0.55,0.097,0.023
max_combo,5000,0.268,0.393,0.235,0.104
random2,5000,0.6335,0.316,0.0455,0.005
single_only,10000,0.7115,0.1975,0.0735,0.0175
max_combo,10000,0.34,0.28,0.2045,0.1755
random2,10000,0.748,0.1905,0.047,0.0145
single_only,15000,0.6975,0.255,0.0405,0.007
max_combo,15000,0.3975,0.325,0.183,0.0945
random2,15000,0.805,0.1665,0.0235,0.005
single_only,20000,0.541,0.363,0.0865,0.0095
max_combo,20000,0.2825,0.339,0.2335,0.145
random2,20000,0.683,0.2725,0.0365,0.008
single_only,25000,0.7495,0.191,0.051,0.0085
max_combo,25000,0.3675,0.285,0.201,0.1465
random2,25000,0.771,0.181,0.0375,0.0105
single_only,30000,0.559,0.3005,0.1125,0.028
max_combo,30000,0.3375,0.3075,0.2145,0.1405
random2,30000,0.7095,0.232,0.0465,0.012
single_only,35000,0.5975,0.325,0.0705,0.007
max_combo,35000,0.3365,0.331,0.2235,0.109
random2,35000,0.738,0.236,0.024,0.002
single_only,40000,0.677,0.268,0.0445,0.0105
max_combo,40000,0.4145,0.314,0.178,0.0935
random2,40000,0.788,0.1715,0.0335,0.007
single_only,45000,0.6845,0.219,0.0775,0.019
max_combo,45000,0.329,0.3055,0.222,0.1435
random2,45000,0.7285,0.1985,0.0595,0.0135
single_only,50000,0.6525,0.2955,0.0435,0.0085
max_combo,50000,0.372,0.3395,0.187,0.1015
random2,50000,0.751,0.204,0.0345,0.0105
single_only,55000,0.518,0.325,0.124,0.033
max_combo,55000,0.335,0.3205,0.205,0.1395
random2,55000,0.6995,0.237,0.0455,0.018
single_only,60000,0.524,0.358,0.0995,0.0185
max_combo,60000,0.337,0.3745,0.194,0.0945
random2,60000,0.7665,0.1925,0.036,0.005
single_only,65000,0.557,0.375,0.056,0.012
max_combo,65000,0.344,0.329,0.2135,0.1135
random2,65000,0.7105,0.239,0.0385,0.012
single_only,70000,0.5605,0.321,0.097,0.0215
max_combo,70000,0.3635,0.3475,0.188,0.101
random2,70000,0.7395,0.2215,0.033,0.006
single_only,75000,0.497,0.376,0.1045,0.0225
max_combo,75000,0.3805,0.3465,0.179,0.094
random2,75000,0.7665,0.203,0.026,0.0045
single_only,80000,0.727,0.1825,0.075,0.0155
max_combo,80000,0.386,0.3015,0.194,0.1185
random2,80000,0.7745,0.157,0.0525,0.016
single_only,85000,0.7765,0.1595,0.0485,0.0155
max_combo,85000,0.3765,0.29,0.188,0.1455
random2,85000,0.78,0.174,0.034,0.012
single_only,90000,0.5945,0.306,0.075,0.0245
max_combo,90000,0.363,0.347,0.1805,0.1095
random2,90000,0.7475,0.2,0.04,0.0125
single_only,95000,0.475,0.3965,0.1085,0.02
max_combo,95000,0.3295,0.3275,0.2095,0.1335
random2,95000,0.6995,0.2465,0.043,0.011
single_only,100000,0.652,0.272,0.061,0.015
max_combo,100000,0.326,0.3315,0.22,0.1225
random2,100000,0.725,0.2365,0.0335,0.005
