episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
300,16,0.1237157010473311,0.11748317000456154,0.0,0.0,0.0,3.5765077229589224
600,21,3.4581737319240347,0.09976249700412154,2.1532819730928168,1.1916372500127181,0.0032938469666987658,9.946599227958359
900,18,0.08930184901691973,0.08242874895222485,0.0,0.0,0.0,12.778393059968948
1200,14,3.454066919046454,0.08009678800590336,2.1431868909858167,1.2242354520130903,0.0011421580566093326,18.870108332950622
1500,15,0.08009423303883523,0.07439250603783876,0.0,0.0,0.0,21.64300928893499
1800,24,3.612693185103126,0.08308208803646266,2.2173859101021662,1.3018174830358475,0.001162051921710372,28.0346875799587
2100,16,0.0929799999576062,0.08697218401357532,0.0,0.0,0.0,30.87842014094349
2400,17,3.5374838690040633,0.09305719402618706,2.1892881059320644,1.245983241009526,0.0011810860596597195,37.17352519801352
2700,18,0.11827129905577749,0.10901653300970793,0.0,0.0,0.0,40.07019689900335
3000,17,3.679586158017628,0.09599882399197668,2.306647778954357,1.2678843579487875,0.002017499995417893,47.3061060779728
