version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot,param_sharing,mix_current,snapshot_interval,pool_cap
01,2025-08-16 10:22:44,PPO-K3-SNAPSHOT,200000,10000,2000,64,18,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_snapshot_01/train,False,True,True,0.8,10000,20
