version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,step_reward,delta_weight,final_reward,env_reward,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last,parameter_sharing,add_seat_id
63,2025-08-12 15:54:29,PPO,1000000,1000,1000,4,64,True,False,18,65,"ppo,opp,opp,opp",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_63/train/ppo_model_63_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_63/train,delta_hand,2.0,placement_bonus,True,0.0,10.0,3.0,2.0,0.0,True,True
