script,version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,num_ranks,observation_dim,num_actions,normalize,seat_onehot,opponents,models_dir,plots_dir
k1a1,17,2025-08-19 08:49:55,PPO,400000,10000,2000,12,3,9,13,False,False,"max_combo,max_combo,max_combo",/home/wasterix/OpenSpiel/open_spiel/President/models/k1a1/model_17/models,/home/wasterix/OpenSpiel/open_spiel/President/models/k1a1/model_17/plots
