opponent,episode,p0,p1,p2,p3
single_only,2000,0.56,0.1285,0.1815,0.13
max_combo,2000,0.2855,0.224,0.242,0.2485
random2,2000,0.3075,0.2725,0.25,0.17
single_only,4000,0.5535,0.1245,0.178,0.144
max_combo,4000,0.306,0.2045,0.219,0.2705
random2,4000,0.3035,0.28,0.23,0.1865
single_only,6000,0.55,0.136,0.1865,0.1275
max_combo,6000,0.29,0.242,0.221,0.247
random2,6000,0.331,0.287,0.21,0.172
single_only,8000,0.5335,0.178,0.184,0.1045
max_combo,8000,0.3005,0.224,0.248,0.2275
random2,8000,0.341,0.2805,0.219,0.1595
single_only,10000,0.472,0.2055,0.207,0.1155
max_combo,10000,0.2635,0.263,0.2505,0.223
random2,10000,0.3325,0.302,0.215,0.1505
single_only,12000,0.486,0.184,0.2255,0.1045
max_combo,12000,0.271,0.2545,0.262,0.2125
random2,12000,0.339,0.317,0.23,0.114
single_only,14000,0.496,0.1715,0.21,0.1225
max_combo,14000,0.2815,0.262,0.2405,0.216
random2,14000,0.3365,0.3045,0.215,0.144
single_only,16000,0.4955,0.1605,0.215,0.129
max_combo,16000,0.303,0.2565,0.224,0.2165
random2,16000,0.3415,0.3045,0.205,0.149
single_only,18000,0.5045,0.16,0.2105,0.125
max_combo,18000,0.3085,0.241,0.235,0.2155
random2,18000,0.371,0.281,0.212,0.136
single_only,20000,0.515,0.165,0.2065,0.1135
max_combo,20000,0.296,0.2565,0.247,0.2005
random2,20000,0.3395,0.307,0.2435,0.11
single_only,22000,0.5205,0.1635,0.208,0.108
max_combo,22000,0.2985,0.259,0.2205,0.222
random2,22000,0.343,0.2965,0.2245,0.136
single_only,24000,0.463,0.1675,0.2305,0.139
max_combo,24000,0.281,0.2415,0.2495,0.228
random2,24000,0.336,0.2955,0.2445,0.124
single_only,26000,0.4645,0.197,0.23,0.1085
max_combo,26000,0.301,0.27,0.223,0.206
random2,26000,0.3295,0.3335,0.218,0.119
single_only,28000,0.521,0.1485,0.206,0.1245
max_combo,28000,0.3095,0.246,0.229,0.2155
random2,28000,0.346,0.293,0.2245,0.1365
single_only,30000,0.493,0.174,0.2115,0.1215
max_combo,30000,0.292,0.254,0.234,0.22
random2,30000,0.342,0.298,0.2325,0.1275
single_only,32000,0.479,0.192,0.1965,0.1325
max_combo,32000,0.296,0.263,0.236,0.205
random2,32000,0.3375,0.302,0.227,0.1335
single_only,34000,0.519,0.1515,0.202,0.1275
max_combo,34000,0.3175,0.2305,0.2345,0.2175
random2,34000,0.3435,0.29,0.222,0.1445
single_only,36000,0.4985,0.187,0.2085,0.106
max_combo,36000,0.288,0.2685,0.2505,0.193
random2,36000,0.3595,0.325,0.189,0.1265
single_only,38000,0.4915,0.18,0.2125,0.116
max_combo,38000,0.2845,0.276,0.239,0.2005
random2,38000,0.342,0.3,0.2225,0.1355
single_only,40000,0.527,0.1505,0.1975,0.125
max_combo,40000,0.301,0.258,0.2245,0.2165
random2,40000,0.371,0.2805,0.229,0.1195
single_only,42000,0.4855,0.185,0.2105,0.119
max_combo,42000,0.2735,0.275,0.236,0.2155
random2,42000,0.367,0.302,0.2055,0.1255
single_only,44000,0.491,0.197,0.2095,0.1025
max_combo,44000,0.2965,0.2735,0.2275,0.2025
random2,44000,0.351,0.308,0.209,0.132
single_only,46000,0.5085,0.178,0.2005,0.113
max_combo,46000,0.2865,0.263,0.228,0.2225
random2,46000,0.3515,0.309,0.213,0.1265
single_only,48000,0.431,0.215,0.2355,0.1185
max_combo,48000,0.275,0.2685,0.259,0.1975
random2,48000,0.317,0.3095,0.256,0.1175
single_only,50000,0.524,0.1565,0.1995,0.12
max_combo,50000,0.319,0.236,0.225,0.22
random2,50000,0.374,0.306,0.2075,0.1125
single_only,52000,0.4855,0.187,0.1935,0.134
max_combo,52000,0.316,0.25,0.25,0.184
random2,52000,0.3485,0.2965,0.2315,0.1235
single_only,54000,0.505,0.1605,0.202,0.1325
max_combo,54000,0.3135,0.248,0.225,0.2135
random2,54000,0.3515,0.312,0.211,0.1255
single_only,56000,0.514,0.167,0.209,0.11
max_combo,56000,0.3055,0.2315,0.2465,0.2165
random2,56000,0.3485,0.2885,0.243,0.12
single_only,58000,0.5,0.1975,0.2015,0.101
max_combo,58000,0.2955,0.2635,0.239,0.202
random2,58000,0.34,0.3355,0.2145,0.11
single_only,60000,0.473,0.2005,0.2035,0.123
max_combo,60000,0.2595,0.2705,0.2705,0.1995
random2,60000,0.3415,0.306,0.2305,0.122
single_only,62000,0.435,0.209,0.239,0.117
max_combo,62000,0.2545,0.2675,0.272,0.206
random2,62000,0.3215,0.314,0.2425,0.122
single_only,64000,0.468,0.213,0.212,0.107
max_combo,64000,0.275,0.2605,0.255,0.2095
random2,64000,0.3255,0.337,0.2125,0.125
single_only,66000,0.5245,0.165,0.192,0.1185
max_combo,66000,0.295,0.2405,0.2415,0.223
random2,66000,0.3695,0.2965,0.2185,0.1155
single_only,68000,0.4965,0.185,0.205,0.1135
max_combo,68000,0.29,0.267,0.2545,0.1885
random2,68000,0.3585,0.3025,0.218,0.121
single_only,70000,0.4805,0.1845,0.2195,0.1155
max_combo,70000,0.284,0.2485,0.264,0.2035
random2,70000,0.3525,0.307,0.211,0.1295
single_only,72000,0.49,0.1855,0.218,0.1065
max_combo,72000,0.2775,0.264,0.2585,0.2
random2,72000,0.3275,0.3355,0.2265,0.1105
single_only,74000,0.4725,0.189,0.2185,0.12
max_combo,74000,0.275,0.259,0.25,0.216
random2,74000,0.326,0.321,0.2295,0.1235
single_only,76000,0.4795,0.1885,0.1995,0.1325
max_combo,76000,0.291,0.252,0.249,0.208
random2,76000,0.3385,0.3255,0.2175,0.1185
single_only,78000,0.45,0.196,0.2255,0.1285
max_combo,78000,0.2875,0.256,0.2385,0.218
random2,78000,0.3315,0.323,0.2195,0.126
single_only,80000,0.44,0.199,0.222,0.139
max_combo,80000,0.27,0.2765,0.2455,0.208
random2,80000,0.3245,0.3215,0.224,0.13
single_only,82000,0.4985,0.1635,0.2115,0.1265
max_combo,82000,0.2975,0.237,0.2595,0.206
random2,82000,0.33,0.2965,0.25,0.1235
single_only,84000,0.4675,0.216,0.213,0.1035
max_combo,84000,0.2745,0.2615,0.2655,0.1985
random2,84000,0.3345,0.3165,0.236,0.113
single_only,86000,0.4395,0.212,0.239,0.1095
max_combo,86000,0.2685,0.257,0.279,0.1955
random2,86000,0.327,0.3375,0.226,0.1095
single_only,88000,0.431,0.213,0.228,0.128
max_combo,88000,0.2585,0.2655,0.2655,0.2105
random2,88000,0.336,0.329,0.204,0.131
single_only,90000,0.4615,0.1675,0.2335,0.1375
max_combo,90000,0.275,0.2395,0.262,0.2235
random2,90000,0.346,0.2945,0.2475,0.112
single_only,92000,0.4885,0.1685,0.218,0.125
max_combo,92000,0.27,0.2565,0.2625,0.211
random2,92000,0.345,0.3115,0.218,0.1255
single_only,94000,0.4615,0.206,0.2075,0.125
max_combo,94000,0.285,0.2625,0.2385,0.214
random2,94000,0.3305,0.3165,0.2365,0.1165
single_only,96000,0.4715,0.1895,0.2195,0.1195
max_combo,96000,0.2915,0.257,0.26,0.1915
random2,96000,0.354,0.3105,0.217,0.1185
single_only,98000,0.493,0.1875,0.1985,0.121
max_combo,98000,0.294,0.262,0.254,0.19
random2,98000,0.3495,0.297,0.231,0.1225
single_only,100000,0.461,0.1815,0.236,0.1215
max_combo,100000,0.3145,0.2425,0.2515,0.1915
random2,100000,0.3655,0.304,0.2225,0.108
