opponent,episode,p0,p1,p2,p3
max_combo,250000,0.6485,0.2365,0.0805,0.0345
random2,250000,0.8355,0.1235,0.029,0.012
single_only,260000,0.7455,0.1995,0.043,0.012
max_combo,260000,0.6435,0.232,0.0835,0.041
random2,260000,0.848,0.1275,0.018,0.0065
single_only,270000,0.806,0.1595,0.0275,0.007
max_combo,270000,0.65,0.235,0.0745,0.0405
random2,270000,0.8395,0.123,0.0225,0.015
single_only,280000,0.776,0.1825,0.037,0.0045
max_combo,280000,0.6525,0.237,0.0755,0.035
random2,280000,0.868,0.1085,0.016,0.0075
single_only,290000,0.7785,0.1955,0.022,0.004
max_combo,290000,0.641,0.2555,0.0685,0.035
random2,290000,0.857,0.1185,0.016,0.0085
single_only,300000,0.7925,0.1705,0.031,0.006
max_combo,300000,0.6505,0.2365,0.076,0.037
random2,300000,0.855,0.1075,0.02,0.0175
single_only,310000,0.788,0.172,0.032,0.008
max_combo,310000,0.646,0.23,0.083,0.041
random2,310000,0.8785,0.101,0.0155,0.005
single_only,320000,0.773,0.188,0.031,0.008
max_combo,320000,0.6525,0.2335,0.0755,0.0385
random2,320000,0.8405,0.1245,0.027,0.008
single_only,330000,0.774,0.188,0.0325,0.0055
max_combo,330000,0.644,0.2415,0.0815,0.033
random2,330000,0.8505,0.1265,0.0135,0.0095
single_only,340000,0.817,0.154,0.0255,0.0035
max_combo,340000,0.6505,0.247,0.0755,0.027
random2,340000,0.866,0.1115,0.018,0.0045
single_only,350000,0.772,0.194,0.0275,0.0065
max_combo,350000,0.6335,0.2695,0.0755,0.0215
random2,350000,0.8635,0.1125,0.019,0.005
single_only,360000,0.7975,0.1705,0.0285,0.0035
max_combo,360000,0.636,0.2565,0.08,0.0275
random2,360000,0.849,0.124,0.0205,0.0065
single_only,370000,0.8125,0.1555,0.026,0.006
max_combo,370000,0.6365,0.2505,0.074,0.039
random2,370000,0.8595,0.1175,0.0145,0.0085
single_only,380000,0.802,0.168,0.0235,0.0065
max_combo,380000,0.6385,0.2365,0.0925,0.0325
random2,380000,0.8645,0.116,0.0135,0.006
single_only,390000,0.761,0.1965,0.0355,0.007
max_combo,390000,0.645,0.243,0.0775,0.0345
random2,390000,0.833,0.1365,0.022,0.0085
single_only,400000,0.762,0.2,0.0315,0.0065
max_combo,400000,0.6425,0.232,0.082,0.0435
random2,400000,0.8555,0.113,0.0215,0.01
single_only,410000,0.781,0.183,0.0325,0.0035
max_combo,410000,0.6285,0.2555,0.0785,0.0375
random2,410000,0.872,0.1115,0.013,0.0035
single_only,420000,0.792,0.18,0.0225,0.0055
max_combo,420000,0.6535,0.233,0.074,0.0395
random2,420000,0.851,0.113,0.0245,0.0115
single_only,430000,0.784,0.183,0.027,0.006
max_combo,430000,0.6265,0.2555,0.0775,0.0405
random2,430000,0.8535,0.1115,0.024,0.011
single_only,440000,0.798,0.169,0.029,0.004
max_combo,440000,0.669,0.22,0.0745,0.0365
random2,440000,0.8445,0.1265,0.022,0.007
single_only,450000,0.7665,0.2015,0.0235,0.0085
max_combo,450000,0.635,0.2485,0.0805,0.036
random2,450000,0.8555,0.1205,0.0185,0.0055
single_only,460000,0.815,0.153,0.027,0.005
max_combo,460000,0.6655,0.233,0.069,0.0325
random2,460000,0.8365,0.1255,0.022,0.016
single_only,470000,0.7605,0.19,0.042,0.0075
max_combo,470000,0.622,0.2555,0.09,0.0325
random2,470000,0.841,0.129,0.0255,0.0045
single_only,480000,0.812,0.156,0.027,0.005
max_combo,480000,0.6535,0.2365,0.0795,0.0305
random2,480000,0.854,0.12,0.0155,0.0105
single_only,490000,0.817,0.148,0.026,0.009
max_combo,490000,0.6595,0.231,0.075,0.0345
random2,490000,0.8605,0.1075,0.0245,0.0075
single_only,500000,0.788,0.181,0.0235,0.0075
max_combo,500000,0.6355,0.252,0.082,0.0305
random2,500000,0.8645,0.1135,0.016,0.006
