opponent,episode,p1,p2,p3,p4
single_only,5000,0.874,0.0705,0.0355,0.02
max_combo,5000,0.275,0.238,0.2405,0.2465
random2,5000,0.6345,0.2265,0.0925,0.0465
single_only,10000,0.7575,0.1885,0.0445,0.0095
max_combo,10000,0.3035,0.298,0.222,0.1765
random2,10000,0.745,0.18,0.0535,0.0215
single_only,15000,0.5995,0.3195,0.071,0.01
max_combo,15000,0.3895,0.333,0.175,0.1025
random2,15000,0.762,0.2105,0.023,0.0045
single_only,20000,0.707,0.2,0.072,0.021
max_combo,20000,0.3895,0.268,0.1975,0.145
random2,20000,0.753,0.19,0.039,0.018
single_only,25000,0.669,0.2485,0.067,0.0155
max_combo,25000,0.388,0.327,0.174,0.111
random2,25000,0.7745,0.182,0.031,0.0125
single_only,30000,0.8225,0.1375,0.031,0.009
max_combo,30000,0.4105,0.2975,0.1795,0.1125
random2,30000,0.8235,0.1445,0.026,0.006
single_only,35000,0.534,0.3815,0.0685,0.016
max_combo,35000,0.3755,0.344,0.1825,0.098
random2,35000,0.749,0.2135,0.0275,0.01
single_only,40000,0.6675,0.25,0.057,0.0255
max_combo,40000,0.4295,0.2655,0.161,0.144
random2,40000,0.797,0.1575,0.031,0.0145
single_only,45000,0.713,0.2245,0.0535,0.009
max_combo,45000,0.431,0.2885,0.162,0.1185
random2,45000,0.818,0.143,0.026,0.013
single_only,50000,0.7645,0.189,0.0365,0.01
max_combo,50000,0.4235,0.284,0.1665,0.126
random2,50000,0.798,0.1575,0.033,0.0115
