version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir
09,2025-08-07 12:09:31,DQN,10000,200,10000,4,32,True,False,14,33,"dqn,random,random,random",/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_09/train/dqn_model_09_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/dqn_model_09/train
