run_version,timestamp,episode,phase,seconds,ep_steps,avg_step_ms
01,2025-08-18 07:46:27,1,episode,0.0032190419733524323,99.0,0.03251557548840841
01,2025-08-18 07:46:27,2,episode,0.0028447200311347842,105.0,0.027092571725093183
01,2025-08-18 07:46:27,3,episode,0.02921532595064491,125.0,0.23372260760515928
01,2025-08-18 07:46:27,4,episode,0.15550132299540564,142.0,1.095079739404265
01,2025-08-18 07:46:27,5,episode,0.13655154802836478,119.0,1.1474920002383595
01,2025-08-18 07:46:27,6,episode,0.11274542001774535,105.0,1.073765904930908
01,2025-08-18 07:46:27,7,episode,0.1419495409936644,114.0,1.2451714122251265
01,2025-08-18 07:46:27,8,episode,0.15011629596119747,102.0,1.4717283917764457
01,2025-08-18 07:46:27,9,episode,0.14709914504783228,101.0,1.4564271786914087
01,2025-08-18 07:46:28,10,episode,0.12137603299925104,94.0,1.2912343936090536
01,2025-08-18 07:46:28,11,episode,0.15317713096737862,99.0,1.5472437471452385
01,2025-08-18 07:46:28,12,episode,0.14362983801402152,99.0,1.450806444586076
01,2025-08-18 07:46:28,13,episode,0.14931823703227565,107.0,1.3954975423577163
01,2025-08-18 07:46:28,14,episode,0.14451342803658918,105.0,1.3763183622532302
01,2025-08-18 07:46:28,15,episode,0.12090414302656427,77.0,1.5701836756696659
01,2025-08-18 07:46:28,16,episode,0.12330748100066558,85.0,1.4506762470666539
01,2025-08-18 07:46:28,17,episode,0.10928136802976951,92.0,1.1878409568453208
01,2025-08-18 07:46:29,18,episode,0.12439944100333378,88.0,1.4136300114015201
01,2025-08-18 07:46:29,19,episode,0.1315834280103445,93.0,1.4148755700037043
01,2025-08-18 07:46:29,20,episode,0.10843897599261254,74.0,1.4653915674677371
01,2025-08-18 07:46:29,21,episode,0.12212548201205209,82.0,1.4893351464884401
01,2025-08-18 07:46:29,22,episode,0.10284790396690369,69.0,1.4905493328536765
01,2025-08-18 07:46:29,23,episode,0.1156269820057787,80.0,1.4453372750722338
01,2025-08-18 07:46:29,24,episode,0.10181504196953028,85.0,1.1978240231709445
01,2025-08-18 07:46:29,25,episode,0.11030537803890184,92.0,1.198971500422846
01,2025-08-18 07:46:30,26,episode,0.11538470897357911,82.0,1.4071305972387695
01,2025-08-18 07:46:30,27,episode,0.11450551997404546,93.0,1.2312421502585533
01,2025-08-18 07:46:30,28,episode,0.137177242024336,98.0,1.3997677757585307
01,2025-08-18 07:46:30,29,episode,0.09842227201443166,71.0,1.3862291833018543
01,2025-08-18 07:46:30,30,episode,0.11890890402719378,82.0,1.4501085856974851
01,2025-08-18 07:46:30,31,episode,0.10171319404616952,67.0,1.5181073738234256
01,2025-08-18 07:46:30,32,episode,0.11196414899313822,83.0,1.3489656505197376
01,2025-08-18 07:46:30,33,episode,0.1159883719519712,79.0,1.4682072398983697
01,2025-08-18 07:46:30,34,episode,0.18088274297770113,87.0,2.0791119882494384
01,2025-08-18 07:46:31,35,episode,0.11236228497000411,69.0,1.6284389126087553
01,2025-08-18 07:46:31,36,episode,0.14971102902200073,90.0,1.6634558780222304
01,2025-08-18 07:46:31,37,episode,0.13412075897213072,84.0,1.596675702049175
01,2025-08-18 07:46:31,38,episode,0.2537859689909965,69.0,3.6780575216086446
01,2025-08-18 07:46:31,39,episode,0.11120594304520637,77.0,1.4442330265611216
01,2025-08-18 07:46:31,40,episode,0.11106735200155526,83.0,1.3381608674886176
01,2025-08-18 07:46:31,41,episode,0.10366438003256917,80.0,1.2958047504071146
01,2025-08-18 07:46:32,42,episode,0.1092473539756611,74.0,1.4763155942656905
01,2025-08-18 07:46:32,43,episode,0.08736174798104912,67.0,1.3039066862843152
01,2025-08-18 07:46:32,44,episode,0.12131899903761223,87.0,1.3944712533058876
01,2025-08-18 07:46:32,45,episode,0.1142411429900676,78.0,1.4646300383342
01,2025-08-18 07:46:32,46,episode,0.13450470700627193,81.0,1.6605519383490361
01,2025-08-18 07:46:32,47,episode,0.1183944700169377,80.0,1.4799308752117213
01,2025-08-18 07:46:32,48,episode,0.11959720100276172,74.0,1.6161783919292125
01,2025-08-18 07:46:32,49,episode,0.12054831796558574,77.0,1.565562570981633
01,2025-08-18 07:46:33,50,episode,0.1385669580195099,87.0,1.5927236553966657
