opponent,episode,p0,p1,p2,p3
single_only,2000,0.8685,0.084,0.03,0.0175
max_combo,2000,0.248,0.2355,0.256,0.2605
random2,2000,0.6835,0.219,0.07,0.0275
single_only,4000,0.833,0.096,0.0485,0.0225
max_combo,4000,0.2615,0.23,0.241,0.2675
random2,4000,0.6465,0.2215,0.085,0.047
single_only,6000,0.811,0.107,0.057,0.025
max_combo,6000,0.284,0.248,0.245,0.223
random2,6000,0.664,0.203,0.085,0.048
single_only,8000,0.895,0.067,0.0305,0.0075
max_combo,8000,0.283,0.2675,0.251,0.1985
random2,8000,0.6905,0.2,0.08,0.0295
single_only,10000,0.879,0.0645,0.0355,0.021
max_combo,10000,0.297,0.2495,0.232,0.2215
random2,10000,0.668,0.2,0.0765,0.0555
