opponent,episode,p0,p1,p2,p3
single_only,7000,0.6175,0.123,0.1485,0.111
max_combo,7000,0.3005,0.247,0.234,0.2185
random2,7000,0.354,0.289,0.218,0.139
v_table,7000,0.213,0.207,0.195,0.385
single_only,7500,0.5695,0.159,0.1695,0.102
max_combo,7500,0.295,0.259,0.2365,0.2095
random2,7500,0.3525,0.278,0.2285,0.141
v_table,7500,0.1685,0.228,0.215,0.3885
single_only,8000,0.547,0.169,0.1675,0.1165
max_combo,8000,0.2695,0.259,0.234,0.2375
random2,8000,0.3235,0.3045,0.203,0.169
v_table,8000,0.145,0.271,0.192,0.392
single_only,8500,0.5445,0.1605,0.1665,0.1285
max_combo,8500,0.262,0.258,0.234,0.246
random2,8500,0.342,0.2895,0.2085,0.16
v_table,8500,0.162,0.2495,0.1975,0.391
single_only,9000,0.564,0.1355,0.183,0.1175
max_combo,9000,0.2975,0.2545,0.2205,0.2275
random2,9000,0.337,0.294,0.2235,0.1455
v_table,9000,0.1925,0.227,0.1995,0.381
single_only,9500,0.57,0.1325,0.185,0.1125
max_combo,9500,0.326,0.2285,0.224,0.2215
random2,9500,0.3645,0.2655,0.2295,0.1405
v_table,9500,0.1925,0.2065,0.2145,0.3865
single_only,10000,0.562,0.1495,0.1775,0.111
max_combo,10000,0.31,0.2405,0.216,0.2335
random2,10000,0.3605,0.276,0.212,0.1515
v_table,10000,0.1945,0.238,0.197,0.3705
single_only,10500,0.5675,0.131,0.1805,0.121
max_combo,10500,0.2995,0.2455,0.225,0.23
random2,10500,0.3735,0.29,0.21,0.1265
v_table,10500,0.193,0.2345,0.206,0.3665
single_only,11000,0.564,0.1365,0.1885,0.111
max_combo,11000,0.313,0.2375,0.229,0.2205
random2,11000,0.392,0.2735,0.1955,0.139
v_table,11000,0.2025,0.2365,0.1905,0.3705
single_only,11500,0.5615,0.124,0.196,0.1185
max_combo,11500,0.295,0.2485,0.229,0.2275
random2,11500,0.356,0.281,0.218,0.145
v_table,11500,0.1885,0.216,0.207,0.3885
single_only,12000,0.598,0.1285,0.164,0.1095
max_combo,12000,0.332,0.2355,0.2225,0.21
random2,12000,0.359,0.272,0.2205,0.1485
v_table,12000,0.187,0.248,0.1985,0.3665
single_only,12500,0.5475,0.123,0.217,0.1125
max_combo,12500,0.311,0.252,0.2345,0.2025
random2,12500,0.3335,0.3005,0.2265,0.1395
v_table,12500,0.1885,0.233,0.22,0.3585
single_only,13000,0.595,0.12,0.181,0.104
max_combo,13000,0.315,0.2485,0.211,0.2255
random2,13000,0.363,0.2735,0.2305,0.133
v_table,13000,0.205,0.2145,0.207,0.3735
single_only,13500,0.574,0.1455,0.172,0.1085
max_combo,13500,0.2995,0.263,0.214,0.2235
random2,13500,0.362,0.2865,0.212,0.1395
v_table,13500,0.1965,0.2385,0.215,0.35
single_only,14000,0.51,0.153,0.188,0.149
max_combo,14000,0.2935,0.246,0.208,0.2525
random2,14000,0.337,0.2705,0.219,0.1735
v_table,14000,0.172,0.2465,0.1885,0.393
single_only,14500,0.571,0.1315,0.17,0.1275
max_combo,14500,0.3205,0.2435,0.208,0.228
random2,14500,0.3445,0.281,0.22,0.1545
v_table,14500,0.1905,0.2505,0.1835,0.3755
single_only,15000,0.5635,0.1185,0.192,0.126
max_combo,15000,0.3005,0.2485,0.197,0.254
random2,15000,0.3355,0.2845,0.2215,0.1585
v_table,15000,0.1835,0.235,0.205,0.3765
single_only,15500,0.5555,0.144,0.184,0.1165
max_combo,15500,0.3055,0.2455,0.2165,0.2325
random2,15500,0.353,0.3115,0.2,0.1355
v_table,15500,0.1865,0.2225,0.21,0.381
single_only,16000,0.5565,0.1485,0.183,0.112
max_combo,16000,0.318,0.25,0.231,0.201
random2,16000,0.375,0.283,0.2055,0.1365
v_table,16000,0.195,0.2245,0.211,0.3695
single_only,16500,0.571,0.138,0.1885,0.1025
max_combo,16500,0.2945,0.2585,0.2365,0.2105
random2,16500,0.351,0.2855,0.2375,0.126
v_table,16500,0.1785,0.245,0.217,0.3595
single_only,17000,0.5725,0.141,0.1885,0.098
max_combo,17000,0.3165,0.257,0.2145,0.212
random2,17000,0.364,0.2735,0.2225,0.14
v_table,17000,0.2045,0.234,0.1995,0.362
single_only,17500,0.507,0.1675,0.1845,0.141
max_combo,17500,0.3,0.2385,0.222,0.2395
random2,17500,0.3155,0.299,0.2235,0.162
v_table,17500,0.159,0.2275,0.212,0.4015
single_only,18000,0.562,0.1385,0.181,0.1185
max_combo,18000,0.303,0.2355,0.2385,0.223
random2,18000,0.348,0.2955,0.217,0.1395
v_table,18000,0.1915,0.2085,0.2285,0.3715
single_only,18500,0.5595,0.136,0.188,0.1165
max_combo,18500,0.311,0.248,0.2205,0.2205
random2,18500,0.3625,0.2715,0.216,0.15
v_table,18500,0.1985,0.2185,0.204,0.379
single_only,19000,0.567,0.148,0.1745,0.1105
max_combo,19000,0.3035,0.251,0.2225,0.223
random2,19000,0.3625,0.27,0.214,0.1535
v_table,19000,0.188,0.2155,0.208,0.3885
single_only,19500,0.5715,0.134,0.186,0.1085
max_combo,19500,0.3255,0.223,0.246,0.2055
random2,19500,0.3615,0.2805,0.219,0.139
v_table,19500,0.1945,0.211,0.225,0.3695
single_only,20000,0.5425,0.1765,0.174,0.107
max_combo,20000,0.302,0.242,0.2175,0.2385
random2,20000,0.351,0.284,0.2135,0.1515
v_table,20000,0.188,0.23,0.1985,0.3835
