opponent,episode,p0,p1,p2,p3
random2,370000,0.835,0.1495,0.015,0.0005
single_only,380000,0.752,0.1925,0.0465,0.009
max_combo,380000,0.5665,0.271,0.1085,0.054
random2,380000,0.862,0.1195,0.0155,0.003
single_only,390000,0.7685,0.1685,0.0505,0.0125
max_combo,390000,0.507,0.3105,0.125,0.0575
random2,390000,0.8445,0.134,0.019,0.0025
single_only,400000,0.6875,0.2335,0.0675,0.0115
max_combo,400000,0.5175,0.2925,0.13,0.06
random2,400000,0.8405,0.1365,0.019,0.004
single_only,410000,0.7205,0.2105,0.0555,0.0135
max_combo,410000,0.527,0.2985,0.1155,0.059
random2,410000,0.8485,0.123,0.0255,0.003
single_only,420000,0.7435,0.1695,0.0695,0.0175
max_combo,420000,0.5225,0.2905,0.127,0.06
random2,420000,0.839,0.133,0.0235,0.0045
single_only,430000,0.759,0.179,0.053,0.009
max_combo,430000,0.547,0.2635,0.1345,0.055
random2,430000,0.8565,0.1245,0.014,0.005
single_only,440000,0.7495,0.1795,0.0585,0.0125
max_combo,440000,0.5475,0.276,0.115,0.0615
random2,440000,0.8565,0.125,0.0155,0.003
single_only,450000,0.8045,0.1365,0.047,0.012
max_combo,450000,0.544,0.27,0.115,0.071
random2,450000,0.863,0.1185,0.0155,0.003
single_only,460000,0.691,0.2665,0.034,0.0085
max_combo,460000,0.5185,0.312,0.121,0.0485
random2,460000,0.8495,0.1335,0.0135,0.0035
single_only,470000,0.6985,0.2375,0.0555,0.0085
max_combo,470000,0.547,0.286,0.1095,0.0575
random2,470000,0.8385,0.1385,0.0155,0.0075
single_only,480000,0.7095,0.2035,0.071,0.016
max_combo,480000,0.517,0.3105,0.125,0.0475
random2,480000,0.843,0.134,0.0185,0.0045
single_only,490000,0.7625,0.1805,0.047,0.01
max_combo,490000,0.5405,0.285,0.112,0.0625
random2,490000,0.849,0.128,0.017,0.006
single_only,500000,0.759,0.198,0.0335,0.0095
max_combo,500000,0.5655,0.271,0.109,0.0545
random2,500000,0.858,0.123,0.016,0.003
