opponent,episode,p0,p1,p2,p3
single_only,10000,0.7515,0.2155,0.029,0.004
max_combo,10000,0.389,0.304,0.1905,0.1165
random2,10000,0.7675,0.1815,0.037,0.014
single_only,20000,0.596,0.2995,0.085,0.0195
max_combo,20000,0.3715,0.302,0.1815,0.145
random2,20000,0.762,0.184,0.038,0.016
single_only,30000,0.4615,0.4165,0.106,0.016
max_combo,30000,0.411,0.353,0.157,0.079
random2,30000,0.735,0.2355,0.0285,0.001
single_only,40000,0.7825,0.1785,0.034,0.005
max_combo,40000,0.434,0.2825,0.162,0.1215
random2,40000,0.8195,0.146,0.0265,0.008
single_only,50000,0.576,0.321,0.0885,0.0145
max_combo,50000,0.4405,0.313,0.162,0.0845
random2,50000,0.787,0.187,0.0205,0.0055
single_only,60000,0.734,0.2235,0.039,0.0035
max_combo,60000,0.4265,0.3315,0.1625,0.0795
random2,60000,0.7785,0.1885,0.0265,0.0065
single_only,70000,0.7635,0.191,0.0385,0.007
max_combo,70000,0.4385,0.318,0.159,0.0845
random2,70000,0.8105,0.1645,0.0215,0.0035
single_only,80000,0.7535,0.1945,0.044,0.008
max_combo,80000,0.4405,0.289,0.1705,0.1
random2,80000,0.816,0.1555,0.022,0.0065
single_only,90000,0.5795,0.316,0.0925,0.012
max_combo,90000,0.446,0.2995,0.1615,0.093
random2,90000,0.7915,0.171,0.0315,0.006
single_only,100000,0.7465,0.188,0.055,0.0105
max_combo,100000,0.446,0.304,0.1575,0.0925
random2,100000,0.8025,0.1715,0.0215,0.0045
single_only,110000,0.635,0.2835,0.07,0.0115
max_combo,110000,0.427,0.3465,0.1595,0.067
random2,110000,0.775,0.199,0.0235,0.0025
single_only,120000,0.6675,0.2605,0.063,0.009
max_combo,120000,0.469,0.295,0.1545,0.0815
random2,120000,0.808,0.158,0.0295,0.0045
single_only,130000,0.684,0.254,0.054,0.008
max_combo,130000,0.419,0.3465,0.1685,0.066
random2,130000,0.806,0.1745,0.0185,0.001
single_only,140000,0.641,0.2885,0.058,0.0125
max_combo,140000,0.453,0.3235,0.147,0.0765
random2,140000,0.8155,0.1645,0.018,0.002
single_only,150000,0.584,0.3315,0.073,0.0115
max_combo,150000,0.425,0.3305,0.1645,0.08
random2,150000,0.771,0.2075,0.0185,0.003
single_only,160000,0.687,0.2345,0.064,0.0145
max_combo,160000,0.456,0.3035,0.1395,0.101
random2,160000,0.833,0.141,0.02,0.006
single_only,170000,0.6945,0.237,0.0585,0.01
max_combo,170000,0.4635,0.297,0.161,0.0785
random2,170000,0.815,0.161,0.019,0.005
single_only,180000,0.7375,0.2015,0.05,0.011
max_combo,180000,0.467,0.3085,0.1525,0.072
random2,180000,0.821,0.1605,0.015,0.0035
single_only,190000,0.669,0.259,0.056,0.016
max_combo,190000,0.4735,0.304,0.1505,0.072
random2,190000,0.815,0.1635,0.019,0.0025
single_only,200000,0.636,0.3065,0.0535,0.004
max_combo,200000,0.4745,0.282,0.1615,0.082
random2,200000,0.797,0.175,0.0225,0.0055
single_only,210000,0.7235,0.221,0.049,0.0065
max_combo,210000,0.5205,0.2675,0.1295,0.0825
random2,210000,0.838,0.1385,0.018,0.0055
single_only,220000,0.7325,0.2055,0.051,0.011
max_combo,220000,0.505,0.29,0.136,0.069
random2,220000,0.8215,0.155,0.0195,0.004
single_only,230000,0.7545,0.1855,0.0455,0.0145
max_combo,230000,0.5145,0.2825,0.126,0.077
random2,230000,0.856,0.1245,0.0165,0.003
single_only,240000,0.809,0.16,0.0265,0.0045
max_combo,240000,0.4795,0.3045,0.135,0.081
random2,240000,0.8245,0.147,0.022,0.0065
single_only,250000,0.708,0.203,0.072,0.017
max_combo,250000,0.4755,0.2915,0.1565,0.0765
random2,250000,0.833,0.1385,0.0235,0.005
single_only,260000,0.816,0.1385,0.038,0.0075
max_combo,260000,0.501,0.297,0.13,0.072
random2,260000,0.842,0.1365,0.0175,0.004
single_only,270000,0.786,0.1565,0.0435,0.014
max_combo,270000,0.504,0.2895,0.139,0.0675
random2,270000,0.8375,0.135,0.0235,0.004
single_only,280000,0.7715,0.163,0.054,0.0115
max_combo,280000,0.4935,0.294,0.133,0.0795
random2,280000,0.848,0.135,0.0155,0.0015
single_only,290000,0.7075,0.186,0.0815,0.025
max_combo,290000,0.5155,0.2765,0.126,0.082
random2,290000,0.8495,0.123,0.023,0.0045
single_only,300000,0.795,0.1535,0.044,0.0075
max_combo,300000,0.5135,0.2545,0.1415,0.0905
random2,300000,0.8345,0.1365,0.025,0.004
single_only,310000,0.576,0.2635,0.1315,0.029
max_combo,310000,0.498,0.314,0.118,0.07
random2,310000,0.8165,0.1525,0.0275,0.0035
single_only,320000,0.7575,0.188,0.0475,0.007
max_combo,320000,0.4995,0.3135,0.124,0.063
random2,320000,0.8635,0.1205,0.014,0.002
single_only,330000,0.8055,0.15,0.0365,0.008
max_combo,330000,0.5265,0.296,0.121,0.0565
random2,330000,0.8565,0.123,0.0155,0.005
single_only,340000,0.7965,0.158,0.0365,0.009
max_combo,340000,0.5345,0.2865,0.1225,0.0565
random2,340000,0.8475,0.133,0.014,0.0055
single_only,350000,0.8125,0.152,0.026,0.0095
max_combo,350000,0.558,0.276,0.1075,0.0585
random2,350000,0.863,0.118,0.015,0.004
single_only,360000,0.771,0.175,0.046,0.008
max_combo,360000,0.536,0.287,0.115,0.062
random2,360000,0.871,0.1105,0.0165,0.002
single_only,370000,0.7255,0.227,0.0415,0.006
max_combo,370000,0.527,0.2905,0.132,0.0505
