opponent,episode,p0,p1,p2,p3
single_only,2000,0.5595,0.148,0.1815,0.111
max_combo,2000,0.3275,0.2465,0.2115,0.2145
random2,2000,0.358,0.2705,0.2155,0.156
single_only,4000,0.5615,0.1515,0.1865,0.1005
max_combo,4000,0.358,0.232,0.203,0.207
random2,4000,0.361,0.291,0.1995,0.1485
single_only,6000,0.5475,0.1585,0.1865,0.1075
max_combo,6000,0.335,0.2395,0.2215,0.204
random2,6000,0.3765,0.2835,0.2245,0.1155
single_only,8000,0.5645,0.153,0.185,0.0975
max_combo,8000,0.3315,0.2455,0.2285,0.1945
random2,8000,0.373,0.306,0.2085,0.1125
single_only,10000,0.58,0.1355,0.1995,0.085
max_combo,10000,0.354,0.228,0.24,0.178
random2,10000,0.3855,0.2835,0.2225,0.1085
single_only,12000,0.5595,0.1485,0.1895,0.1025
max_combo,12000,0.351,0.243,0.219,0.187
random2,12000,0.372,0.3055,0.206,0.1165
single_only,14000,0.5685,0.1445,0.183,0.104
max_combo,14000,0.3355,0.251,0.209,0.2045
random2,14000,0.386,0.2885,0.216,0.1095
single_only,16000,0.563,0.132,0.2055,0.0995
max_combo,16000,0.339,0.244,0.22,0.197
random2,16000,0.351,0.3175,0.224,0.1075
single_only,18000,0.602,0.13,0.17,0.098
max_combo,18000,0.348,0.24,0.237,0.175
random2,18000,0.39,0.2895,0.2125,0.108
single_only,20000,0.597,0.1295,0.1835,0.09
max_combo,20000,0.3535,0.2435,0.227,0.176
random2,20000,0.414,0.291,0.205,0.09
single_only,22000,0.5895,0.1515,0.161,0.098
max_combo,22000,0.3315,0.264,0.2215,0.183
random2,22000,0.371,0.307,0.209,0.113
single_only,24000,0.5545,0.1655,0.179,0.101
max_combo,24000,0.3325,0.262,0.2365,0.169
random2,24000,0.412,0.2995,0.1895,0.099
single_only,26000,0.574,0.161,0.1785,0.0865
max_combo,26000,0.341,0.25,0.221,0.188
random2,26000,0.3975,0.2955,0.2065,0.1005
single_only,28000,0.562,0.1515,0.1865,0.1
max_combo,28000,0.361,0.2645,0.214,0.1605
random2,28000,0.393,0.2965,0.1985,0.112
single_only,30000,0.5875,0.154,0.158,0.1005
max_combo,30000,0.3535,0.257,0.2035,0.186
random2,30000,0.4135,0.2705,0.1915,0.1245
single_only,32000,0.6065,0.1285,0.169,0.096
max_combo,32000,0.358,0.239,0.23,0.173
