opponent,episode,p0,p1,p2,p3
random2,32000,0.394,0.283,0.21,0.113
single_only,34000,0.596,0.1535,0.169,0.0815
max_combo,34000,0.3555,0.2595,0.219,0.166
random2,34000,0.402,0.3135,0.1875,0.097
single_only,36000,0.616,0.144,0.156,0.084
max_combo,36000,0.367,0.247,0.2055,0.1805
random2,36000,0.4045,0.3065,0.183,0.106
single_only,38000,0.5985,0.139,0.165,0.0975
max_combo,38000,0.3495,0.2435,0.2305,0.1765
random2,38000,0.427,0.2745,0.199,0.0995
single_only,40000,0.561,0.1415,0.1895,0.108
max_combo,40000,0.3505,0.2395,0.2325,0.1775
random2,40000,0.388,0.309,0.207,0.096
single_only,42000,0.6085,0.1385,0.158,0.095
max_combo,42000,0.3695,0.2525,0.2215,0.1565
random2,42000,0.413,0.2965,0.1895,0.101
single_only,44000,0.619,0.141,0.149,0.091
max_combo,44000,0.3565,0.243,0.223,0.1775
random2,44000,0.4315,0.2735,0.192,0.103
single_only,46000,0.6325,0.125,0.1495,0.093
max_combo,46000,0.3525,0.2655,0.209,0.173
random2,46000,0.3965,0.2915,0.1925,0.1195
single_only,48000,0.6245,0.1335,0.1475,0.0945
max_combo,48000,0.3445,0.2535,0.2245,0.1775
random2,48000,0.3995,0.301,0.1835,0.116
single_only,50000,0.612,0.1335,0.1555,0.099
max_combo,50000,0.3605,0.237,0.2145,0.188
random2,50000,0.404,0.2965,0.1825,0.117
single_only,52000,0.576,0.1565,0.186,0.0815
max_combo,52000,0.342,0.2595,0.2305,0.168
random2,52000,0.415,0.2805,0.209,0.0955
single_only,54000,0.591,0.147,0.162,0.1
max_combo,54000,0.3635,0.245,0.2295,0.162
random2,54000,0.403,0.3005,0.19,0.1065
single_only,56000,0.605,0.1365,0.164,0.0945
max_combo,56000,0.3675,0.255,0.218,0.1595
random2,56000,0.4155,0.294,0.1855,0.105
single_only,58000,0.582,0.1465,0.17,0.1015
max_combo,58000,0.354,0.253,0.2215,0.1715
random2,58000,0.4185,0.298,0.1865,0.097
single_only,60000,0.6045,0.155,0.1535,0.087
max_combo,60000,0.349,0.252,0.232,0.167
random2,60000,0.4025,0.3085,0.1885,0.1005
single_only,62000,0.625,0.1445,0.145,0.0855
max_combo,62000,0.36,0.259,0.197,0.184
random2,62000,0.411,0.283,0.197,0.109
single_only,64000,0.6025,0.138,0.173,0.0865
max_combo,64000,0.372,0.236,0.2145,0.1775
random2,64000,0.416,0.311,0.1875,0.0855
single_only,66000,0.6045,0.1445,0.1635,0.0875
max_combo,66000,0.3675,0.2265,0.2335,0.1725
random2,66000,0.4075,0.2925,0.2085,0.0915
single_only,68000,0.6005,0.1325,0.1755,0.0915
max_combo,68000,0.3615,0.243,0.238,0.1575
random2,68000,0.3885,0.2905,0.2135,0.1075
single_only,70000,0.589,0.118,0.184,0.109
max_combo,70000,0.3705,0.2435,0.23,0.156
random2,70000,0.4155,0.29,0.1945,0.1
single_only,72000,0.621,0.1185,0.162,0.0985
max_combo,72000,0.357,0.243,0.238,0.162
random2,72000,0.398,0.283,0.2045,0.1145
single_only,74000,0.615,0.141,0.1515,0.0925
max_combo,74000,0.3425,0.261,0.2245,0.172
random2,74000,0.4115,0.292,0.1835,0.113
single_only,76000,0.63,0.143,0.1505,0.0765
max_combo,76000,0.3495,0.2455,0.2345,0.1705
random2,76000,0.408,0.3095,0.1895,0.093
single_only,78000,0.596,0.147,0.162,0.095
max_combo,78000,0.3535,0.2525,0.2265,0.1675
random2,78000,0.3935,0.2905,0.2115,0.1045
single_only,80000,0.605,0.1395,0.1685,0.087
max_combo,80000,0.349,0.2545,0.2215,0.175
random2,80000,0.3995,0.2895,0.202,0.109
single_only,82000,0.5975,0.1505,0.168,0.084
max_combo,82000,0.3515,0.246,0.2275,0.175
random2,82000,0.3915,0.3215,0.1895,0.0975
single_only,84000,0.624,0.1275,0.1675,0.081
max_combo,84000,0.3705,0.24,0.2235,0.166
random2,84000,0.402,0.2905,0.1955,0.112
single_only,86000,0.5955,0.1365,0.1805,0.0875
max_combo,86000,0.366,0.244,0.24,0.15
random2,86000,0.3875,0.302,0.2115,0.099
single_only,88000,0.5795,0.145,0.1865,0.089
max_combo,88000,0.352,0.2375,0.2495,0.161
random2,88000,0.3935,0.3125,0.192,0.102
single_only,90000,0.593,0.132,0.1665,0.1085
max_combo,90000,0.353,0.268,0.223,0.156
random2,90000,0.4125,0.2785,0.1965,0.1125
single_only,92000,0.5905,0.142,0.159,0.1085
max_combo,92000,0.3485,0.2445,0.2335,0.1735
random2,92000,0.4155,0.273,0.193,0.1185
single_only,94000,0.601,0.126,0.1755,0.0975
max_combo,94000,0.3455,0.253,0.219,0.1825
random2,94000,0.422,0.281,0.184,0.113
single_only,96000,0.6095,0.1245,0.174,0.092
max_combo,96000,0.3605,0.244,0.2165,0.179
random2,96000,0.434,0.2855,0.185,0.0955
single_only,98000,0.6,0.138,0.1775,0.0845
max_combo,98000,0.3675,0.238,0.2235,0.171
random2,98000,0.413,0.284,0.2085,0.0945
single_only,100000,0.623,0.1215,0.1575,0.098
max_combo,100000,0.3505,0.2475,0.225,0.177
random2,100000,0.4075,0.2795,0.2045,0.1085
