episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds,eps_per_sec_total,eps_per_sec_window
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,75,0.017319058999419212,0.004784372984431684,0.0,0.0,0.0,11.164124269969761,44.78631623126444,44.78631623126444
1000,69,0.02025726903229952,0.004036352038383484,0.0,0.0,0.0,24.224586019990966,41.280375201242464,38.28348565081845
1500,73,0.018820594996213913,0.006797575973905623,0.0,0.0,0.0,42.56082382693421,35.24367869615201,27.268407252586393
2000,71,0.017801119945943356,0.003312296001240611,0.0,0.0,0.0,52.9635501349112,37.761819117213776,48.06432325500973
2500,84,0.01883397507481277,0.0033420820254832506,0.0,0.0,0.0,63.02930449589621,39.664089902225925,49.6733758910317
3000,73,0.014121328946202993,0.003372114966623485,0.0,0.0,0.0,73.29637928796001,40.92971616256621,48.699362781158285
3500,72,0.018656237050890923,0.003427894087508321,0.0,0.0,0.0,83.07445912598632,42.130879175416425,51.13478395375057
4000,73,57.48270015406888,0.005154382903128862,55.27975017100107,2.1799201749963686,0.003792213974520564,150.59751858189702,26.560862606940926,7.404877741454768
4500,71,0.01721459301188588,0.00304613693151623,0.0,0.0,0.0,162.03389043395873,27.771967876276452,43.7201593711612
5000,84,0.02250216098036617,0.0034575751051306725,0.0,0.0,0.0,172.1557421128964,29.04346923683264,49.3980761485014
5500,83,0.016475243028253317,0.0031755900708958507,0.0,0.0,0.0,184.99592923896853,29.730383920477372,38.94024246615107
6000,82,0.017687532934360206,0.0037107670214027166,0.0,0.0,0.0,194.15792119991966,30.90267944217402,54.57328516888306
6500,79,0.023625823901966214,0.003516959957778454,0.0,0.0,0.0,205.802496090997,31.583679126641787,42.93845028066457
7000,74,0.025319211999885738,0.006325312075205147,0.0,0.0,0.0,215.97774853697047,32.41074623389622,49.13882998528058
7500,79,0.018922555958852172,0.003387999953702092,0.0,0.0,0.0,226.739726768923,33.07757359892855,46.45985981605967
8000,77,54.81405121402349,0.0033722351072356105,52.22720638895407,2.5657443800009787,0.0014959280379116535,291.68463513290044,27.426881763432466,7.698832943112314
8500,81,0.018205123022198677,0.004070136928930879,0.0,0.0,0.0,301.37660033092834,28.203914937876814,51.58912457730852
9000,66,0.01419957703910768,0.003315704991109669,0.0,0.0,0.0,310.85272931098007,28.952616951277637,52.76416151073439
9500,66,0.017311699921265244,0.003979081986472011,0.0,0.0,0.0,320.5127592768986,29.64000566290319,51.759673806814966
10000,59,0.020574311958625913,0.003657873021438718,0.0,0.0,0.0,330.3070066089276,30.274864898157198,51.05037508751747
10500,83,0.019464379991404712,0.0033125849440693855,0.0,0.0,0.0,339.50774038990494,30.92712993212278,54.343491715167225
11000,77,0.01732313504908234,0.0034764069132506847,0.0,0.0,0.0,349.7444007539889,31.45153997115004,48.84405482028941
11500,79,0.024102729046717286,0.004670024965889752,0.0,0.0,0.0,359.840984112001,31.95856088594013,49.52170276524535
12000,70,55.00453147303779,0.003494439064525068,52.2632390599465,2.7214229550445452,0.0019324099412187934,424.26343164092395,28.28431371892598,7.761269855131184
12500,72,0.017036809935234487,0.003219870966859162,0.0,0.0,0.0,434.9717671399703,28.737497337333167,46.692597560519786
13000,70,0.02058974199462682,0.003247814020141959,0.0,0.0,0.0,444.9511238199193,29.2166921355195,50.10343011435045
13500,81,0.016885660937987268,0.004051823983900249,0.0,0.0,0.0,455.45970739691984,29.640382630455484,47.5801516290281
14000,68,0.01531905704177916,0.003770802984945476,0.0,0.0,0.0,465.14534954796545,30.09811882157994,51.62280334154432
14500,82,0.02565419301390648,0.01357716298662126,0.0,0.0,0.0,475.3666398249334,30.502771514088614,48.91750321646494
15000,77,0.01744886499363929,0.004124319995753467,0.0,0.0,0.0,484.55460387689527,30.956263504640773,54.41902005409298
15500,65,0.01723857899196446,0.003883265075273812,0.0,0.0,0.0,494.22711396892555,31.36209965399543,51.69288997816378
16000,83,56.614401584956795,0.01581240596715361,53.59606928098947,2.9619675030699,0.0020814869785681367,562.0444996699225,28.46749680745293,7.372740704050019
16500,65,0.017764196963980794,0.0035715720150619745,0.0,0.0,0.0,574.6420619179262,28.713526373147097,39.69021864362963
17000,75,0.01956584898289293,0.003435750026255846,0.0,0.0,0.0,586.7867002829444,28.97134511024657,41.17043134361386
17500,78,0.017795489984564483,0.0032153460197150707,0.0,0.0,0.0,596.9004353249911,29.318122360677908,49.437719885018176
18000,79,0.017805814975872636,0.003248736960813403,0.0,0.0,0.0,607.6721578720026,29.621235343468612,46.41783130022431
18500,86,0.02294702094513923,0.0035063419491052628,0.0,0.0,0.0,617.2902159380028,29.969695812995095,51.985545997845094
19000,68,0.014710766030475497,0.003309441963210702,0.0,0.0,0.0,629.6455812129425,30.17570609071631,40.468249126891216
19500,73,0.01816629501990974,0.0033550889929756522,0.0,0.0,0.0,640.8985830208985,30.426030758386215,44.432588613510504
20000,69,58.65747817908414,0.0040910589741542935,55.27390374196693,3.365873638074845,0.001687044044956565,714.0145792689873,28.010632528646862,6.838448843717558
