opponent,episode,p0,p1,p2,p3
single_only,10000,0.7985,0.1295,0.057,0.015
max_combo,10000,0.466,0.2715,0.164,0.0985
random2,10000,0.8185,0.143,0.029,0.0095
single_only,20000,0.7925,0.1435,0.053,0.011
max_combo,20000,0.5115,0.2945,0.1355,0.0585
random2,20000,0.7875,0.166,0.039,0.0075
single_only,30000,0.7935,0.1395,0.0515,0.0155
max_combo,30000,0.5035,0.2715,0.1445,0.0805
random2,30000,0.777,0.1625,0.051,0.0095
single_only,40000,0.79,0.1345,0.064,0.0115
max_combo,40000,0.531,0.242,0.137,0.09
random2,40000,0.7655,0.1705,0.0495,0.0145
single_only,50000,0.822,0.124,0.046,0.008
max_combo,50000,0.4965,0.281,0.1495,0.073
random2,50000,0.79,0.1725,0.03,0.0075
single_only,60000,0.818,0.1295,0.0395,0.013
max_combo,60000,0.49,0.256,0.1455,0.1085
random2,60000,0.788,0.155,0.043,0.014
single_only,70000,0.8165,0.1285,0.0455,0.0095
max_combo,70000,0.503,0.2575,0.1395,0.1
random2,70000,0.7685,0.167,0.05,0.0145
single_only,80000,0.8065,0.13,0.054,0.0095
max_combo,80000,0.513,0.266,0.1415,0.0795
random2,80000,0.7835,0.1665,0.039,0.011
single_only,90000,0.787,0.1455,0.0575,0.01
max_combo,90000,0.5155,0.256,0.1355,0.093
random2,90000,0.75,0.177,0.0595,0.0135
single_only,100000,0.788,0.143,0.0585,0.0105
max_combo,100000,0.51,0.2705,0.1395,0.08
random2,100000,0.7675,0.1805,0.042,0.01
single_only,110000,0.811,0.1285,0.0515,0.009
max_combo,110000,0.494,0.273,0.146,0.087
random2,110000,0.7605,0.189,0.0385,0.012
single_only,120000,0.8035,0.1395,0.051,0.006
max_combo,120000,0.499,0.27,0.152,0.079
random2,120000,0.7695,0.174,0.0455,0.011
single_only,130000,0.803,0.1365,0.0535,0.007
max_combo,130000,0.5125,0.2715,0.1395,0.0765
random2,130000,0.792,0.1625,0.0385,0.007
single_only,140000,0.779,0.154,0.056,0.011
max_combo,140000,0.5235,0.2605,0.132,0.084
random2,140000,0.7645,0.184,0.0375,0.014
single_only,150000,0.828,0.1135,0.0505,0.008
max_combo,150000,0.5105,0.281,0.142,0.0665
random2,150000,0.785,0.164,0.0405,0.0105
single_only,160000,0.818,0.1225,0.05,0.0095
max_combo,160000,0.548,0.245,0.13,0.077
random2,160000,0.777,0.1655,0.048,0.0095
single_only,170000,0.8035,0.145,0.0465,0.005
max_combo,170000,0.538,0.2495,0.131,0.0815
random2,170000,0.7795,0.1705,0.0395,0.0105
single_only,180000,0.7715,0.1565,0.0665,0.0055
max_combo,180000,0.506,0.272,0.1425,0.0795
random2,180000,0.7735,0.1835,0.0315,0.0115
single_only,190000,0.791,0.1485,0.053,0.0075
max_combo,190000,0.536,0.2765,0.1195,0.068
random2,190000,0.784,0.1625,0.039,0.0145
single_only,200000,0.7895,0.147,0.049,0.0145
max_combo,200000,0.5265,0.2615,0.1295,0.0825
random2,200000,0.767,0.183,0.0385,0.0115
single_only,210000,0.7995,0.136,0.0545,0.01
max_combo,210000,0.512,0.279,0.128,0.081
random2,210000,0.773,0.1685,0.0495,0.009
single_only,220000,0.802,0.1345,0.052,0.0115
max_combo,220000,0.5275,0.268,0.134,0.0705
random2,220000,0.771,0.1665,0.0445,0.018
single_only,230000,0.774,0.1665,0.0495,0.01
max_combo,230000,0.5115,0.29,0.1425,0.056
random2,230000,0.7765,0.18,0.038,0.0055
single_only,240000,0.7995,0.1435,0.0465,0.0105
max_combo,240000,0.57,0.2555,0.1135,0.061
random2,240000,0.7895,0.1645,0.0375,0.0085
single_only,250000,0.7935,0.1415,0.057,0.008
max_combo,250000,0.5405,0.2545,0.142,0.063
random2,250000,0.7745,0.173,0.042,0.0105
single_only,260000,0.8025,0.141,0.047,0.0095
max_combo,260000,0.5655,0.2515,0.1215,0.0615
random2,260000,0.794,0.1645,0.034,0.0075
single_only,270000,0.795,0.144,0.0575,0.0035
max_combo,270000,0.527,0.2655,0.133,0.0745
random2,270000,0.7945,0.159,0.0415,0.005
single_only,280000,0.8025,0.133,0.0545,0.01
max_combo,280000,0.533,0.262,0.1345,0.0705
random2,280000,0.7915,0.16,0.04,0.0085
single_only,290000,0.7815,0.151,0.057,0.0105
max_combo,290000,0.5475,0.2575,0.124,0.071
random2,290000,0.7725,0.17,0.0475,0.01
single_only,300000,0.769,0.1655,0.058,0.0075
max_combo,300000,0.543,0.2525,0.127,0.0775
random2,300000,0.786,0.165,0.0405,0.0085
single_only,310000,0.8295,0.115,0.048,0.0075
max_combo,310000,0.5775,0.261,0.0975,0.064
random2,310000,0.788,0.159,0.043,0.01
single_only,320000,0.807,0.1335,0.053,0.0065
max_combo,320000,0.5375,0.2725,0.1165,0.0735
random2,320000,0.7935,0.156,0.0405,0.01
single_only,330000,0.8125,0.1265,0.0535,0.0075
max_combo,330000,0.5495,0.2635,0.1295,0.0575
random2,330000,0.7735,0.174,0.044,0.0085
single_only,340000,0.813,0.1335,0.0495,0.004
max_combo,340000,0.5425,0.28,0.113,0.0645
random2,340000,0.8085,0.144,0.0395,0.008
single_only,350000,0.815,0.138,0.043,0.004
max_combo,350000,0.5655,0.263,0.1045,0.067
random2,350000,0.8085,0.147,0.0355,0.009
single_only,360000,0.7645,0.159,0.0645,0.012
max_combo,360000,0.558,0.2645,0.122,0.0555
random2,360000,0.787,0.1745,0.029,0.0095
single_only,370000,0.8005,0.1385,0.048,0.013
max_combo,370000,0.552,0.2565,0.1195,0.072
random2,370000,0.777,0.1715,0.0435,0.008
single_only,380000,0.7705,0.161,0.0585,0.01
max_combo,380000,0.5605,0.2575,0.1125,0.0695
random2,380000,0.7735,0.176,0.0395,0.011
single_only,390000,0.803,0.1435,0.0455,0.008
max_combo,390000,0.561,0.2525,0.1185,0.068
random2,390000,0.7955,0.1565,0.035,0.013
single_only,400000,0.791,0.151,0.0495,0.0085
max_combo,400000,0.5595,0.256,0.1205,0.064
random2,400000,0.795,0.1505,0.0425,0.012
single_only,410000,0.8065,0.134,0.0485,0.011
max_combo,410000,0.5595,0.271,0.117,0.0525
random2,410000,0.808,0.159,0.027,0.006
single_only,420000,0.795,0.142,0.054,0.009
max_combo,420000,0.5605,0.254,0.119,0.0665
random2,420000,0.7775,0.171,0.042,0.0095
single_only,430000,0.783,0.152,0.052,0.013
max_combo,430000,0.562,0.2625,0.111,0.0645
random2,430000,0.783,0.167,0.0395,0.0105
single_only,440000,0.792,0.149,0.05,0.009
max_combo,440000,0.576,0.255,0.119,0.05
random2,440000,0.785,0.1685,0.039,0.0075
single_only,450000,0.817,0.1285,0.0445,0.01
max_combo,450000,0.5645,0.259,0.1175,0.059
random2,450000,0.816,0.147,0.03,0.007
single_only,460000,0.8255,0.128,0.0425,0.004
max_combo,460000,0.558,0.257,0.11,0.075
random2,460000,0.7985,0.1455,0.0415,0.0145
single_only,470000,0.775,0.1525,0.062,0.0105
max_combo,470000,0.563,0.244,0.1285,0.0645
random2,470000,0.81,0.1495,0.034,0.0065
single_only,480000,0.7765,0.166,0.0505,0.007
max_combo,480000,0.5575,0.244,0.115,0.0835
random2,480000,0.785,0.1565,0.0435,0.015
single_only,490000,0.785,0.1525,0.055,0.0075
max_combo,490000,0.5945,0.2395,0.102,0.064
random2,490000,0.8055,0.1485,0.038,0.008
single_only,500000,0.8125,0.1305,0.0485,0.0085
max_combo,500000,0.552,0.258,0.117,0.073
random2,500000,0.812,0.1505,0.034,0.0035
