opponent,episode,p0,p1,p2,p3
single_only,10000,0.7755,0.1495,0.058,0.017
max_combo,10000,0.442,0.3125,0.161,0.0845
random2,10000,0.785,0.172,0.0315,0.0115
single_only,20000,0.789,0.13,0.0625,0.0185
max_combo,20000,0.455,0.2845,0.1625,0.098
random2,20000,0.714,0.1755,0.0765,0.034
single_only,30000,0.82,0.1125,0.0525,0.015
max_combo,30000,0.4675,0.2845,0.1525,0.0955
random2,30000,0.6755,0.2085,0.0775,0.0385
single_only,40000,0.779,0.147,0.0615,0.0125
max_combo,40000,0.4695,0.2895,0.153,0.088
random2,40000,0.748,0.1655,0.059,0.0275
single_only,50000,0.8115,0.1385,0.041,0.009
max_combo,50000,0.4925,0.2705,0.1405,0.0965
random2,50000,0.7095,0.188,0.0695,0.033
single_only,60000,0.819,0.1315,0.04,0.0095
max_combo,60000,0.4775,0.2895,0.142,0.091
random2,60000,0.724,0.182,0.061,0.033
single_only,70000,0.806,0.1405,0.047,0.0065
max_combo,70000,0.5075,0.286,0.131,0.0755
random2,70000,0.752,0.1655,0.056,0.0265
single_only,80000,0.8105,0.1135,0.0635,0.0125
max_combo,80000,0.4765,0.2595,0.1435,0.1205
random2,80000,0.6775,0.1945,0.0795,0.0485
single_only,90000,0.8185,0.1215,0.04,0.02
max_combo,90000,0.4735,0.265,0.151,0.1105
random2,90000,0.6785,0.1935,0.0925,0.0355
single_only,100000,0.818,0.129,0.042,0.011
max_combo,100000,0.512,0.252,0.1445,0.0915
random2,100000,0.712,0.1965,0.055,0.0365
single_only,110000,0.8105,0.1305,0.0465,0.0125
max_combo,110000,0.4715,0.2685,0.142,0.118
random2,110000,0.7285,0.1695,0.0655,0.0365
single_only,120000,0.7905,0.149,0.0465,0.014
max_combo,120000,0.4965,0.2755,0.131,0.097
random2,120000,0.752,0.1655,0.0595,0.023
single_only,130000,0.827,0.1245,0.04,0.0085
max_combo,130000,0.508,0.259,0.132,0.101
random2,130000,0.749,0.174,0.0435,0.0335
single_only,140000,0.794,0.142,0.0515,0.0125
max_combo,140000,0.5015,0.247,0.1405,0.111
random2,140000,0.712,0.18,0.0675,0.0405
single_only,150000,0.816,0.12,0.0505,0.0135
max_combo,150000,0.5065,0.2595,0.128,0.106
random2,150000,0.7595,0.161,0.0465,0.033
single_only,160000,0.8015,0.1375,0.05,0.011
max_combo,160000,0.5145,0.2745,0.1265,0.0845
random2,160000,0.7625,0.1605,0.054,0.023
single_only,170000,0.822,0.1285,0.037,0.0125
max_combo,170000,0.5155,0.2485,0.1375,0.0985
random2,170000,0.749,0.146,0.0615,0.0435
single_only,180000,0.8045,0.126,0.056,0.0135
max_combo,180000,0.511,0.281,0.116,0.092
random2,180000,0.7165,0.191,0.067,0.0255
single_only,190000,0.778,0.15,0.058,0.014
max_combo,190000,0.5,0.278,0.136,0.086
random2,190000,0.731,0.164,0.069,0.036
single_only,200000,0.8285,0.118,0.0415,0.012
max_combo,200000,0.5145,0.2405,0.1285,0.1165
random2,200000,0.73,0.1495,0.0685,0.052
single_only,210000,0.8025,0.131,0.055,0.0115
max_combo,210000,0.547,0.263,0.117,0.073
random2,210000,0.742,0.176,0.0505,0.0315
single_only,220000,0.8135,0.134,0.043,0.0095
max_combo,220000,0.5165,0.2505,0.13,0.103
random2,220000,0.7315,0.1655,0.06,0.043
single_only,230000,0.797,0.123,0.0575,0.0225
max_combo,230000,0.512,0.257,0.1275,0.1035
random2,230000,0.684,0.18,0.0865,0.0495
single_only,240000,0.787,0.1435,0.052,0.0175
max_combo,240000,0.5495,0.2565,0.1175,0.0765
random2,240000,0.7665,0.147,0.056,0.0305
single_only,250000,0.8025,0.143,0.043,0.0115
max_combo,250000,0.521,0.2465,0.1365,0.096
random2,250000,0.779,0.1425,0.0555,0.023
single_only,260000,0.8305,0.12,0.0355,0.014
max_combo,260000,0.5255,0.246,0.1245,0.104
random2,260000,0.714,0.1585,0.085,0.0425
single_only,270000,0.8205,0.123,0.038,0.0185
max_combo,270000,0.535,0.212,0.1285,0.1245
random2,270000,0.739,0.139,0.0715,0.0505
single_only,280000,0.802,0.1445,0.0385,0.015
max_combo,280000,0.548,0.24,0.119,0.093
random2,280000,0.7785,0.1265,0.0585,0.0365
single_only,290000,0.796,0.143,0.044,0.017
max_combo,290000,0.5115,0.2645,0.1315,0.0925
random2,290000,0.728,0.1585,0.0715,0.042
single_only,300000,0.8135,0.1465,0.03,0.01
max_combo,300000,0.5255,0.267,0.117,0.0905
random2,300000,0.7645,0.1415,0.062,0.032
single_only,310000,0.8045,0.1365,0.043,0.016
max_combo,310000,0.532,0.247,0.136,0.085
random2,310000,0.757,0.1535,0.061,0.0285
single_only,320000,0.8005,0.1395,0.0415,0.0185
max_combo,320000,0.503,0.2695,0.129,0.0985
random2,320000,0.7525,0.1525,0.0645,0.0305
single_only,330000,0.839,0.1075,0.0395,0.014
max_combo,330000,0.521,0.26,0.119,0.1
random2,330000,0.7865,0.1275,0.054,0.032
single_only,340000,0.816,0.1385,0.0375,0.008
max_combo,340000,0.5305,0.26,0.1235,0.086
random2,340000,0.7415,0.1565,0.059,0.043
single_only,350000,0.806,0.139,0.0395,0.0155
max_combo,350000,0.527,0.2565,0.118,0.0985
random2,350000,0.742,0.1605,0.0595,0.038
single_only,360000,0.8225,0.1275,0.0355,0.0145
max_combo,360000,0.5405,0.2475,0.131,0.081
random2,360000,0.7875,0.137,0.0445,0.031
single_only,370000,0.802,0.1355,0.051,0.0115
max_combo,370000,0.5225,0.2485,0.14,0.089
random2,370000,0.781,0.1485,0.0435,0.027
single_only,380000,0.7975,0.1465,0.044,0.012
max_combo,380000,0.493,0.2525,0.1475,0.107
random2,380000,0.7605,0.135,0.0655,0.039
single_only,390000,0.8215,0.1375,0.034,0.007
max_combo,390000,0.542,0.252,0.1175,0.0885
random2,390000,0.7875,0.1315,0.0465,0.0345
single_only,400000,0.8025,0.142,0.0455,0.01
max_combo,400000,0.563,0.239,0.1145,0.0835
random2,400000,0.785,0.143,0.049,0.023
single_only,410000,0.826,0.121,0.0385,0.0145
max_combo,410000,0.5255,0.2535,0.134,0.087
random2,410000,0.7685,0.13,0.0655,0.036
single_only,420000,0.8205,0.1285,0.0415,0.0095
max_combo,420000,0.5655,0.254,0.109,0.0715
random2,420000,0.8015,0.118,0.044,0.0365
single_only,430000,0.8165,0.127,0.039,0.0175
max_combo,430000,0.525,0.225,0.1355,0.1145
random2,430000,0.7135,0.152,0.0835,0.051
single_only,440000,0.8085,0.137,0.0425,0.012
max_combo,440000,0.538,0.2555,0.1115,0.095
random2,440000,0.7455,0.159,0.0515,0.044
single_only,450000,0.8235,0.1105,0.054,0.012
max_combo,450000,0.5425,0.235,0.121,0.1015
random2,450000,0.7345,0.165,0.066,0.0345
single_only,460000,0.8085,0.1355,0.048,0.008
max_combo,460000,0.533,0.2645,0.122,0.0805
random2,460000,0.7805,0.157,0.0425,0.02
single_only,470000,0.8295,0.1145,0.041,0.015
max_combo,470000,0.54,0.2315,0.1175,0.111
random2,470000,0.774,0.1295,0.051,0.0455
single_only,480000,0.8185,0.1165,0.0515,0.0135
max_combo,480000,0.552,0.2355,0.121,0.0915
random2,480000,0.778,0.149,0.0425,0.0305
single_only,490000,0.8715,0.0825,0.034,0.012
max_combo,490000,0.5375,0.209,0.113,0.1405
random2,490000,0.704,0.1415,0.083,0.0715
single_only,500000,0.8265,0.127,0.04,0.0065
max_combo,500000,0.553,0.243,0.1165,0.0875
random2,500000,0.764,0.1345,0.0585,0.043
