episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds,eps_per_sec_total,eps_per_sec_window
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,91,0.016656502964906394,0.00259321101475507,0.0,0.0,0.0,8.528689141967334,58.625656496217864,58.625656496217864
1000,89,0.014181493083015084,0.002652231021784246,0.0,0.0,0.0,16.368784321006387,61.09189176111754,63.774735967080964
1500,79,0.014569759019650519,0.002494395012035966,0.0,0.0,0.0,23.638925233040936,63.45466154710784,68.77445788875019
2000,81,0.011030819034203887,0.0023320160107687116,0.0,0.0,0.0,30.73503426706884,65.07232048681679,70.46114956835567
2500,77,0.015029889065772295,0.0030608270317316055,0.0,0.0,0.0,38.16152034001425,65.51101679716429,67.32659229261783
3000,64,0.011490889941342175,0.002708381973206997,0.0,0.0,0.0,44.9022082129959,66.8118589128033,74.17640594280057
3500,68,0.010273179039359093,0.0024520279839634895,0.0,0.0,0.0,52.07412598805968,67.21188178564017,69.71635979130475
4000,77,0.013876663986593485,0.0023623909801244736,0.0,0.0,0.0,59.4580860179849,67.2742812271165,67.71434270684476
4500,72,0.014382587978616357,0.0029358069878071547,0.0,0.0,0.0,66.4611896610586,67.7086886790513,71.3969156367572
5000,67,0.011332676047459245,0.0028803119203075767,0.0,0.0,0.0,73.10986295505427,68.3902253116498,75.20297326859833
5500,79,0.013318584999069571,0.002553287078626454,0.0,0.0,0.0,79.79349121300038,68.92792778446459,74.809666352337
6000,74,0.012186105945147574,0.0023963908897712827,0.0,0.0,0.0,86.5931386819575,69.2895544765622,73.53322393295875
6500,76,0.011930622975341976,0.0024040749995037913,0.0,0.0,0.0,93.24217961798422,69.71094011991867,75.19881510893296
7000,71,0.014339488931000233,0.0028110500425100327,0.0,0.0,0.0,99.95892816304695,70.02876209898953,74.44077988709796
7500,79,0.013407928985543549,0.0023972929921001196,0.0,0.0,0.0,106.81077284400817,70.21763629548283,72.97304934382382
8000,66,0.016141764004714787,0.003011126071214676,0.0,0.0,0.0,113.45855921006296,70.51032602298775,75.21300662625403
8500,74,0.025079190963879228,0.003191468073055148,0.0,0.0,0.0,121.08094666502438,70.20097078952986,65.59624565851071
9000,83,0.014685219037346542,0.0030253560980781913,0.0,0.0,0.0,128.4798213780159,70.04991058883884,67.57784384726241
9500,76,0.013224084977991879,0.002634810982272029,0.0,0.0,0.0,135.46983148006257,70.12631444365633,71.53065484892525
10000,74,42.95480651897378,0.0025570959551259875,41.13440624496434,1.8034707809565589,0.004251240054145455,185.84753325697966,53.80754764268275,9.925026000870458
10500,68,0.014029924990609288,0.0029782700585201383,0.0,0.0,0.0,193.05268405203242,54.389298193699254,69.3948002231005
11000,84,0.01245926704723388,0.002453266060911119,0.0,0.0,0.0,200.29293539200444,54.91956058495667,69.05837608697328
11500,89,0.013359963078983128,0.0026979449903592467,0.0,0.0,0.0,207.51526839402504,55.41760897402534,69.22970733419716
12000,76,0.011610765941441059,0.0024282820522785187,0.0,0.0,0.0,214.77645147498697,55.872047040490045,68.8593021860237
12500,77,0.015124341938644648,0.003052870975807309,0.0,0.0,0.0,221.7094756430015,56.3800891402928,72.1186004668421
13000,76,0.015096738003194332,0.00279969593975693,0.0,0.0,0.0,228.6924906229833,56.84489230313851,71.60230952294218
13500,73,0.015906385029666126,0.003001319942995906,0.0,0.0,0.0,235.7574993610615,57.26222935256373,70.77132082019334
14000,77,0.010863845003768802,0.002485730918124318,0.0,0.0,0.0,242.75684925704263,57.670875375286016,71.43520575919315
14500,78,0.014003291027620435,0.002955868956632912,0.0,0.0,0.0,249.72677870700136,58.06345669085218,71.73673759394521
15000,85,0.018612376996316016,0.003330181003548205,0.0,0.0,0.0,256.4533918550005,58.49016030359638,74.33161220944089
15500,79,0.012173776049166918,0.002663298975676298,0.0,0.0,0.0,263.40985053998884,58.84366119271956,71.87565148327184
16000,81,0.01584180095233023,0.0031561990035697818,0.0,0.0,0.0,270.7158244550228,59.102566435521645,68.43714552157348
16500,81,0.013613904011435807,0.002535435021854937,0.0,0.0,0.0,278.28842530900147,59.29100350357365,66.02751282438176
17000,84,0.014905713964253664,0.0031210279557853937,0.0,0.0,0.0,285.65597042406444,59.51214663836018,67.86521048615617
17500,81,0.013299145037308335,0.0026198370615020394,0.0,0.0,0.0,292.77250676602125,59.77337214243856,70.25889786470425
18000,80,0.01841851696372032,0.0033746659755706787,0.0,0.0,0.0,300.2288611540571,59.95426266085598,67.05689858334522
18500,72,0.010896048042923212,0.0026934080524370074,0.0,0.0,0.0,307.6956460310612,60.12434767482042,66.9632255698004
19000,78,0.012787843006663024,0.0032053719041869044,0.0,0.0,0.0,314.7412540860241,60.36704675138321,70.96619569233616
19500,67,0.017020556959323585,0.0035713399993255734,0.0,0.0,0.0,322.355595926987,60.49220254397792,65.66555723964869
20000,87,46.022886610007845,0.004709494998678565,43.47646769799758,2.5254678740166128,0.0015171229606494308,376.48744807601906,53.12262095909681,9.236705934676587
20500,74,0.012205251026898623,0.0025241130497306585,0.0,0.0,0.0,383.40429739898536,53.46836261114441,72.287247654771
21000,71,0.01182111306115985,0.002980379038490355,0.0,0.0,0.0,390.5936266579665,53.76431812183458,69.5475171589036
