episode,ep_length,ep_env_return,ep_shaping_return,ep_final_bonus
188,30.0,1.0,0.0,0.0
189,31.0,1.0,0.0,0.0
190,25.0,2.0,0.0,0.0
191,34.0,1.0,0.0,0.0
192,28.0,0.0,0.0,0.0
193,27.0,1.0,0.0,0.0
194,35.0,1.0,0.0,0.0
195,29.0,0.0,0.0,0.0
196,37.0,3.0,0.0,0.0
197,29.0,2.0,0.0,0.0
198,32.0,0.0,0.0,0.0
199,27.0,1.0,0.0,0.0
200,33.0,3.0,0.0,0.0
201,28.0,2.0,0.0,0.0
202,25.0,1.0,0.0,0.0
203,27.0,1.0,0.0,0.0
204,37.0,1.0,0.0,0.0
205,25.0,0.0,0.0,0.0
206,28.0,0.0,0.0,0.0
207,28.0,2.0,0.0,0.0
208,27.0,1.0,0.0,0.0
209,27.0,1.0,0.0,0.0
210,34.0,0.0,0.0,0.0
211,26.0,0.0,0.0,0.0
212,28.0,1.0,0.0,0.0
213,31.0,0.0,0.0,0.0
214,21.0,1.0,0.0,0.0
215,36.0,0.0,0.0,0.0
216,30.0,0.0,0.0,0.0
217,28.0,1.0,0.0,0.0
218,30.0,2.0,0.0,0.0
219,41.0,2.0,0.0,0.0
220,25.0,0.0,0.0,0.0
221,29.0,0.0,0.0,0.0
222,29.0,3.0,0.0,0.0
223,23.0,3.0,0.0,0.0
224,21.0,1.0,0.0,0.0
225,25.0,0.0,0.0,0.0
226,41.0,0.0,0.0,0.0
227,25.0,0.0,0.0,0.0
228,33.0,3.0,0.0,0.0
229,34.0,0.0,0.0,0.0
230,34.0,0.0,0.0,0.0
231,25.0,1.0,0.0,0.0
232,29.0,1.0,0.0,0.0
233,32.0,3.0,0.0,0.0
234,30.0,3.0,0.0,0.0
235,35.0,1.0,0.0,0.0
236,29.0,2.0,0.0,0.0
237,28.0,0.0,0.0,0.0
238,32.0,0.0,0.0,0.0
239,26.0,1.0,0.0,0.0
240,36.0,2.0,0.0,0.0
241,23.0,0.0,0.0,0.0
242,29.0,2.0,0.0,0.0
243,35.0,3.0,0.0,0.0
244,32.0,2.0,0.0,0.0
245,37.0,1.0,0.0,0.0
246,34.0,3.0,0.0,0.0
247,29.0,1.0,0.0,0.0
248,30.0,1.0,0.0,0.0
249,32.0,3.0,0.0,0.0
250,36.0,1.0,0.0,0.0
251,30.0,3.0,0.0,0.0
252,29.0,0.0,0.0,0.0
253,31.0,1.0,0.0,0.0
254,29.0,3.0,0.0,0.0
255,36.0,2.0,0.0,0.0
256,27.0,3.0,0.0,0.0
257,18.0,0.0,0.0,0.0
258,24.0,1.0,0.0,0.0
259,30.0,2.0,0.0,0.0
260,36.0,2.0,0.0,0.0
261,43.0,3.0,0.0,0.0
262,35.0,1.0,0.0,0.0
263,29.0,3.0,0.0,0.0
264,31.0,2.0,0.0,0.0
265,32.0,1.0,0.0,0.0
266,36.0,1.0,0.0,0.0
267,30.0,3.0,0.0,0.0
268,36.0,1.0,0.0,0.0
269,39.0,2.0,0.0,0.0
270,29.0,0.0,0.0,0.0
271,31.0,1.0,0.0,0.0
272,31.0,0.0,0.0,0.0
273,36.0,0.0,0.0,0.0
274,28.0,0.0,0.0,0.0
275,31.0,2.0,0.0,0.0
276,39.0,0.0,0.0,0.0
277,36.0,0.0,0.0,0.0
278,26.0,2.0,0.0,0.0
279,37.0,2.0,0.0,0.0
280,40.0,1.0,0.0,0.0
281,32.0,3.0,0.0,0.0
282,32.0,1.0,0.0,0.0
283,24.0,0.0,0.0,0.0
284,32.0,3.0,0.0,0.0
285,27.0,0.0,0.0,0.0
286,25.0,3.0,0.0,0.0
287,35.0,3.0,0.0,0.0
288,25.0,3.0,0.0,0.0
289,28.0,1.0,0.0,0.0
290,20.0,0.0,0.0,0.0
291,24.0,1.0,0.0,0.0
292,34.0,1.0,0.0,0.0
293,33.0,0.0,0.0,0.0
294,31.0,1.0,0.0,0.0
295,31.0,0.0,0.0,0.0
296,24.0,2.0,0.0,0.0
297,35.0,2.0,0.0,0.0
298,30.0,2.0,0.0,0.0
299,30.0,0.0,0.0,0.0
300,28.0,1.0,0.0,0.0
301,35.0,1.0,0.0,0.0
302,25.0,2.0,0.0,0.0
303,45.0,2.0,0.0,0.0
304,26.0,3.0,0.0,0.0
305,30.0,0.0,0.0,0.0
306,27.0,1.0,0.0,0.0
307,29.0,3.0,0.0,0.0
308,35.0,2.0,0.0,0.0
309,32.0,2.0,0.0,0.0
310,26.0,3.0,0.0,0.0
311,34.0,1.0,0.0,0.0
312,33.0,2.0,0.0,0.0
313,27.0,2.0,0.0,0.0
314,20.0,0.0,0.0,0.0
315,35.0,0.0,0.0,0.0
316,24.0,2.0,0.0,0.0
317,27.0,3.0,0.0,0.0
318,29.0,3.0,0.0,0.0
319,35.0,0.0,0.0,0.0
320,29.0,0.0,0.0,0.0
321,34.0,2.0,0.0,0.0
322,26.0,2.0,0.0,0.0
323,30.0,2.0,0.0,0.0
324,27.0,0.0,0.0,0.0
325,34.0,2.0,0.0,0.0
326,26.0,3.0,0.0,0.0
327,20.0,2.0,0.0,0.0
328,49.0,1.0,0.0,0.0
329,28.0,3.0,0.0,0.0
330,25.0,3.0,0.0,0.0
331,35.0,1.0,0.0,0.0
332,27.0,0.0,0.0,0.0
333,49.0,3.0,0.0,0.0
334,26.0,2.0,0.0,0.0
335,28.0,1.0,0.0,0.0
336,34.0,2.0,0.0,0.0
337,23.0,2.0,0.0,0.0
338,27.0,1.0,0.0,0.0
339,36.0,1.0,0.0,0.0
340,30.0,1.0,0.0,0.0
341,34.0,0.0,0.0,0.0
342,23.0,2.0,0.0,0.0
343,25.0,2.0,0.0,0.0
344,44.0,1.0,0.0,0.0
345,49.0,3.0,0.0,0.0
346,41.0,2.0,0.0,0.0
347,35.0,3.0,0.0,0.0
348,22.0,0.0,0.0,0.0
349,32.0,2.0,0.0,0.0
350,43.0,2.0,0.0,0.0
351,35.0,0.0,0.0,0.0
352,32.0,1.0,0.0,0.0
353,30.0,1.0,0.0,0.0
354,28.0,0.0,0.0,0.0
355,33.0,1.0,0.0,0.0
356,22.0,0.0,0.0,0.0
357,21.0,3.0,0.0,0.0
358,26.0,0.0,0.0,0.0
359,40.0,3.0,0.0,0.0
360,28.0,1.0,0.0,0.0
361,26.0,2.0,0.0,0.0
362,23.0,1.0,0.0,0.0
363,30.0,1.0,0.0,0.0
364,30.0,2.0,0.0,0.0
365,28.0,2.0,0.0,0.0
366,35.0,3.0,0.0,0.0
367,33.0,1.0,0.0,0.0
368,45.0,0.0,0.0,0.0
369,38.0,3.0,0.0,0.0
370,29.0,0.0,0.0,0.0
371,34.0,3.0,0.0,0.0
372,41.0,0.0,0.0,0.0
373,17.0,0.0,0.0,0.0
374,27.0,0.0,0.0,0.0
375,30.0,2.0,0.0,0.0
376,27.0,0.0,0.0,0.0
377,36.0,2.0,0.0,0.0
378,32.0,1.0,0.0,0.0
379,22.0,2.0,0.0,0.0
380,33.0,2.0,0.0,0.0
381,27.0,0.0,0.0,0.0
382,35.0,1.0,0.0,0.0
383,27.0,0.0,0.0,0.0
384,24.0,1.0,0.0,0.0
385,38.0,0.0,0.0,0.0
386,35.0,1.0,0.0,0.0
387,34.0,0.0,0.0,0.0
388,32.0,3.0,0.0,0.0
389,32.0,3.0,0.0,0.0
390,25.0,3.0,0.0,0.0
391,27.0,2.0,0.0,0.0
392,22.0,3.0,0.0,0.0
393,33.0,3.0,0.0,0.0
394,39.0,2.0,0.0,0.0
395,33.0,3.0,0.0,0.0
396,36.0,0.0,0.0,0.0
397,32.0,1.0,0.0,0.0
398,26.0,1.0,0.0,0.0
399,25.0,3.0,0.0,0.0
400,26.0,2.0,0.0,0.0
401,28.0,3.0,0.0,0.0
402,37.0,1.0,0.0,0.0
403,43.0,1.0,0.0,0.0
404,37.0,0.0,0.0,0.0
405,29.0,3.0,0.0,0.0
406,32.0,3.0,0.0,0.0
407,26.0,2.0,0.0,0.0
408,34.0,3.0,0.0,0.0
409,35.0,3.0,0.0,0.0
410,25.0,2.0,0.0,0.0
411,26.0,1.0,0.0,0.0
412,41.0,3.0,0.0,0.0
413,30.0,3.0,0.0,0.0
414,30.0,1.0,0.0,0.0
415,29.0,3.0,0.0,0.0
416,34.0,2.0,0.0,0.0
417,41.0,1.0,0.0,0.0
418,27.0,1.0,0.0,0.0
419,29.0,0.0,0.0,0.0
420,37.0,2.0,0.0,0.0
421,34.0,2.0,0.0,0.0
422,23.0,3.0,0.0,0.0
423,31.0,1.0,0.0,0.0
424,43.0,0.0,0.0,0.0
425,30.0,3.0,0.0,0.0
426,34.0,0.0,0.0,0.0
427,40.0,3.0,0.0,0.0
428,28.0,2.0,0.0,0.0
429,32.0,2.0,0.0,0.0
430,32.0,0.0,0.0,0.0
431,32.0,2.0,0.0,0.0
432,37.0,3.0,0.0,0.0
433,27.0,2.0,0.0,0.0
434,35.0,3.0,0.0,0.0
435,29.0,0.0,0.0,0.0
436,25.0,0.0,0.0,0.0
437,25.0,3.0,0.0,0.0
438,29.0,3.0,0.0,0.0
439,28.0,1.0,0.0,0.0
440,28.0,0.0,0.0,0.0
441,27.0,3.0,0.0,0.0
442,18.0,0.0,0.0,0.0
443,30.0,1.0,0.0,0.0
444,30.0,2.0,0.0,0.0
445,37.0,1.0,0.0,0.0
446,24.0,2.0,0.0,0.0
447,42.0,3.0,0.0,0.0
448,27.0,3.0,0.0,0.0
449,36.0,0.0,0.0,0.0
450,28.0,1.0,0.0,0.0
451,35.0,2.0,0.0,0.0
452,26.0,3.0,0.0,0.0
453,37.0,2.0,0.0,0.0
454,26.0,0.0,0.0,0.0
455,34.0,2.0,0.0,0.0
456,32.0,1.0,0.0,0.0
457,33.0,3.0,0.0,0.0
458,22.0,3.0,0.0,0.0
459,22.0,2.0,0.0,0.0
460,26.0,1.0,0.0,0.0
461,33.0,0.0,0.0,0.0
462,35.0,2.0,0.0,0.0
463,27.0,2.0,0.0,0.0
464,29.0,3.0,0.0,0.0
465,26.0,3.0,0.0,0.0
466,30.0,2.0,0.0,0.0
467,38.0,1.0,0.0,0.0
468,30.0,2.0,0.0,0.0
469,37.0,3.0,0.0,0.0
470,25.0,0.0,0.0,0.0
471,34.0,3.0,0.0,0.0
472,33.0,2.0,0.0,0.0
473,42.0,3.0,0.0,0.0
474,22.0,1.0,0.0,0.0
475,22.0,3.0,0.0,0.0
476,33.0,2.0,0.0,0.0
477,31.0,1.0,0.0,0.0
478,31.0,0.0,0.0,0.0
479,25.0,3.0,0.0,0.0
480,36.0,3.0,0.0,0.0
481,38.0,0.0,0.0,0.0
482,40.0,2.0,0.0,0.0
483,34.0,2.0,0.0,0.0
484,29.0,1.0,0.0,0.0
485,30.0,2.0,0.0,0.0
486,38.0,0.0,0.0,0.0
487,31.0,0.0,0.0,0.0
488,33.0,0.0,0.0,0.0
489,26.0,2.0,0.0,0.0
490,34.0,2.0,0.0,0.0
491,31.0,2.0,0.0,0.0
492,37.0,1.0,0.0,0.0
493,29.0,1.0,0.0,0.0
494,27.0,1.0,0.0,0.0
495,34.0,1.0,0.0,0.0
496,32.0,2.0,0.0,0.0
497,32.0,1.0,0.0,0.0
498,28.0,3.0,0.0,0.0
499,32.0,2.0,0.0,0.0
500,32.0,2.0,0.0,0.0
501,37.0,1.0,0.0,0.0
502,34.0,2.0,0.0,0.0
503,29.0,2.0,0.0,0.0
504,32.0,1.0,0.0,0.0
505,25.0,1.0,0.0,0.0
506,24.0,0.0,0.0,0.0
507,25.0,2.0,0.0,0.0
508,33.0,2.0,0.0,0.0
509,37.0,3.0,0.0,0.0
510,34.0,2.0,0.0,0.0
511,31.0,2.0,0.0,0.0
512,29.0,0.0,0.0,0.0
513,23.0,3.0,0.0,0.0
514,32.0,0.0,0.0,0.0
515,38.0,2.0,0.0,0.0
516,23.0,1.0,0.0,0.0
517,33.0,1.0,0.0,0.0
518,33.0,3.0,0.0,0.0
519,40.0,1.0,0.0,0.0
520,33.0,1.0,0.0,0.0
521,30.0,1.0,0.0,0.0
522,25.0,3.0,0.0,0.0
523,27.0,0.0,0.0,0.0
524,34.0,0.0,0.0,0.0
525,33.0,1.0,0.0,0.0
526,34.0,0.0,0.0,0.0
527,42.0,1.0,0.0,0.0
528,31.0,0.0,0.0,0.0
529,34.0,3.0,0.0,0.0
530,32.0,3.0,0.0,0.0
531,29.0,3.0,0.0,0.0
532,30.0,1.0,0.0,0.0
533,37.0,2.0,0.0,0.0
534,38.0,0.0,0.0,0.0
535,32.0,3.0,0.0,0.0
536,28.0,3.0,0.0,0.0
537,27.0,1.0,0.0,0.0
538,26.0,3.0,0.0,0.0
539,38.0,3.0,0.0,0.0
540,27.0,2.0,0.0,0.0
541,41.0,1.0,0.0,0.0
542,17.0,3.0,0.0,0.0
543,28.0,0.0,0.0,0.0
544,30.0,3.0,0.0,0.0
545,27.0,2.0,0.0,0.0
546,31.0,1.0,0.0,0.0
547,28.0,3.0,0.0,0.0
548,30.0,1.0,0.0,0.0
549,25.0,3.0,0.0,0.0
550,28.0,2.0,0.0,0.0
551,26.0,3.0,0.0,0.0
552,32.0,2.0,0.0,0.0
553,20.0,3.0,0.0,0.0
554,33.0,2.0,0.0,0.0
555,29.0,2.0,0.0,0.0
556,32.0,2.0,0.0,0.0
557,41.0,0.0,0.0,0.0
558,31.0,0.0,0.0,0.0
559,44.0,2.0,0.0,0.0
560,26.0,1.0,0.0,0.0
561,20.0,3.0,0.0,0.0
562,27.0,0.0,0.0,0.0
563,34.0,0.0,0.0,0.0
564,31.0,2.0,0.0,0.0
565,27.0,2.0,0.0,0.0
566,27.0,2.0,0.0,0.0
567,29.0,1.0,0.0,0.0
568,48.0,1.0,0.0,0.0
569,29.0,2.0,0.0,0.0
570,25.0,0.0,0.0,0.0
571,16.0,3.0,0.0,0.0
572,37.0,2.0,0.0,0.0
573,36.0,3.0,0.0,0.0
574,25.0,2.0,0.0,0.0
575,24.0,1.0,0.0,0.0
576,30.0,2.0,0.0,0.0
577,32.0,2.0,0.0,0.0
578,37.0,3.0,0.0,0.0
579,32.0,0.0,0.0,0.0
580,41.0,3.0,0.0,0.0
581,36.0,3.0,0.0,0.0
582,41.0,0.0,0.0,0.0
583,28.0,3.0,0.0,0.0
584,36.0,1.0,0.0,0.0
585,32.0,0.0,0.0,0.0
586,36.0,0.0,0.0,0.0
587,32.0,2.0,0.0,0.0
588,37.0,3.0,0.0,0.0
589,29.0,3.0,0.0,0.0
590,27.0,0.0,0.0,0.0
591,28.0,1.0,0.0,0.0
592,34.0,2.0,0.0,0.0
593,34.0,3.0,0.0,0.0
594,22.0,2.0,0.0,0.0
595,36.0,2.0,0.0,0.0
596,26.0,0.0,0.0,0.0
597,25.0,0.0,0.0,0.0
598,37.0,3.0,0.0,0.0
599,34.0,2.0,0.0,0.0
600,30.0,2.0,0.0,0.0
601,36.0,0.0,0.0,0.0
602,32.0,3.0,0.0,0.0
603,34.0,3.0,0.0,0.0
604,30.0,3.0,0.0,0.0
605,27.0,1.0,0.0,0.0
606,36.0,0.0,0.0,0.0
607,33.0,0.0,0.0,0.0
608,28.0,0.0,0.0,0.0
609,30.0,1.0,0.0,0.0
610,40.0,3.0,0.0,0.0
611,24.0,1.0,0.0,0.0
612,31.0,1.0,0.0,0.0
613,39.0,2.0,0.0,0.0
614,26.0,0.0,0.0,0.0
615,25.0,3.0,0.0,0.0
616,32.0,2.0,0.0,0.0
617,33.0,1.0,0.0,0.0
618,42.0,3.0,0.0,0.0
619,35.0,2.0,0.0,0.0
620,27.0,2.0,0.0,0.0
621,25.0,1.0,0.0,0.0
622,32.0,0.0,0.0,0.0
623,25.0,1.0,0.0,0.0
624,26.0,1.0,0.0,0.0
625,26.0,3.0,0.0,0.0
626,30.0,0.0,0.0,0.0
627,31.0,0.0,0.0,0.0
628,28.0,0.0,0.0,0.0
629,25.0,3.0,0.0,0.0
630,30.0,2.0,0.0,0.0
631,31.0,1.0,0.0,0.0
632,34.0,0.0,0.0,0.0
633,32.0,1.0,0.0,0.0
634,25.0,2.0,0.0,0.0
635,35.0,2.0,0.0,0.0
636,29.0,3.0,0.0,0.0
637,34.0,3.0,0.0,0.0
638,45.0,2.0,0.0,0.0
639,26.0,0.0,0.0,0.0
640,31.0,2.0,0.0,0.0
641,23.0,1.0,0.0,0.0
642,34.0,3.0,0.0,0.0
643,30.0,2.0,0.0,0.0
644,38.0,2.0,0.0,0.0
645,32.0,0.0,0.0,0.0
646,32.0,3.0,0.0,0.0
647,30.0,1.0,0.0,0.0
648,31.0,3.0,0.0,0.0
649,31.0,1.0,0.0,0.0
650,29.0,1.0,0.0,0.0
651,23.0,0.0,0.0,0.0
652,32.0,0.0,0.0,0.0
653,40.0,1.0,0.0,0.0
654,37.0,0.0,0.0,0.0
655,34.0,1.0,0.0,0.0
656,31.0,2.0,0.0,0.0
657,26.0,2.0,0.0,0.0
658,36.0,0.0,0.0,0.0
659,40.0,2.0,0.0,0.0
660,32.0,0.0,0.0,0.0
661,30.0,1.0,0.0,0.0
662,29.0,2.0,0.0,0.0
663,34.0,1.0,0.0,0.0
664,28.0,2.0,0.0,0.0
665,24.0,0.0,0.0,0.0
666,30.0,2.0,0.0,0.0
667,19.0,0.0,0.0,0.0
668,41.0,3.0,0.0,0.0
669,28.0,2.0,0.0,0.0
670,33.0,1.0,0.0,0.0
671,23.0,2.0,0.0,0.0
672,34.0,1.0,0.0,0.0
673,26.0,3.0,0.0,0.0
674,31.0,2.0,0.0,0.0
675,25.0,0.0,0.0,0.0
676,27.0,3.0,0.0,0.0
677,30.0,3.0,0.0,0.0
678,36.0,2.0,0.0,0.0
679,36.0,3.0,0.0,0.0
680,31.0,0.0,0.0,0.0
681,21.0,2.0,0.0,0.0
682,30.0,3.0,0.0,0.0
683,28.0,3.0,0.0,0.0
684,30.0,3.0,0.0,0.0
685,35.0,2.0,0.0,0.0
686,29.0,0.0,0.0,0.0
687,28.0,3.0,0.0,0.0
688,24.0,0.0,0.0,0.0
689,30.0,2.0,0.0,0.0
690,24.0,2.0,0.0,0.0
691,28.0,3.0,0.0,0.0
692,29.0,3.0,0.0,0.0
693,25.0,0.0,0.0,0.0
694,30.0,0.0,0.0,0.0
695,33.0,1.0,0.0,0.0
696,22.0,0.0,0.0,0.0
697,22.0,1.0,0.0,0.0
698,24.0,3.0,0.0,0.0
699,27.0,1.0,0.0,0.0
700,31.0,0.0,0.0,0.0
701,28.0,1.0,0.0,0.0
702,34.0,0.0,0.0,0.0
703,36.0,1.0,0.0,0.0
704,24.0,3.0,0.0,0.0
705,27.0,0.0,0.0,0.0
706,26.0,2.0,0.0,0.0
707,24.0,0.0,0.0,0.0
708,32.0,0.0,0.0,0.0
709,22.0,0.0,0.0,0.0
710,33.0,3.0,0.0,0.0
711,28.0,2.0,0.0,0.0
712,24.0,1.0,0.0,0.0
713,22.0,0.0,0.0,0.0
714,34.0,0.0,0.0,0.0
715,34.0,1.0,0.0,0.0
716,41.0,1.0,0.0,0.0
717,29.0,2.0,0.0,0.0
718,29.0,2.0,0.0,0.0
719,33.0,1.0,0.0,0.0
720,41.0,1.0,0.0,0.0
721,25.0,2.0,0.0,0.0
722,30.0,2.0,0.0,0.0
723,39.0,2.0,0.0,0.0
724,26.0,2.0,0.0,0.0
725,28.0,3.0,0.0,0.0
726,25.0,1.0,0.0,0.0
727,22.0,0.0,0.0,0.0
728,25.0,0.0,0.0,0.0
729,25.0,2.0,0.0,0.0
730,32.0,0.0,0.0,0.0
731,33.0,3.0,0.0,0.0
732,30.0,1.0,0.0,0.0
733,22.0,2.0,0.0,0.0
734,25.0,3.0,0.0,0.0
735,28.0,2.0,0.0,0.0
736,26.0,1.0,0.0,0.0
737,27.0,3.0,0.0,0.0
738,18.0,1.0,0.0,0.0
739,25.0,2.0,0.0,0.0
740,37.0,3.0,0.0,0.0
741,29.0,2.0,0.0,0.0
742,26.0,0.0,0.0,0.0
743,26.0,1.0,0.0,0.0
744,25.0,0.0,0.0,0.0
745,31.0,0.0,0.0,0.0
746,31.0,2.0,0.0,0.0
747,31.0,2.0,0.0,0.0
748,33.0,0.0,0.0,0.0
749,30.0,2.0,0.0,0.0
750,41.0,3.0,0.0,0.0
751,36.0,2.0,0.0,0.0
752,29.0,3.0,0.0,0.0
753,33.0,3.0,0.0,0.0
754,30.0,1.0,0.0,0.0
755,27.0,3.0,0.0,0.0
756,29.0,0.0,0.0,0.0
757,28.0,2.0,0.0,0.0
758,37.0,0.0,0.0,0.0
759,32.0,0.0,0.0,0.0
760,30.0,2.0,0.0,0.0
761,30.0,3.0,0.0,0.0
762,29.0,3.0,0.0,0.0
763,34.0,1.0,0.0,0.0
764,29.0,0.0,0.0,0.0
765,30.0,1.0,0.0,0.0
766,37.0,3.0,0.0,0.0
767,27.0,3.0,0.0,0.0
768,26.0,1.0,0.0,0.0
769,34.0,2.0,0.0,0.0
770,32.0,1.0,0.0,0.0
771,36.0,3.0,0.0,0.0
772,26.0,0.0,0.0,0.0
773,29.0,2.0,0.0,0.0
774,32.0,1.0,0.0,0.0
