opponent,episode,p0,p1,p2,p3
max_combo,220000,0.4245,0.3205,0.1675,0.0875
random2,220000,0.774,0.172,0.0445,0.0095
single_only,230000,0.786,0.1435,0.0615,0.009
max_combo,230000,0.438,0.3135,0.169,0.0795
random2,230000,0.8005,0.1625,0.032,0.005
single_only,240000,0.7255,0.171,0.0975,0.006
max_combo,240000,0.4235,0.3275,0.175,0.074
random2,240000,0.763,0.2,0.0345,0.0025
single_only,250000,0.753,0.1635,0.075,0.0085
max_combo,250000,0.4405,0.3115,0.176,0.072
random2,250000,0.781,0.1775,0.0345,0.007
single_only,260000,0.7545,0.134,0.0935,0.018
max_combo,260000,0.4315,0.3155,0.1805,0.0725
random2,260000,0.7505,0.185,0.06,0.0045
single_only,270000,0.7365,0.1165,0.135,0.012
max_combo,270000,0.447,0.3115,0.1775,0.064
random2,270000,0.725,0.2055,0.059,0.0105
single_only,280000,0.7825,0.1445,0.061,0.012
max_combo,280000,0.4545,0.3215,0.161,0.063
random2,280000,0.8105,0.154,0.032,0.0035
single_only,290000,0.773,0.1355,0.0755,0.016
max_combo,290000,0.4215,0.315,0.1865,0.077
random2,290000,0.7775,0.179,0.0385,0.005
single_only,300000,0.7905,0.1005,0.085,0.024
max_combo,300000,0.4345,0.3265,0.1705,0.0685
random2,300000,0.779,0.175,0.0395,0.0065
single_only,310000,0.7345,0.1495,0.106,0.01
max_combo,310000,0.458,0.323,0.1555,0.0635
random2,310000,0.794,0.1705,0.0315,0.004
single_only,320000,0.754,0.1685,0.069,0.0085
max_combo,320000,0.47,0.3145,0.16,0.0555
random2,320000,0.7725,0.1825,0.043,0.002
single_only,330000,0.758,0.1395,0.0875,0.015
max_combo,330000,0.4475,0.3185,0.1665,0.0675
random2,330000,0.7655,0.1835,0.044,0.007
single_only,340000,0.7825,0.128,0.0755,0.014
max_combo,340000,0.46,0.301,0.174,0.065
random2,340000,0.7905,0.1635,0.0365,0.0095
single_only,350000,0.7885,0.125,0.0745,0.012
max_combo,350000,0.46,0.3215,0.146,0.0725
random2,350000,0.7865,0.1695,0.037,0.007
single_only,360000,0.726,0.174,0.091,0.009
max_combo,360000,0.4155,0.3565,0.1715,0.0565
random2,360000,0.7395,0.1995,0.053,0.008
single_only,370000,0.766,0.1545,0.069,0.0105
max_combo,370000,0.4865,0.3035,0.144,0.066
random2,370000,0.789,0.1665,0.042,0.0025
single_only,380000,0.785,0.132,0.0705,0.0125
max_combo,380000,0.4865,0.2915,0.1465,0.0755
random2,380000,0.77,0.175,0.0505,0.0045
single_only,390000,0.776,0.1475,0.07,0.0065
max_combo,390000,0.4885,0.312,0.1375,0.062
random2,390000,0.7905,0.1725,0.0305,0.0065
single_only,400000,0.769,0.1535,0.0715,0.006
max_combo,400000,0.4695,0.317,0.1515,0.062
random2,400000,0.8005,0.159,0.035,0.0055
single_only,410000,0.7775,0.132,0.08,0.0105
max_combo,410000,0.4545,0.301,0.1645,0.08
random2,410000,0.764,0.18,0.045,0.011
single_only,420000,0.7915,0.13,0.0715,0.007
max_combo,420000,0.505,0.29,0.1385,0.0665
random2,420000,0.7865,0.1635,0.0415,0.0085
single_only,430000,0.81,0.13,0.05,0.01
max_combo,430000,0.479,0.303,0.1415,0.0765
random2,430000,0.8135,0.147,0.035,0.0045
single_only,440000,0.811,0.111,0.071,0.007
max_combo,440000,0.4835,0.305,0.1425,0.069
random2,440000,0.761,0.191,0.0395,0.0085
single_only,450000,0.751,0.1615,0.081,0.0065
max_combo,450000,0.503,0.3065,0.1395,0.051
random2,450000,0.783,0.171,0.042,0.004
single_only,460000,0.7465,0.164,0.0815,0.008
max_combo,460000,0.5015,0.297,0.1445,0.057
random2,460000,0.798,0.163,0.0325,0.0065
single_only,470000,0.7385,0.136,0.115,0.0105
max_combo,470000,0.4535,0.334,0.1555,0.057
random2,470000,0.754,0.187,0.0535,0.0055
single_only,480000,0.766,0.1635,0.063,0.0075
max_combo,480000,0.5085,0.3105,0.1295,0.0515
random2,480000,0.777,0.177,0.0395,0.0065
single_only,490000,0.7505,0.15,0.0955,0.004
max_combo,490000,0.4645,0.3125,0.159,0.064
random2,490000,0.771,0.1765,0.046,0.0065
single_only,500000,0.757,0.1115,0.116,0.0155
max_combo,500000,0.4635,0.298,0.1695,0.069
random2,500000,0.743,0.175,0.066,0.016
