opponent,episode,p0,p1,p2,p3
single_only,200,0.399,0.1315,0.2365,0.233
max_combo,200,0.22375,0.187,0.229,0.36025
random2,200,0.24075,0.24225,0.26325,0.25375
v_table,200,0.1505,0.15775,0.18,0.51175
single_only,400,0.49525,0.11375,0.197,0.194
max_combo,400,0.25775,0.19575,0.2175,0.329
random2,400,0.26125,0.2355,0.2505,0.25275
v_table,400,0.17025,0.16475,0.17,0.495
single_only,600,0.48675,0.116,0.203,0.19425
max_combo,600,0.27675,0.194,0.2155,0.31375
random2,600,0.2695,0.24475,0.2475,0.23825
v_table,600,0.172,0.17625,0.162,0.48975
single_only,800,0.5075,0.1195,0.18925,0.18375
max_combo,800,0.2795,0.206,0.213,0.3015
random2,800,0.276,0.2545,0.247,0.2225
v_table,800,0.17125,0.17075,0.17325,0.48475
single_only,1000,0.49075,0.12,0.21225,0.177
max_combo,1000,0.27625,0.19975,0.223,0.301
random2,1000,0.2595,0.251,0.25875,0.23075
v_table,1000,0.17125,0.17925,0.1755,0.474
single_only,1200,0.496,0.11925,0.2085,0.17625
max_combo,1200,0.28625,0.19125,0.21925,0.30325
random2,1200,0.2705,0.258,0.24425,0.22725
v_table,1200,0.166,0.1775,0.1685,0.488
single_only,1400,0.5085,0.12275,0.19375,0.175
max_combo,1400,0.2845,0.19675,0.218,0.30075
random2,1400,0.26775,0.25675,0.25175,0.22375
v_table,1400,0.167,0.18525,0.17525,0.4725
single_only,1600,0.5205,0.1335,0.1925,0.1535
max_combo,1600,0.27875,0.21125,0.22525,0.28475
random2,1600,0.277,0.2645,0.24125,0.21725
v_table,1600,0.173,0.18325,0.195,0.44875
single_only,1800,0.52475,0.1385,0.1985,0.13825
max_combo,1800,0.28275,0.21125,0.21575,0.29025
random2,1800,0.27875,0.2805,0.236,0.20475
v_table,1800,0.183,0.1935,0.17925,0.44425
single_only,2000,0.52,0.12375,0.19775,0.1585
max_combo,2000,0.27875,0.2065,0.2165,0.29825
random2,2000,0.25975,0.2735,0.2425,0.22425
v_table,2000,0.17525,0.18675,0.16875,0.46925
single_only,2200,0.5245,0.13475,0.19525,0.1455
max_combo,2200,0.29125,0.21675,0.21775,0.27425
random2,2200,0.272,0.2875,0.2375,0.203
v_table,2200,0.17225,0.1895,0.196,0.44225
single_only,2400,0.52175,0.1245,0.1945,0.15925
max_combo,2400,0.2795,0.207,0.229,0.2845
random2,2400,0.2715,0.26275,0.25625,0.2095
v_table,2400,0.183,0.184,0.1815,0.4515
single_only,2600,0.51375,0.124,0.19,0.17225
max_combo,2600,0.282,0.19875,0.21925,0.3
random2,2600,0.27775,0.24975,0.257,0.2155
v_table,2600,0.16825,0.17225,0.171,0.4885
single_only,2800,0.482,0.13525,0.2005,0.18225
max_combo,2800,0.284,0.20075,0.21525,0.3
random2,2800,0.27075,0.2675,0.24425,0.2175
v_table,2800,0.1695,0.178,0.17725,0.47525
single_only,3000,0.533,0.13875,0.196,0.13225
max_combo,3000,0.28275,0.23275,0.22425,0.26025
random2,3000,0.28875,0.28225,0.2465,0.1825
v_table,3000,0.1735,0.18,0.221,0.4255
single_only,3200,0.50775,0.13225,0.19075,0.16925
max_combo,3200,0.28325,0.209,0.21675,0.291
random2,3200,0.2735,0.25575,0.247,0.22375
v_table,3200,0.17775,0.169,0.18725,0.466
single_only,3400,0.499,0.13225,0.187,0.18175
max_combo,3400,0.26775,0.208,0.21975,0.3045
random2,3400,0.278,0.2535,0.2455,0.223
v_table,3400,0.179,0.1825,0.17175,0.46675
single_only,3600,0.49025,0.135,0.2035,0.17125
max_combo,3600,0.28275,0.21175,0.21825,0.28725
random2,3600,0.28625,0.25475,0.23575,0.22325
v_table,3600,0.186,0.172,0.17325,0.46875
single_only,3800,0.48825,0.12825,0.20175,0.18175
max_combo,3800,0.26575,0.19775,0.22925,0.30725
random2,3800,0.26725,0.2655,0.25375,0.2135
v_table,3800,0.168,0.16675,0.18375,0.4815
single_only,4000,0.5095,0.131,0.19125,0.16825
max_combo,4000,0.27875,0.206,0.209,0.30625
random2,4000,0.279,0.2605,0.23225,0.22825
v_table,4000,0.17625,0.17375,0.17,0.48
single_only,4200,0.5095,0.13575,0.19725,0.1575
max_combo,4200,0.28975,0.192,0.216,0.30225
random2,4200,0.279,0.26175,0.2445,0.21475
v_table,4200,0.169,0.17925,0.18175,0.47
single_only,4400,0.548,0.14775,0.1835,0.12075
max_combo,4400,0.29375,0.21825,0.22675,0.26125
random2,4400,0.28625,0.27725,0.247,0.1895
v_table,4400,0.1795,0.18625,0.202,0.43225
single_only,4600,0.55275,0.127,0.19325,0.127
max_combo,4600,0.278,0.2075,0.24675,0.26775
random2,4600,0.286,0.274,0.248,0.192
v_table,4600,0.181,0.17425,0.18825,0.4565
single_only,4800,0.5035,0.13025,0.20425,0.162
max_combo,4800,0.27525,0.214,0.2115,0.29925
random2,4800,0.26425,0.261,0.258,0.21675
v_table,4800,0.182,0.16375,0.18275,0.4715
single_only,5000,0.5135,0.126,0.18675,0.17375
max_combo,5000,0.2815,0.20425,0.22675,0.2875
random2,5000,0.272,0.25225,0.24975,0.226
v_table,5000,0.18975,0.17325,0.1845,0.4525
