opponent,episode,p0,p1,p2,p3
max_combo,190000,0.6745,0.224,0.0675,0.034
random2,190000,0.875,0.108,0.013,0.004
single_only,200000,0.83,0.1375,0.0275,0.005
max_combo,200000,0.6865,0.208,0.0705,0.035
random2,200000,0.849,0.1275,0.0205,0.003
single_only,210000,0.8385,0.128,0.0285,0.005
max_combo,210000,0.6735,0.2255,0.0635,0.0375
random2,210000,0.8685,0.1125,0.015,0.004
single_only,220000,0.7845,0.1745,0.0345,0.0065
max_combo,220000,0.6495,0.231,0.083,0.0365
random2,220000,0.8575,0.1155,0.017,0.01
single_only,230000,0.813,0.1455,0.0345,0.007
max_combo,230000,0.6485,0.228,0.0865,0.037
random2,230000,0.867,0.111,0.0175,0.0045
single_only,240000,0.8695,0.105,0.022,0.0035
max_combo,240000,0.657,0.2185,0.076,0.0485
random2,240000,0.846,0.127,0.0215,0.0055
single_only,250000,0.8365,0.1375,0.022,0.004
max_combo,250000,0.659,0.224,0.075,0.042
random2,250000,0.848,0.1285,0.0195,0.004
single_only,260000,0.822,0.146,0.028,0.004
max_combo,260000,0.65,0.245,0.075,0.03
random2,260000,0.8645,0.11,0.0175,0.008
single_only,270000,0.7755,0.1705,0.045,0.009
max_combo,270000,0.6585,0.2185,0.0825,0.0405
random2,270000,0.843,0.137,0.017,0.003
single_only,280000,0.839,0.118,0.034,0.009
max_combo,280000,0.67,0.216,0.0775,0.0365
random2,280000,0.8605,0.1165,0.0175,0.0055
single_only,290000,0.8495,0.1145,0.0265,0.0095
max_combo,290000,0.649,0.2475,0.0735,0.03
random2,290000,0.8495,0.134,0.014,0.0025
single_only,300000,0.854,0.114,0.026,0.006
max_combo,300000,0.666,0.222,0.0735,0.0385
random2,300000,0.8485,0.1225,0.021,0.008
single_only,310000,0.8195,0.1465,0.0265,0.0075
max_combo,310000,0.659,0.2285,0.0735,0.039
random2,310000,0.8725,0.108,0.015,0.0045
single_only,320000,0.826,0.14,0.029,0.005
max_combo,320000,0.6515,0.2285,0.076,0.044
random2,320000,0.8625,0.119,0.015,0.0035
single_only,330000,0.861,0.1125,0.02,0.0065
max_combo,330000,0.667,0.224,0.079,0.03
random2,330000,0.8805,0.1035,0.013,0.003
single_only,340000,0.8375,0.125,0.033,0.0045
max_combo,340000,0.663,0.2345,0.0695,0.033
random2,340000,0.8585,0.116,0.023,0.0025
single_only,350000,0.7995,0.1575,0.036,0.007
max_combo,350000,0.654,0.2275,0.0825,0.036
random2,350000,0.852,0.1315,0.0135,0.003
single_only,360000,0.8365,0.1305,0.029,0.004
max_combo,360000,0.66,0.229,0.0745,0.0365
random2,360000,0.86,0.1175,0.016,0.0065
single_only,370000,0.8205,0.1375,0.037,0.005
max_combo,370000,0.6705,0.2155,0.0805,0.0335
random2,370000,0.837,0.1365,0.0225,0.004
single_only,380000,0.8605,0.105,0.029,0.0055
max_combo,380000,0.6685,0.2155,0.0765,0.0395
random2,380000,0.8735,0.1055,0.0175,0.0035
single_only,390000,0.8485,0.1195,0.028,0.004
max_combo,390000,0.647,0.2255,0.081,0.0465
random2,390000,0.8605,0.1175,0.015,0.007
single_only,400000,0.8235,0.1485,0.025,0.003
max_combo,400000,0.6705,0.222,0.077,0.0305
random2,400000,0.869,0.109,0.0155,0.0065
single_only,410000,0.83,0.1415,0.023,0.0055
max_combo,410000,0.655,0.2375,0.076,0.0315
random2,410000,0.866,0.1125,0.017,0.0045
single_only,420000,0.8595,0.114,0.021,0.0055
max_combo,420000,0.668,0.229,0.0745,0.0285
random2,420000,0.87,0.118,0.0095,0.0025
single_only,430000,0.8275,0.125,0.0385,0.009
max_combo,430000,0.665,0.2145,0.084,0.0365
random2,430000,0.8655,0.107,0.022,0.0055
single_only,440000,0.8355,0.1245,0.0305,0.0095
max_combo,440000,0.6645,0.2125,0.086,0.037
random2,440000,0.8495,0.1295,0.0165,0.0045
single_only,450000,0.8145,0.1615,0.0205,0.0035
max_combo,450000,0.677,0.207,0.0825,0.0335
random2,450000,0.8775,0.1015,0.016,0.005
single_only,460000,0.857,0.117,0.02,0.006
max_combo,460000,0.6935,0.213,0.0605,0.033
random2,460000,0.8715,0.1125,0.0115,0.0045
single_only,470000,0.8175,0.149,0.029,0.0045
max_combo,470000,0.6495,0.225,0.087,0.0385
random2,470000,0.867,0.1025,0.0205,0.01
single_only,480000,0.84,0.1325,0.023,0.0045
max_combo,480000,0.6775,0.2265,0.0675,0.0285
random2,480000,0.8685,0.109,0.0195,0.003
single_only,490000,0.8385,0.1305,0.027,0.004
max_combo,490000,0.6715,0.225,0.0745,0.029
random2,490000,0.8685,0.114,0.0135,0.004
single_only,500000,0.8315,0.13,0.0335,0.005
max_combo,500000,0.6575,0.216,0.078,0.0485
random2,500000,0.847,0.129,0.018,0.006
