episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
200,28,0.013423077994957566,0.0027855311054736376,0.0,0.0,0.0,2.6104705330217257
400,32,0.015444161952473223,0.0026017039781436324,0.0,0.0,0.0,5.12207648192998
600,34,0.01768050598911941,0.0029052189784124494,0.0,0.0,0.0,8.20753887295723
800,32,0.012385907932184637,0.002122232923284173,0.0,0.0,0.0,10.745695675956085
1000,33,0.016594300977885723,0.0035775790456682444,0.0,0.0,0.0,13.402144980966114
1200,38,0.013944128062576056,0.0025761720025911927,0.0,0.0,0.0,15.85294798295945
1400,31,0.014360242988914251,0.0026511630276218057,0.0,0.0,0.0,18.318347434978932
1600,25,0.009781044907867908,0.002066679997369647,0.0,0.0,0.0,20.805373123963363
1800,40,0.016250174958258867,0.0023300049360841513,0.0,0.0,0.0,23.230199479032308
2000,24,3.9469794520409778,0.0021504280157387257,1.143632170977071,2.7912529709283262,0.0020558800315484405,29.49285888497252
2200,23,0.008707515080459416,0.0019758580019697547,0.0,0.0,0.0,31.927937697037123
2400,22,0.012033561011776328,0.002556732972152531,0.0,0.0,0.0,34.24715643899981
2600,27,0.010616317042149603,0.002126091974787414,0.0,0.0,0.0,36.442971498006955
2800,28,0.009828027919866145,0.0020529519533738494,0.0,0.0,0.0,38.85411070100963
3000,29,0.015129178063943982,0.0029465239495038986,0.0,0.0,0.0,41.14759236294776
3200,28,0.012574268039315939,0.00257745198905468,0.0,0.0,0.0,43.50150717201177
3400,25,0.010809581959620118,0.002260301960632205,0.0,0.0,0.0,45.79801511799451
3600,20,0.011913680005818605,0.0028841999592259526,0.0,0.0,0.0,48.198237153934315
3800,27,0.011813111952506006,0.002337877987883985,0.0,0.0,0.0,50.66652770200744
4000,37,4.682248304015957,0.002903143991716206,1.1241905590286478,3.5381409499095753,0.00137411302421242,57.707281284965575
