episode,ep_length,ep_env_return_p0,ep_shaping_return_p0,ep_final_bonus_p0,ep_env_return_avg,ep_shaping_return_avg,ep_final_bonus_avg,epsilon
114,114.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
115,91.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
116,118.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
117,98.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
118,116.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
119,113.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
120,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
121,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
122,120.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
123,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
124,107.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
125,117.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
126,117.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
127,105.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
128,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
129,106.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
130,78.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
131,108.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
132,115.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
133,120.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
134,111.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
135,101.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
136,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
137,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
138,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
139,119.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
140,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
141,119.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
142,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
143,106.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
144,98.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
145,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
146,119.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
147,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
148,109.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
149,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
150,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
151,98.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
152,98.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
153,120.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
154,106.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
155,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
156,121.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
157,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
158,125.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
159,121.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
160,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
161,76.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
162,109.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
163,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
164,122.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
165,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
166,110.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
167,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
168,113.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
169,105.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
170,116.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
171,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
172,78.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
173,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
174,105.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
175,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
176,91.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
177,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
178,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
179,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
180,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
181,89.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
182,105.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
183,91.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
184,107.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
185,108.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
186,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
187,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
188,108.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
189,98.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
190,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
191,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
192,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
193,115.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
194,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
195,97.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
196,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
197,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
198,129.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
199,109.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
200,101.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
201,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
202,112.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
203,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
204,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
205,114.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
206,93.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
207,115.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
208,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
209,108.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
210,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
211,93.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
212,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
213,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
214,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
215,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
216,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
217,102.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
218,96.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
219,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
220,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
221,101.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
222,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
223,93.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
224,95.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
225,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
226,110.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
227,95.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
228,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
229,99.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
230,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
231,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
232,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
233,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
234,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
235,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
236,94.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
237,108.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
238,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
239,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
240,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
241,112.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
242,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
243,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
244,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
245,108.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
246,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
247,75.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
248,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
249,97.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
250,102.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
251,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
252,112.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
253,104.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
254,99.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
255,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
256,95.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
257,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
258,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
259,92.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
260,101.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
261,90.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
262,111.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
263,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
264,82.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
265,80.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
266,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
267,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
268,82.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
269,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
270,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
271,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
272,96.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
273,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
274,73.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
275,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
276,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
277,101.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
278,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
279,110.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
280,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
281,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
282,92.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
283,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
284,95.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
285,101.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
286,107.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
287,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
288,106.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
289,102.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
290,99.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
291,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
292,100.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
293,103.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
294,98.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
295,93.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
296,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
297,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
298,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
299,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
300,84.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
301,78.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
302,104.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
303,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
304,84.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
305,80.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
306,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
307,84.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
308,79.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
309,83.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
310,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
311,81.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
312,84.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
313,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
314,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
315,82.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
316,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
317,80.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
318,85.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
319,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
320,72.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
321,88.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
322,76.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
323,90.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
324,103.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
325,81.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
326,93.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
327,83.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
328,98.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
329,96.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
330,104.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
331,81.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
332,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
333,91.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
334,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
335,100.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
336,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
337,79.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
338,76.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
339,94.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
340,79.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
341,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
342,90.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
343,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
344,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
345,75.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
346,84.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
347,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
348,70.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
349,96.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
350,97.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
351,98.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
352,71.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
353,92.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
354,80.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
355,94.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
356,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
357,88.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
358,86.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
359,94.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
360,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
361,78.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
362,76.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
363,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
364,89.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
365,90.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
366,88.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
367,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
368,95.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
369,87.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
370,91.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
371,99.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
372,100.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
373,88.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
374,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
375,97.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
376,81.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
377,80.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
378,91.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
379,86.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
380,72.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
381,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
382,86.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
383,82.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
384,89.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
385,85.0,2.0,0.0,0.0,1.5,0.0,0.0,0.05
386,64.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
387,96.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
388,74.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
389,93.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
390,85.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
391,77.0,0.0,0.0,0.0,1.5,0.0,0.0,0.05
392,103.0,1.0,0.0,0.0,1.5,0.0,0.0,0.05
393,92.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
394,87.0,3.0,0.0,0.0,1.5,0.0,0.0,0.05
