opponent,episode,p0,p1,p2,p3
single_only,42000,0.538,0.1555,0.2,0.1065
max_combo,42000,0.316,0.2475,0.231,0.2055
random2,42000,0.3905,0.2885,0.203,0.118
single_only,44000,0.5565,0.153,0.1885,0.102
max_combo,44000,0.3335,0.2335,0.236,0.197
random2,44000,0.3765,0.307,0.2055,0.111
single_only,46000,0.565,0.14,0.1745,0.1205
max_combo,46000,0.3215,0.2425,0.2465,0.1895
random2,46000,0.367,0.3055,0.2065,0.121
single_only,48000,0.497,0.183,0.201,0.119
max_combo,48000,0.3025,0.275,0.2285,0.194
random2,48000,0.356,0.319,0.2105,0.1145
single_only,50000,0.5415,0.156,0.197,0.1055
max_combo,50000,0.3305,0.255,0.229,0.1855
random2,50000,0.357,0.3,0.2245,0.1185
single_only,52000,0.5405,0.1745,0.189,0.096
max_combo,52000,0.3135,0.2705,0.2225,0.1935
random2,52000,0.382,0.2955,0.209,0.1135
single_only,54000,0.517,0.168,0.1925,0.1225
max_combo,54000,0.3065,0.264,0.227,0.2025
random2,54000,0.363,0.286,0.2215,0.1295
single_only,56000,0.5075,0.1685,0.205,0.119
max_combo,56000,0.299,0.2585,0.2305,0.212
random2,56000,0.374,0.2725,0.2265,0.127
single_only,58000,0.5565,0.146,0.1835,0.114
max_combo,58000,0.314,0.263,0.2345,0.1885
random2,58000,0.3865,0.2715,0.2175,0.1245
single_only,60000,0.5245,0.1865,0.1875,0.1015
max_combo,60000,0.302,0.28,0.2345,0.1835
random2,60000,0.376,0.314,0.202,0.108
single_only,62000,0.5545,0.1615,0.1815,0.1025
max_combo,62000,0.3125,0.256,0.241,0.1905
random2,62000,0.3555,0.2945,0.2295,0.1205
single_only,64000,0.5225,0.186,0.191,0.1005
max_combo,64000,0.306,0.266,0.2315,0.1965
random2,64000,0.3775,0.2925,0.2115,0.1185
single_only,66000,0.598,0.121,0.1745,0.1065
max_combo,66000,0.36,0.2565,0.215,0.1685
random2,66000,0.3675,0.2945,0.204,0.134
single_only,68000,0.5735,0.1465,0.1675,0.1125
max_combo,68000,0.3185,0.2475,0.2435,0.1905
random2,68000,0.383,0.2895,0.196,0.1315
single_only,70000,0.5245,0.1715,0.202,0.102
max_combo,70000,0.3385,0.259,0.233,0.1695
random2,70000,0.362,0.3075,0.231,0.0995
single_only,72000,0.552,0.14,0.1855,0.1225
max_combo,72000,0.322,0.2425,0.23,0.2055
random2,72000,0.3715,0.279,0.22,0.1295
single_only,74000,0.553,0.15,0.181,0.116
max_combo,74000,0.3385,0.2385,0.227,0.196
random2,74000,0.368,0.2895,0.2075,0.135
single_only,76000,0.554,0.1605,0.1765,0.109
max_combo,76000,0.311,0.2735,0.2285,0.187
random2,76000,0.3745,0.287,0.22,0.1185
single_only,78000,0.574,0.1565,0.159,0.1105
max_combo,78000,0.32,0.2615,0.2245,0.194
random2,78000,0.394,0.27,0.213,0.123
single_only,80000,0.5455,0.158,0.1825,0.114
max_combo,80000,0.3295,0.2565,0.223,0.191
random2,80000,0.3855,0.2815,0.201,0.132
single_only,82000,0.583,0.145,0.1705,0.1015
max_combo,82000,0.316,0.259,0.239,0.186
random2,82000,0.3815,0.2925,0.212,0.114
single_only,84000,0.549,0.1545,0.1925,0.104
max_combo,84000,0.3375,0.2405,0.238,0.184
random2,84000,0.3805,0.2865,0.2165,0.1165
single_only,86000,0.5755,0.1385,0.1795,0.1065
max_combo,86000,0.357,0.2645,0.2045,0.174
random2,86000,0.3795,0.2935,0.213,0.114
single_only,88000,0.5905,0.1375,0.165,0.107
max_combo,88000,0.326,0.2565,0.231,0.1865
random2,88000,0.3705,0.2875,0.2225,0.1195
single_only,90000,0.5725,0.138,0.183,0.1065
max_combo,90000,0.348,0.245,0.232,0.175
random2,90000,0.37,0.29,0.209,0.131
single_only,92000,0.5625,0.162,0.177,0.0985
max_combo,92000,0.322,0.2795,0.2195,0.179
random2,92000,0.387,0.2875,0.2,0.1255
single_only,94000,0.557,0.1445,0.183,0.1155
max_combo,94000,0.3415,0.232,0.239,0.1875
random2,94000,0.3825,0.275,0.2245,0.118
single_only,96000,0.5705,0.1375,0.1735,0.1185
max_combo,96000,0.337,0.2565,0.2105,0.196
random2,96000,0.373,0.2925,0.212,0.1225
single_only,98000,0.479,0.2055,0.1855,0.13
max_combo,98000,0.313,0.279,0.2455,0.1625
random2,98000,0.355,0.328,0.205,0.112
single_only,100000,0.5375,0.17,0.186,0.1065
max_combo,100000,0.339,0.262,0.2095,0.1895
random2,100000,0.3765,0.31,0.203,0.1105
