opponent,episode,p0,p1,p2,p3
v_table,7000,0.1675,0.241,0.194,0.3975
single_only,7500,0.6015,0.115,0.1825,0.101
max_combo,7500,0.32,0.2245,0.215,0.2405
random2,7500,0.338,0.263,0.229,0.17
v_table,7500,0.207,0.217,0.1855,0.3905
single_only,8000,0.592,0.137,0.169,0.102
max_combo,8000,0.307,0.238,0.223,0.232
random2,8000,0.362,0.285,0.2205,0.1325
v_table,8000,0.1885,0.221,0.204,0.3865
single_only,8500,0.554,0.1455,0.1805,0.12
max_combo,8500,0.336,0.227,0.2335,0.2035
random2,8500,0.3585,0.302,0.2,0.1395
v_table,8500,0.1895,0.234,0.208,0.3685
single_only,9000,0.5505,0.1595,0.161,0.129
max_combo,9000,0.3025,0.233,0.2175,0.247
random2,9000,0.382,0.2655,0.181,0.1715
v_table,9000,0.2,0.2225,0.181,0.3965
single_only,9500,0.5125,0.1765,0.1915,0.1195
max_combo,9500,0.286,0.257,0.234,0.223
random2,9500,0.346,0.31,0.2045,0.1395
v_table,9500,0.159,0.2555,0.2165,0.369
single_only,10000,0.538,0.1565,0.183,0.1225
max_combo,10000,0.292,0.247,0.239,0.222
random2,10000,0.3405,0.286,0.2275,0.146
v_table,10000,0.1735,0.253,0.2055,0.368
single_only,10500,0.5265,0.167,0.196,0.1105
max_combo,10500,0.2865,0.2605,0.2405,0.2125
random2,10500,0.342,0.302,0.2235,0.1325
v_table,10500,0.1795,0.2275,0.226,0.367
single_only,11000,0.4465,0.205,0.219,0.1295
max_combo,11000,0.2745,0.2485,0.2545,0.2225
random2,11000,0.3445,0.313,0.2105,0.132
v_table,11000,0.1485,0.2645,0.2465,0.3405
single_only,11500,0.562,0.155,0.169,0.114
max_combo,11500,0.311,0.229,0.227,0.233
random2,11500,0.3705,0.291,0.1975,0.141
v_table,11500,0.195,0.236,0.202,0.367
single_only,12000,0.5425,0.166,0.186,0.1055
max_combo,12000,0.2895,0.2365,0.229,0.245
random2,12000,0.3585,0.298,0.197,0.1465
v_table,12000,0.1905,0.238,0.1995,0.372
single_only,12500,0.5375,0.156,0.2005,0.106
max_combo,12500,0.3195,0.228,0.2375,0.215
random2,12500,0.3595,0.2765,0.22,0.144
v_table,12500,0.1995,0.2505,0.195,0.355
single_only,13000,0.455,0.2345,0.2,0.1105
max_combo,13000,0.28,0.2435,0.25,0.2265
random2,13000,0.3225,0.3315,0.203,0.143
v_table,13000,0.1465,0.248,0.2265,0.379
single_only,13500,0.5595,0.1625,0.173,0.105
max_combo,13500,0.2885,0.241,0.2405,0.23
random2,13500,0.336,0.29,0.2245,0.1495
v_table,13500,0.1675,0.2365,0.225,0.371
single_only,14000,0.5535,0.1795,0.157,0.11
max_combo,14000,0.27,0.2465,0.2285,0.255
random2,14000,0.3355,0.299,0.196,0.1695
v_table,14000,0.156,0.2455,0.2025,0.396
single_only,14500,0.5705,0.1495,0.175,0.105
max_combo,14500,0.3155,0.221,0.2325,0.231
random2,14500,0.3705,0.2575,0.221,0.151
v_table,14500,0.208,0.2525,0.1795,0.36
single_only,15000,0.498,0.1805,0.2075,0.114
max_combo,15000,0.2875,0.2645,0.233,0.215
random2,15000,0.365,0.289,0.211,0.135
v_table,15000,0.1915,0.2435,0.2155,0.3495
single_only,15500,0.5065,0.17,0.2035,0.12
max_combo,15500,0.288,0.2515,0.2255,0.235
random2,15500,0.3345,0.305,0.216,0.1445
v_table,15500,0.1655,0.251,0.2075,0.376
single_only,16000,0.5565,0.143,0.1845,0.116
max_combo,16000,0.297,0.2415,0.2295,0.232
random2,16000,0.37,0.2855,0.2135,0.131
v_table,16000,0.1925,0.234,0.198,0.3755
single_only,16500,0.549,0.16,0.1845,0.1065
max_combo,16500,0.3235,0.243,0.236,0.1975
random2,16500,0.365,0.2825,0.2195,0.133
v_table,16500,0.1855,0.232,0.21,0.3725
single_only,17000,0.5065,0.1665,0.2155,0.1115
max_combo,17000,0.2955,0.2495,0.2435,0.2115
random2,17000,0.3505,0.3,0.229,0.1205
v_table,17000,0.191,0.2265,0.2395,0.343
single_only,17500,0.5355,0.1545,0.2065,0.1035
max_combo,17500,0.295,0.261,0.2445,0.1995
random2,17500,0.363,0.297,0.208,0.132
v_table,17500,0.189,0.249,0.219,0.343
single_only,18000,0.5265,0.149,0.206,0.1185
max_combo,18000,0.326,0.23,0.224,0.22
random2,18000,0.3465,0.2975,0.2205,0.1355
v_table,18000,0.182,0.2365,0.2265,0.355
single_only,18500,0.494,0.1765,0.218,0.1115
max_combo,18500,0.286,0.249,0.2495,0.2155
random2,18500,0.3415,0.3075,0.2085,0.1425
v_table,18500,0.1715,0.2305,0.23,0.368
single_only,19000,0.4815,0.1655,0.2265,0.1265
max_combo,19000,0.301,0.233,0.2345,0.2315
random2,19000,0.339,0.3035,0.2285,0.129
v_table,19000,0.1785,0.2395,0.2275,0.3545
single_only,19500,0.503,0.1635,0.207,0.1265
max_combo,19500,0.2955,0.235,0.229,0.2405
random2,19500,0.355,0.287,0.2095,0.1485
v_table,19500,0.171,0.2435,0.212,0.3735
single_only,20000,0.407,0.248,0.2205,0.1245
max_combo,20000,0.2575,0.269,0.2295,0.244
random2,20000,0.3175,0.317,0.2165,0.149
v_table,20000,0.1425,0.2575,0.2335,0.3665
