opponent,episode,p0,p1,p2,p3
max_combo,160000,0.512,0.275,0.127,0.086
random2,160000,0.723,0.194,0.0605,0.0225
single_only,170000,0.791,0.147,0.0535,0.0085
max_combo,170000,0.5335,0.2875,0.122,0.057
random2,170000,0.783,0.1475,0.047,0.0225
single_only,180000,0.821,0.1245,0.044,0.0105
max_combo,180000,0.509,0.2845,0.131,0.0755
random2,180000,0.7485,0.146,0.0565,0.049
single_only,190000,0.802,0.1475,0.041,0.0095
max_combo,190000,0.51,0.289,0.1445,0.0565
random2,190000,0.7755,0.15,0.0435,0.031
single_only,200000,0.8165,0.1345,0.042,0.007
max_combo,200000,0.53,0.2585,0.133,0.0785
random2,200000,0.74,0.1635,0.057,0.0395
single_only,210000,0.809,0.1375,0.046,0.0075
max_combo,210000,0.513,0.278,0.1285,0.0805
random2,210000,0.776,0.134,0.0535,0.0365
single_only,220000,0.8045,0.1385,0.0425,0.0145
max_combo,220000,0.562,0.2475,0.119,0.0715
random2,220000,0.778,0.1325,0.055,0.0345
single_only,230000,0.825,0.1295,0.0345,0.011
max_combo,230000,0.5555,0.2575,0.1225,0.0645
random2,230000,0.8045,0.13,0.045,0.0205
single_only,240000,0.8185,0.1395,0.0315,0.0105
max_combo,240000,0.59,0.2385,0.117,0.0545
random2,240000,0.8255,0.126,0.0325,0.016
single_only,250000,0.8095,0.1305,0.0455,0.0145
max_combo,250000,0.545,0.2575,0.126,0.0715
random2,250000,0.803,0.1345,0.042,0.0205
single_only,260000,0.7765,0.1645,0.048,0.011
max_combo,260000,0.556,0.2635,0.119,0.0615
random2,260000,0.7605,0.143,0.062,0.0345
single_only,270000,0.7975,0.1495,0.043,0.01
max_combo,270000,0.5545,0.256,0.121,0.0685
random2,270000,0.7715,0.1455,0.05,0.033
single_only,280000,0.8215,0.129,0.042,0.0075
max_combo,280000,0.541,0.266,0.122,0.071
random2,280000,0.7985,0.1345,0.042,0.025
single_only,290000,0.784,0.1535,0.0515,0.011
max_combo,290000,0.572,0.2725,0.1065,0.049
random2,290000,0.778,0.148,0.049,0.025
single_only,300000,0.814,0.134,0.0395,0.0125
max_combo,300000,0.587,0.252,0.108,0.053
random2,300000,0.779,0.1565,0.0415,0.023
single_only,310000,0.794,0.137,0.0575,0.0115
max_combo,310000,0.5665,0.2375,0.132,0.064
random2,310000,0.73,0.174,0.058,0.038
single_only,320000,0.8135,0.1375,0.0355,0.0135
max_combo,320000,0.5825,0.244,0.112,0.0615
random2,320000,0.7715,0.1435,0.055,0.03
single_only,330000,0.809,0.1475,0.0325,0.011
max_combo,330000,0.573,0.2375,0.1135,0.076
random2,330000,0.765,0.1345,0.0615,0.039
single_only,340000,0.813,0.129,0.044,0.014
max_combo,340000,0.565,0.251,0.113,0.071
random2,340000,0.764,0.146,0.0555,0.0345
single_only,350000,0.8195,0.122,0.045,0.0135
max_combo,350000,0.565,0.261,0.113,0.061
random2,350000,0.7805,0.138,0.0505,0.031
single_only,360000,0.816,0.1255,0.0465,0.012
max_combo,360000,0.5935,0.24,0.107,0.0595
random2,360000,0.8425,0.1075,0.034,0.016
single_only,370000,0.8295,0.131,0.0345,0.005
max_combo,370000,0.5765,0.2405,0.106,0.077
random2,370000,0.793,0.135,0.048,0.024
single_only,380000,0.8245,0.129,0.0415,0.005
max_combo,380000,0.573,0.2515,0.11,0.0655
random2,380000,0.787,0.1355,0.0465,0.031
single_only,390000,0.842,0.1205,0.0325,0.005
max_combo,390000,0.5905,0.2365,0.1085,0.0645
random2,390000,0.7825,0.1385,0.054,0.025
single_only,400000,0.833,0.115,0.045,0.007
max_combo,400000,0.5785,0.2485,0.116,0.057
random2,400000,0.8,0.1385,0.0405,0.021
single_only,410000,0.8395,0.1125,0.036,0.012
max_combo,410000,0.585,0.259,0.098,0.058
random2,410000,0.784,0.134,0.0515,0.0305
single_only,420000,0.7975,0.144,0.045,0.0135
max_combo,420000,0.5775,0.253,0.101,0.0685
random2,420000,0.7635,0.1555,0.048,0.033
single_only,430000,0.8325,0.1195,0.0325,0.0155
max_combo,430000,0.5745,0.253,0.105,0.0675
random2,430000,0.779,0.131,0.059,0.031
single_only,440000,0.8225,0.1325,0.036,0.009
max_combo,440000,0.598,0.249,0.106,0.047
random2,440000,0.792,0.128,0.047,0.033
single_only,450000,0.805,0.142,0.0435,0.0095
max_combo,450000,0.579,0.246,0.119,0.056
random2,450000,0.8065,0.1275,0.044,0.022
single_only,460000,0.8345,0.1225,0.0345,0.0085
max_combo,460000,0.582,0.2445,0.104,0.0695
random2,460000,0.8015,0.122,0.0455,0.031
single_only,470000,0.825,0.122,0.0425,0.0105
max_combo,470000,0.572,0.253,0.1105,0.0645
random2,470000,0.821,0.1185,0.041,0.0195
single_only,480000,0.814,0.136,0.0445,0.0055
max_combo,480000,0.576,0.2455,0.11,0.0685
random2,480000,0.8045,0.1325,0.0375,0.0255
single_only,490000,0.8305,0.1185,0.0395,0.0115
max_combo,490000,0.587,0.253,0.104,0.056
random2,490000,0.781,0.1415,0.049,0.0285
single_only,500000,0.8315,0.113,0.0415,0.014
max_combo,500000,0.5905,0.2505,0.105,0.054
random2,500000,0.8115,0.1285,0.039,0.021
