opponent,episode,p0,p1,p2,p3
single_only,10000,0.837,0.1085,0.04,0.0145
max_combo,10000,0.42,0.2935,0.1655,0.121
random2,10000,0.7185,0.1995,0.0535,0.0285
single_only,20000,0.81,0.128,0.0455,0.0165
max_combo,20000,0.499,0.2605,0.152,0.0885
random2,20000,0.731,0.178,0.06,0.031
single_only,30000,0.8185,0.1285,0.0425,0.0105
max_combo,30000,0.518,0.284,0.1185,0.0795
random2,30000,0.776,0.1485,0.0515,0.024
single_only,40000,0.8255,0.1185,0.045,0.011
max_combo,40000,0.515,0.2715,0.1255,0.088
random2,40000,0.764,0.1595,0.0495,0.027
single_only,50000,0.8075,0.126,0.0505,0.016
max_combo,50000,0.496,0.286,0.133,0.085
random2,50000,0.7395,0.162,0.0685,0.03
single_only,60000,0.803,0.1295,0.0525,0.015
max_combo,60000,0.5085,0.2745,0.134,0.083
random2,60000,0.774,0.1505,0.0455,0.03
single_only,70000,0.819,0.1225,0.0485,0.01
max_combo,70000,0.479,0.279,0.149,0.093
random2,70000,0.746,0.1775,0.0545,0.022
single_only,80000,0.8065,0.139,0.045,0.0095
max_combo,80000,0.5105,0.29,0.127,0.0725
random2,80000,0.7615,0.163,0.0505,0.025
single_only,90000,0.802,0.143,0.0445,0.0105
max_combo,90000,0.5045,0.2655,0.1435,0.0865
random2,90000,0.7625,0.1685,0.048,0.021
single_only,100000,0.827,0.124,0.04,0.009
max_combo,100000,0.504,0.266,0.1355,0.0945
random2,100000,0.767,0.164,0.049,0.02
single_only,110000,0.794,0.1455,0.0525,0.008
max_combo,110000,0.519,0.286,0.1195,0.0755
random2,110000,0.778,0.1535,0.045,0.0235
single_only,120000,0.8205,0.133,0.042,0.0045
max_combo,120000,0.5095,0.2865,0.133,0.071
random2,120000,0.8135,0.136,0.0345,0.016
single_only,130000,0.819,0.1325,0.0395,0.009
max_combo,130000,0.52,0.2925,0.1165,0.071
random2,130000,0.8125,0.1435,0.031,0.013
single_only,140000,0.81,0.1415,0.0395,0.009
max_combo,140000,0.513,0.266,0.1275,0.0935
random2,140000,0.781,0.151,0.0425,0.0255
single_only,150000,0.811,0.1345,0.0415,0.013
max_combo,150000,0.5185,0.271,0.1305,0.08
random2,150000,0.761,0.1595,0.056,0.0235
single_only,160000,0.815,0.123,0.05,0.012
