episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds,eps_per_sec_total,eps_per_sec_window
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,65,0.013905027997680008,0.0026707820361480117,0.0,0.0,0.0,7.37923995195888,67.75765570101443,67.75765570101443
1000,84,0.01572636398486793,0.0026516530197113752,0.0,0.0,0.0,14.991587371914648,66.70407710616472,65.6827614947329
1500,76,0.013714239001274109,0.0025954439770430326,0.0,0.0,0.0,22.238797546946444,67.44968997687384,68.99206562583323
2000,69,0.010009939083829522,0.0023379760095849633,0.0,0.0,0.0,29.116582741960883,68.68937944141821,72.69782143856999
2500,76,0.01274631405249238,0.002391194924712181,0.0,0.0,0.0,35.84955640591215,69.73586985828675,74.26139250730013
3000,70,0.014759444049559534,0.003215117030777037,0.0,0.0,0.0,42.86983920389321,69.97926877522686,71.22220206624637
3500,71,0.013210315024480224,0.0032179990084841847,0.0,0.0,0.0,49.66042543097865,70.47865517915331,73.6313454066252
4000,67,0.012256482965312898,0.002795894048176706,0.0,0.0,0.0,57.15085603494663,69.99020272861841,66.7518366347497
4500,72,0.01827907597180456,0.0037722819251939654,0.0,0.0,0.0,64.5057020279346,69.76127471725285,67.98238881911249
5000,74,0.016020012088119984,0.003449280047789216,0.0,0.0,0.0,72.40821083192714,69.05294223614952,63.27104624640068
5500,66,0.018632081104442477,0.003538727993145585,0.0,0.0,0.0,80.52455999597441,68.30214285275146,61.604052498731
6000,66,0.015572397038340569,0.002965601976029575,0.0,0.0,0.0,88.57650493993424,67.73805315606816,62.09679816242106
6500,76,0.01379631191957742,0.003310944070108235,0.0,0.0,0.0,96.58502353297081,67.29821831829987,62.433519282174295
7000,69,0.01698332594241947,0.0042422020342200994,0.0,0.0,0.0,104.64023170992732,66.89587633372857,62.07164222401441
7500,73,0.01550178392790258,0.0028970689745619893,0.0,0.0,0.0,112.68244200898334,66.55872792854525,62.17196285686398
8000,83,0.01668488304130733,0.002938705962151289,0.0,0.0,0.0,120.80999018996954,66.21968917819028,61.519167757099666
8500,76,0.019620219012722373,0.0030401600524783134,0.0,0.0,0.0,129.34982802090235,65.71326866106415,58.54912117756044
9000,73,0.018545012921094894,0.0034796010004356503,0.0,0.0,0.0,137.72248522297014,65.34880622745928,59.71819793082125
9500,63,0.012571715051308274,0.002471167012117803,0.0,0.0,0.0,145.0838045369601,65.4793967549967,67.92260716768065
10000,71,30.857781486934982,0.003348334925249219,29.174409311031923,1.6624303660355508,0.002188217011280358,183.1020020019496,54.6143673507924,13.151596691569715
10500,70,0.014056858024559915,0.002691442030481994,0.0,0.0,0.0,190.12319904495962,55.227347597475465,71.21292807154244
11000,59,0.014061136054806411,0.0032511430326849222,0.0,0.0,0.0,196.75833729095757,55.90614431618054,75.3563801480067
11500,69,0.014605466974899173,0.0030527299968525767,0.0,0.0,0.0,203.88781733997166,56.403566186715246,70.1313414951127
12000,72,0.013152172090485692,0.0026412130100652575,0.0,0.0,0.0,210.6041922729928,56.97892273884636,74.44492080716692
12500,75,0.012164839077740908,0.002562919049523771,0.0,0.0,0.0,217.32966334593948,57.5163086692995,74.34423471260753
13000,63,0.011241731932386756,0.0028719729743897915,0.0,0.0,0.0,224.57565241097473,57.886951948869,69.00369232030684
13500,78,0.015434470027685165,0.0029994589276611805,0.0,0.0,0.0,231.67845567292534,58.270416041873034,70.39474156330316
14000,68,0.012098536011762917,0.002576621016487479,0.0,0.0,0.0,238.36834961595014,58.73262965723536,74.73960039700236
14500,59,0.01237662194762379,0.0025882699992507696,0.0,0.0,0.0,245.4359641619958,59.078546412332315,70.7452276496531
15000,77,0.017203091992996633,0.0030549130169674754,0.0,0.0,0.0,252.8894472749671,59.31445602667033,67.08273064036999
15500,84,0.017339740064926445,0.0032878429628908634,0.0,0.0,0.0,259.81107977894135,59.6587336197828,72.2372936894455
