episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds,eps_per_sec_total,eps_per_sec_window
16000,74,0.013243773952126503,0.0028131380677223206,0.0,0.0,0.0,268.12401323998347,59.67387928689272,60.14723952058667
16500,60,0.015425724908709526,0.003118769032880664,0.0,0.0,0.0,275.5704150709789,59.87580341579875,67.14652409956751
17000,68,0.014768655062653124,0.002633186988532543,0.0,0.0,0.0,282.74515136994887,60.12481528907597,69.6889724116806
17500,67,0.012233686982654035,0.002699526958167553,0.0,0.0,0.0,290.06033774092793,60.33227478218827,68.35095849144854
18000,78,0.011527611990459263,0.002461893018335104,0.0,0.0,0.0,296.8234670619713,60.6421054850152,73.9302734378089
18500,63,0.013492121011950076,0.0031189200235530734,0.0,0.0,0.0,303.89674069394823,60.87594081382791,70.68862679645187
19000,70,0.011342757032252848,0.002646220033057034,0.0,0.0,0.0,311.34458268398885,61.02563223104087,67.133540248116
19500,79,0.012254989007487893,0.0025767480256035924,0.0,0.0,0.0,318.2190083609894,61.278551838987234,72.7333487178176
20000,71,33.74051342799794,0.0029547750018537045,31.18585714197252,2.538608107017353,0.0017743429634720087,358.7380990429083,55.750978369341865,12.339862311449115
20500,66,0.015469894977286458,0.0032782210037112236,0.0,0.0,0.0,366.75422947492916,55.89574257766359,62.37423458115434
21000,64,0.0141636379994452,0.0029168479377403855,0.0,0.0,0.0,375.00466264097486,55.99930372093842,60.60287865341769
21500,77,0.019262915011495352,0.003596569993533194,0.0,0.0,0.0,383.41349251789507,56.07523057889396,59.46130523729045
22000,64,0.016096275998279452,0.003760838066227734,0.0,0.0,0.0,391.2348220149288,56.232213397304704,63.927750415019204
22500,74,0.016390658100135624,0.0030730729922652245,0.0,0.0,0.0,399.3270508989226,56.344792944405825,61.78767397311081
23000,64,0.009836771059781313,0.002756670000962913,0.0,0.0,0.0,407.8961544849444,56.38690080087268,58.349160443761654
23500,69,0.020181261003017426,0.003712455974891782,0.0,0.0,0.0,416.15303834795486,56.46961053868631,60.55553260715247
24000,63,0.010946794063784182,0.002983281039632857,0.0,0.0,0.0,424.24047335993964,56.571688716832085,61.824298959935916
24500,68,0.013983921962790191,0.003075101994909346,0.0,0.0,0.0,432.4645561549114,56.652041540310535,60.7970532964116
25000,74,0.015033379080705345,0.0029735410353168845,0.0,0.0,0.0,440.3734046299942,56.770004130938,63.22032867051063
