opponent,episode,p0,p1,p2,p3
single_only,500,0.2535,0.2805,0.2695,0.1965
max_combo,500,0.0935,0.146,0.26,0.5005
random2,500,0.338,0.288,0.2185,0.1555
single_only,1000,0.59,0.187,0.1465,0.0765
max_combo,1000,0.144,0.1775,0.255,0.4235
random2,1000,0.436,0.3,0.172,0.092
single_only,1500,0.829,0.0895,0.053,0.0285
max_combo,1500,0.2065,0.232,0.2565,0.305
random2,1500,0.532,0.2795,0.128,0.0605
single_only,2000,0.8245,0.1205,0.039,0.016
max_combo,2000,0.249,0.2435,0.2485,0.259
random2,2000,0.6515,0.236,0.082,0.0305
single_only,2500,0.7565,0.178,0.05,0.0155
max_combo,2500,0.25,0.2695,0.2515,0.229
random2,2500,0.65,0.2475,0.078,0.0245
single_only,3000,0.7495,0.175,0.059,0.0165
max_combo,3000,0.264,0.267,0.2545,0.2145
random2,3000,0.683,0.2135,0.071,0.0325
single_only,3500,0.7705,0.15,0.051,0.0285
max_combo,3500,0.2475,0.2895,0.24,0.223
random2,3500,0.6365,0.2455,0.082,0.036
single_only,4000,0.7285,0.1665,0.08,0.025
max_combo,4000,0.2465,0.2855,0.2585,0.2095
random2,4000,0.6505,0.257,0.0655,0.027
single_only,4500,0.731,0.175,0.0695,0.0245
max_combo,4500,0.303,0.27,0.2255,0.2015
random2,4500,0.6985,0.219,0.0625,0.02
single_only,5000,0.7675,0.151,0.059,0.0225
max_combo,5000,0.295,0.2825,0.2265,0.196
random2,5000,0.723,0.199,0.0615,0.0165
single_only,5500,0.735,0.1815,0.061,0.0225
max_combo,5500,0.359,0.248,0.21,0.183
random2,5500,0.7445,0.1955,0.047,0.013
single_only,6000,0.7815,0.148,0.0495,0.021
max_combo,6000,0.379,0.278,0.1875,0.1555
random2,6000,0.777,0.1665,0.044,0.0125
single_only,6500,0.7975,0.1475,0.0425,0.0125
max_combo,6500,0.4115,0.2735,0.1955,0.1195
random2,6500,0.791,0.1695,0.0345,0.005
single_only,7000,0.806,0.1375,0.0475,0.009
max_combo,7000,0.395,0.2815,0.194,0.1295
random2,7000,0.8055,0.1555,0.034,0.005
single_only,7500,0.7875,0.144,0.052,0.0165
max_combo,7500,0.4395,0.26,0.165,0.1355
random2,7500,0.804,0.154,0.037,0.005
single_only,8000,0.826,0.126,0.036,0.012
max_combo,8000,0.4425,0.279,0.169,0.1095
random2,8000,0.8225,0.1365,0.031,0.01
single_only,8500,0.855,0.102,0.034,0.009
max_combo,8500,0.4545,0.268,0.1665,0.111
random2,8500,0.8105,0.1555,0.029,0.005
single_only,9000,0.8245,0.1305,0.0335,0.0115
max_combo,9000,0.462,0.273,0.1575,0.1075
random2,9000,0.821,0.1345,0.036,0.0085
single_only,9500,0.823,0.134,0.0335,0.0095
max_combo,9500,0.455,0.2675,0.168,0.1095
random2,9500,0.8185,0.142,0.0305,0.009
single_only,10000,0.847,0.1145,0.0315,0.007
max_combo,10000,0.4905,0.2635,0.148,0.098
random2,10000,0.8185,0.1425,0.0325,0.0065
single_only,10500,0.817,0.1405,0.0355,0.007
max_combo,10500,0.4695,0.2695,0.1655,0.0955
random2,10500,0.8365,0.1375,0.0205,0.0055
single_only,11000,0.843,0.1185,0.0325,0.006
max_combo,11000,0.459,0.278,0.1615,0.1015
random2,11000,0.8415,0.1245,0.0295,0.0045
single_only,11500,0.856,0.1085,0.026,0.0095
max_combo,11500,0.482,0.2725,0.1465,0.099
random2,11500,0.835,0.132,0.0285,0.0045
single_only,12000,0.833,0.1125,0.0475,0.007
max_combo,12000,0.4755,0.245,0.1655,0.114
random2,12000,0.843,0.126,0.0235,0.0075
