opponent,episode,p0,p1,p2,p3
single_only,12500,0.8565,0.0985,0.029,0.016
max_combo,12500,0.471,0.2525,0.158,0.1185
random2,12500,0.823,0.1425,0.028,0.0065
single_only,13000,0.855,0.104,0.034,0.007
max_combo,13000,0.4845,0.27,0.1525,0.093
random2,13000,0.8265,0.138,0.028,0.0075
single_only,13500,0.87,0.092,0.0305,0.0075
max_combo,13500,0.486,0.247,0.1675,0.0995
random2,13500,0.8505,0.119,0.0275,0.003
single_only,14000,0.872,0.088,0.0325,0.0075
max_combo,14000,0.4805,0.2775,0.1495,0.0925
random2,14000,0.847,0.12,0.027,0.006
single_only,14500,0.866,0.096,0.031,0.007
max_combo,14500,0.49,0.255,0.1605,0.0945
random2,14500,0.814,0.148,0.0285,0.0095
single_only,15000,0.8475,0.1105,0.0335,0.0085
max_combo,15000,0.5065,0.2625,0.14,0.091
random2,15000,0.8405,0.1335,0.0215,0.0045
single_only,15500,0.8605,0.0975,0.033,0.009
max_combo,15500,0.5135,0.2645,0.1305,0.0915
random2,15500,0.845,0.129,0.0215,0.0045
single_only,16000,0.852,0.1095,0.0335,0.005
max_combo,16000,0.5445,0.2435,0.1325,0.0795
random2,16000,0.8695,0.106,0.02,0.0045
single_only,16500,0.8775,0.0895,0.021,0.012
max_combo,16500,0.475,0.282,0.1585,0.0845
random2,16500,0.865,0.106,0.0235,0.0055
single_only,17000,0.875,0.0925,0.0245,0.008
max_combo,17000,0.535,0.2485,0.127,0.0895
random2,17000,0.8635,0.1115,0.022,0.003
single_only,17500,0.843,0.109,0.039,0.009
max_combo,17500,0.522,0.2415,0.1385,0.098
random2,17500,0.857,0.1115,0.024,0.0075
single_only,18000,0.8405,0.119,0.0315,0.009
max_combo,18000,0.5205,0.242,0.1285,0.109
random2,18000,0.838,0.1285,0.0245,0.009
single_only,18500,0.861,0.0995,0.0315,0.008
max_combo,18500,0.5235,0.2415,0.144,0.091
random2,18500,0.855,0.117,0.0235,0.0045
single_only,19000,0.8415,0.1165,0.035,0.007
max_combo,19000,0.5215,0.261,0.1305,0.087
random2,19000,0.861,0.1165,0.017,0.0055
single_only,19500,0.853,0.1145,0.0275,0.005
max_combo,19500,0.512,0.278,0.1295,0.0805
random2,19500,0.86,0.1125,0.021,0.0065
single_only,20000,0.852,0.1125,0.0305,0.005
max_combo,20000,0.5165,0.2595,0.139,0.085
random2,20000,0.855,0.117,0.02,0.008
