opponent,episode,p0,p1,p2,p3
single_only,10000,0.7755,0.1705,0.0505,0.0035
max_combo,10000,0.423,0.314,0.1805,0.0825
random2,10000,0.767,0.1955,0.034,0.0035
single_only,20000,0.7345,0.1505,0.0895,0.0255
max_combo,20000,0.498,0.2905,0.142,0.0695
random2,20000,0.7955,0.1675,0.035,0.002
single_only,30000,0.7815,0.1225,0.075,0.021
max_combo,30000,0.4795,0.2895,0.149,0.082
random2,30000,0.7485,0.1785,0.0595,0.0135
single_only,40000,0.774,0.132,0.08,0.014
max_combo,40000,0.4845,0.305,0.1425,0.068
random2,40000,0.774,0.161,0.0495,0.0155
single_only,50000,0.765,0.1455,0.0735,0.016
max_combo,50000,0.5045,0.293,0.1385,0.064
random2,50000,0.775,0.177,0.038,0.01
single_only,60000,0.742,0.1315,0.1045,0.022
max_combo,60000,0.484,0.2795,0.159,0.0775
random2,60000,0.721,0.1905,0.0725,0.016
single_only,70000,0.7745,0.1395,0.073,0.013
max_combo,70000,0.516,0.281,0.1365,0.0665
random2,70000,0.756,0.184,0.049,0.011
single_only,80000,0.769,0.157,0.0655,0.0085
max_combo,80000,0.5195,0.28,0.127,0.0735
random2,80000,0.8105,0.1455,0.0385,0.0055
single_only,90000,0.774,0.142,0.073,0.011
max_combo,90000,0.5215,0.2865,0.1275,0.0645
random2,90000,0.7405,0.198,0.052,0.0095
single_only,100000,0.799,0.1295,0.0605,0.011
max_combo,100000,0.524,0.2875,0.1145,0.074
random2,100000,0.784,0.164,0.0405,0.0115
single_only,110000,0.7935,0.135,0.06,0.0115
max_combo,110000,0.518,0.2835,0.1345,0.064
random2,110000,0.7595,0.176,0.0545,0.01
single_only,120000,0.808,0.1255,0.0565,0.01
max_combo,120000,0.5475,0.2695,0.124,0.059
random2,120000,0.7845,0.164,0.0415,0.01
single_only,130000,0.796,0.1175,0.075,0.0115
max_combo,130000,0.5065,0.2865,0.1375,0.0695
random2,130000,0.752,0.1925,0.0455,0.01
single_only,140000,0.7955,0.1315,0.0655,0.0075
max_combo,140000,0.5475,0.271,0.1285,0.053
random2,140000,0.7415,0.194,0.0545,0.01
single_only,150000,0.801,0.131,0.061,0.007
max_combo,150000,0.538,0.288,0.12,0.054
random2,150000,0.751,0.2035,0.0375,0.008
single_only,160000,0.778,0.1525,0.0615,0.008
max_combo,160000,0.5475,0.2605,0.1315,0.0605
random2,160000,0.761,0.1885,0.044,0.0065
single_only,170000,0.778,0.1365,0.076,0.0095
max_combo,170000,0.5295,0.287,0.1235,0.06
random2,170000,0.7635,0.1725,0.0505,0.0135
single_only,180000,0.81,0.1235,0.0555,0.011
max_combo,180000,0.5215,0.2875,0.127,0.064
random2,180000,0.754,0.184,0.047,0.015
single_only,190000,0.7985,0.129,0.062,0.0105
max_combo,190000,0.568,0.279,0.102,0.051
random2,190000,0.773,0.17,0.0455,0.0115
single_only,200000,0.807,0.125,0.0575,0.0105
max_combo,200000,0.527,0.279,0.1375,0.0565
random2,200000,0.753,0.1775,0.06,0.0095
single_only,210000,0.812,0.1305,0.0465,0.011
max_combo,210000,0.5465,0.2675,0.1185,0.0675
random2,210000,0.7755,0.185,0.034,0.0055
single_only,220000,0.8005,0.1355,0.055,0.009
max_combo,220000,0.551,0.2755,0.1275,0.046
random2,220000,0.755,0.1815,0.0545,0.009
single_only,230000,0.806,0.141,0.0485,0.0045
max_combo,230000,0.554,0.279,0.1185,0.0485
random2,230000,0.7925,0.164,0.039,0.0045
single_only,240000,0.7985,0.139,0.0565,0.006
max_combo,240000,0.5475,0.2895,0.12,0.043
random2,240000,0.7915,0.1645,0.034,0.01
single_only,250000,0.8045,0.1325,0.0525,0.0105
max_combo,250000,0.5585,0.2755,0.111,0.055
random2,250000,0.818,0.142,0.034,0.006
single_only,260000,0.814,0.125,0.0535,0.0075
max_combo,260000,0.569,0.2735,0.107,0.0505
random2,260000,0.799,0.1505,0.0395,0.011
single_only,270000,0.7995,0.142,0.0495,0.009
max_combo,270000,0.5635,0.263,0.119,0.0545
random2,270000,0.7775,0.1745,0.041,0.007
single_only,280000,0.8115,0.1325,0.049,0.007
max_combo,280000,0.568,0.2745,0.1035,0.054
random2,280000,0.79,0.1575,0.044,0.0085
single_only,290000,0.809,0.125,0.057,0.009
max_combo,290000,0.567,0.264,0.1245,0.0445
random2,290000,0.802,0.1545,0.0375,0.006
single_only,300000,0.822,0.1295,0.042,0.0065
max_combo,300000,0.565,0.277,0.106,0.052
random2,300000,0.826,0.1375,0.0305,0.006
single_only,310000,0.7945,0.134,0.063,0.0085
max_combo,310000,0.5575,0.258,0.1295,0.055
random2,310000,0.785,0.166,0.039,0.01
single_only,320000,0.7955,0.148,0.0515,0.005
max_combo,320000,0.5565,0.262,0.1285,0.053
random2,320000,0.8075,0.1615,0.027,0.004
single_only,330000,0.7995,0.138,0.058,0.0045
max_combo,330000,0.551,0.2795,0.121,0.0485
random2,330000,0.7745,0.173,0.043,0.0095
single_only,340000,0.8065,0.1255,0.0605,0.0075
max_combo,340000,0.5705,0.2715,0.107,0.051
random2,340000,0.7865,0.161,0.042,0.0105
single_only,350000,0.827,0.1155,0.0505,0.007
max_combo,350000,0.569,0.268,0.1095,0.0535
random2,350000,0.8135,0.142,0.0395,0.005
single_only,360000,0.7925,0.1515,0.05,0.006
max_combo,360000,0.5695,0.257,0.127,0.0465
random2,360000,0.8145,0.149,0.0325,0.004
single_only,370000,0.828,0.1225,0.044,0.0055
max_combo,370000,0.572,0.2835,0.107,0.0375
random2,370000,0.7855,0.167,0.0375,0.01
single_only,380000,0.7975,0.1445,0.0525,0.0055
max_combo,380000,0.564,0.2725,0.1135,0.05
random2,380000,0.779,0.1725,0.045,0.0035
single_only,390000,0.8145,0.1335,0.042,0.01
max_combo,390000,0.5545,0.278,0.113,0.0545
random2,390000,0.8105,0.1485,0.032,0.009
single_only,400000,0.7995,0.1435,0.051,0.006
max_combo,400000,0.5755,0.263,0.1125,0.049
random2,400000,0.805,0.156,0.033,0.006
single_only,410000,0.7955,0.14,0.06,0.0045
max_combo,410000,0.574,0.275,0.1115,0.0395
random2,410000,0.768,0.1805,0.045,0.0065
single_only,420000,0.8355,0.115,0.0435,0.006
max_combo,420000,0.5575,0.286,0.119,0.0375
random2,420000,0.815,0.154,0.024,0.007
single_only,430000,0.8185,0.136,0.039,0.0065
max_combo,430000,0.5715,0.273,0.1085,0.047
random2,430000,0.8075,0.1555,0.03,0.007
single_only,440000,0.8055,0.135,0.049,0.0105
max_combo,440000,0.5875,0.2675,0.095,0.05
random2,440000,0.804,0.159,0.0305,0.0065
single_only,450000,0.813,0.141,0.041,0.005
max_combo,450000,0.5805,0.2635,0.108,0.048
