opponent,episode,p0,p1,p2,p3
single_only,1000,0.826,0.14,0.027,0.007
max_combo,1000,0.338,0.296,0.211,0.155
random2,1000,0.718,0.193,0.064,0.025
single_only,2000,0.843,0.101,0.042,0.014
max_combo,2000,0.311,0.291,0.222,0.176
random2,2000,0.719,0.197,0.056,0.028
single_only,3000,0.817,0.13,0.039,0.014
max_combo,3000,0.337,0.283,0.212,0.168
random2,3000,0.718,0.19,0.067,0.025
single_only,4000,0.763,0.193,0.038,0.006
max_combo,4000,0.359,0.272,0.217,0.152
random2,4000,0.739,0.186,0.057,0.018
single_only,5000,0.811,0.142,0.039,0.008
max_combo,5000,0.355,0.291,0.205,0.149
random2,5000,0.799,0.154,0.036,0.011
single_only,6000,0.85,0.121,0.023,0.006
max_combo,6000,0.388,0.309,0.18,0.123
random2,6000,0.786,0.165,0.038,0.011
single_only,7000,0.811,0.149,0.033,0.007
max_combo,7000,0.387,0.269,0.206,0.138
random2,7000,0.791,0.158,0.034,0.017
single_only,8000,0.823,0.144,0.03,0.003
max_combo,8000,0.368,0.316,0.191,0.125
random2,8000,0.772,0.184,0.037,0.007
single_only,9000,0.833,0.124,0.034,0.009
max_combo,9000,0.366,0.296,0.205,0.133
random2,9000,0.764,0.177,0.041,0.018
single_only,10000,0.825,0.124,0.039,0.012
max_combo,10000,0.348,0.326,0.227,0.099
random2,10000,0.819,0.145,0.03,0.006
