episode,ep_length,ep_env_return
2579,84.0,3.0
2580,72.0,2.0
2580,,
2581,75.0,2.0
2582,89.0,1.0
2583,93.0,0.0
2584,76.0,1.0
2585,79.0,1.0
2586,80.0,2.0
2587,86.0,1.0
2588,75.0,3.0
2589,86.0,2.0
2590,83.0,1.0
2591,81.0,1.0
2592,70.0,0.0
2593,75.0,2.0
2594,80.0,0.0
2595,71.0,1.0
2596,80.0,1.0
2597,81.0,1.0
2598,83.0,1.0
2599,79.0,1.0
2600,87.0,3.0
2600,,
2601,84.0,1.0
2602,69.0,0.0
2603,77.0,1.0
2604,83.0,2.0
2605,71.0,0.0
2606,88.0,3.0
2607,66.0,2.0
2608,70.0,3.0
2609,87.0,0.0
2610,77.0,0.0
2611,69.0,3.0
2612,85.0,1.0
2613,82.0,2.0
2614,74.0,3.0
2615,76.0,1.0
2616,65.0,1.0
2617,71.0,3.0
2618,78.0,2.0
2619,80.0,3.0
2620,86.0,1.0
2620,,
2621,70.0,1.0
2622,77.0,2.0
2623,94.0,2.0
2624,82.0,0.0
2625,76.0,2.0
2626,96.0,3.0
2627,89.0,2.0
2628,76.0,1.0
2629,75.0,3.0
2630,86.0,3.0
2631,77.0,0.0
2632,84.0,1.0
2633,80.0,0.0
2634,78.0,3.0
2635,72.0,2.0
2636,84.0,0.0
2637,75.0,3.0
2638,84.0,3.0
2639,75.0,3.0
2640,65.0,3.0
2640,,
2641,89.0,2.0
2642,72.0,2.0
2643,82.0,2.0
2644,85.0,3.0
2645,86.0,2.0
2646,97.0,3.0
2647,74.0,2.0
2648,78.0,2.0
2649,74.0,3.0
2650,81.0,3.0
2651,78.0,3.0
2652,81.0,0.0
2653,70.0,2.0
2654,88.0,0.0
2655,82.0,1.0
2656,72.0,0.0
2657,73.0,3.0
2658,87.0,1.0
2659,83.0,3.0
2660,77.0,1.0
2660,,
2661,69.0,1.0
2662,88.0,2.0
2663,87.0,1.0
2664,85.0,3.0
2665,70.0,3.0
2666,82.0,0.0
2667,70.0,2.0
2668,79.0,1.0
2669,83.0,1.0
2670,81.0,3.0
2671,78.0,0.0
2672,85.0,3.0
2673,85.0,2.0
2674,78.0,2.0
2675,79.0,2.0
2676,75.0,3.0
2677,79.0,0.0
2678,78.0,3.0
2679,85.0,3.0
2680,75.0,3.0
2680,,
2681,80.0,2.0
2682,75.0,1.0
2683,74.0,0.0
2684,93.0,2.0
2685,77.0,3.0
2686,87.0,0.0
2687,74.0,0.0
2688,88.0,2.0
2689,79.0,2.0
2690,74.0,0.0
2691,91.0,1.0
2692,79.0,3.0
2693,85.0,0.0
2694,77.0,3.0
2695,80.0,0.0
2696,75.0,2.0
2697,78.0,3.0
2698,81.0,1.0
2699,74.0,0.0
2700,67.0,1.0
2700,,
2701,83.0,1.0
2702,77.0,2.0
2703,83.0,2.0
2704,72.0,0.0
2705,82.0,2.0
2706,93.0,0.0
2707,78.0,0.0
2708,70.0,0.0
2709,89.0,0.0
2710,74.0,1.0
2711,65.0,2.0
2712,74.0,1.0
2713,87.0,2.0
2714,83.0,3.0
2715,74.0,3.0
2716,77.0,2.0
2717,82.0,2.0
2718,82.0,2.0
2719,90.0,1.0
2720,86.0,1.0
2720,,
2721,76.0,3.0
2722,79.0,2.0
2723,74.0,2.0
2724,90.0,2.0
2725,74.0,1.0
2726,70.0,2.0
2727,78.0,3.0
2728,82.0,1.0
2729,82.0,2.0
2730,77.0,0.0
2731,79.0,3.0
2732,79.0,1.0
2733,76.0,0.0
2734,76.0,1.0
2735,79.0,0.0
2736,79.0,1.0
2737,68.0,3.0
2738,76.0,3.0
2739,83.0,0.0
2740,79.0,2.0
2740,,
2741,77.0,1.0
2742,69.0,2.0
2743,76.0,2.0
2744,81.0,1.0
2745,80.0,1.0
2746,94.0,2.0
2747,74.0,1.0
2748,67.0,2.0
2749,88.0,1.0
2750,78.0,0.0
2751,70.0,1.0
2752,82.0,0.0
2753,81.0,1.0
2754,81.0,1.0
2755,65.0,1.0
2756,83.0,0.0
2757,83.0,3.0
2758,77.0,3.0
2759,76.0,0.0
2760,80.0,0.0
2760,,
2761,74.0,0.0
2762,79.0,2.0
2763,83.0,1.0
2764,67.0,1.0
2765,65.0,3.0
2766,71.0,0.0
2767,76.0,3.0
2768,73.0,2.0
2769,76.0,1.0
2770,77.0,2.0
2771,77.0,3.0
2772,82.0,2.0
2773,83.0,2.0
2774,85.0,1.0
2775,76.0,1.0
2776,75.0,1.0
2777,80.0,2.0
2778,69.0,2.0
2779,71.0,0.0
2780,68.0,2.0
2780,,
2781,69.0,3.0
2782,78.0,3.0
2783,69.0,3.0
2784,85.0,0.0
2785,81.0,2.0
2786,72.0,0.0
2787,78.0,0.0
2788,64.0,1.0
2789,74.0,3.0
2790,68.0,3.0
2791,58.0,3.0
2792,88.0,1.0
2793,64.0,3.0
2794,79.0,2.0
2795,80.0,2.0
2796,69.0,2.0
2797,78.0,2.0
2798,90.0,1.0
2799,79.0,2.0
2800,66.0,0.0
2800,,
2801,67.0,3.0
2802,69.0,3.0
2803,78.0,2.0
2804,72.0,3.0
2805,77.0,1.0
2806,82.0,3.0
2807,78.0,3.0
2808,83.0,2.0
2809,83.0,3.0
2810,84.0,0.0
2811,71.0,0.0
2812,81.0,0.0
2813,70.0,2.0
2814,70.0,2.0
2815,81.0,0.0
2816,85.0,2.0
2817,74.0,3.0
2818,73.0,0.0
2819,78.0,2.0
2820,85.0,2.0
2820,,
2821,80.0,3.0
2822,76.0,1.0
2823,82.0,3.0
2824,73.0,0.0
2825,81.0,2.0
2826,75.0,2.0
2827,76.0,2.0
2828,77.0,0.0
2829,70.0,0.0
2830,79.0,3.0
2831,74.0,1.0
2832,78.0,0.0
2833,74.0,3.0
2834,72.0,1.0
2835,83.0,2.0
2836,79.0,2.0
2837,74.0,3.0
2838,78.0,1.0
2839,88.0,3.0
2840,84.0,2.0
2840,,
2841,80.0,0.0
2842,70.0,2.0
2843,65.0,1.0
2844,80.0,2.0
2845,59.0,2.0
2846,75.0,0.0
2847,71.0,1.0
2848,72.0,2.0
2849,76.0,3.0
2850,79.0,2.0
2851,78.0,3.0
2852,64.0,3.0
2853,78.0,3.0
2854,74.0,3.0
2855,82.0,1.0
2856,69.0,3.0
2857,70.0,1.0
2858,76.0,3.0
2859,79.0,3.0
2860,83.0,2.0
2860,,
2861,81.0,2.0
2862,70.0,2.0
2863,85.0,0.0
2864,73.0,3.0
2865,74.0,2.0
2866,80.0,1.0
2867,78.0,0.0
2868,81.0,1.0
2869,68.0,1.0
2870,84.0,3.0
2871,81.0,3.0
2872,83.0,0.0
2873,76.0,3.0
2874,64.0,0.0
2875,83.0,1.0
2876,80.0,2.0
2877,76.0,0.0
2878,80.0,2.0
2879,68.0,1.0
2880,84.0,1.0
2880,,
2881,71.0,3.0
2882,82.0,2.0
2883,65.0,2.0
2884,72.0,3.0
2885,83.0,1.0
2886,72.0,3.0
2887,73.0,0.0
2888,75.0,0.0
2889,80.0,0.0
2890,86.0,0.0
2891,80.0,0.0
2892,72.0,0.0
2893,72.0,2.0
2894,70.0,2.0
2895,86.0,0.0
2896,87.0,1.0
2897,87.0,0.0
2898,69.0,2.0
2899,89.0,3.0
2900,75.0,1.0
2900,,
2901,75.0,0.0
2902,91.0,1.0
2903,84.0,2.0
2904,74.0,3.0
2905,68.0,0.0
2906,79.0,2.0
2907,80.0,2.0
2908,66.0,1.0
2909,94.0,0.0
2910,78.0,2.0
2911,80.0,1.0
2912,89.0,2.0
2913,85.0,2.0
2914,76.0,0.0
2915,71.0,1.0
2916,77.0,2.0
2917,79.0,3.0
2918,83.0,3.0
2919,76.0,1.0
2920,75.0,3.0
2920,,
2921,68.0,1.0
2922,77.0,1.0
2923,80.0,1.0
2924,75.0,2.0
2925,63.0,3.0
2926,69.0,1.0
2927,79.0,2.0
2928,82.0,0.0
2929,75.0,1.0
2930,85.0,2.0
2931,69.0,2.0
2932,76.0,1.0
2933,82.0,3.0
2934,65.0,1.0
2935,87.0,3.0
2936,74.0,3.0
2937,65.0,1.0
2938,76.0,1.0
2939,74.0,3.0
2940,73.0,3.0
2940,,
2941,77.0,3.0
2942,71.0,1.0
2943,85.0,0.0
2944,63.0,0.0
2945,76.0,2.0
2946,76.0,1.0
2947,79.0,3.0
2948,78.0,3.0
2949,86.0,3.0
2950,86.0,0.0
2951,65.0,0.0
2952,73.0,2.0
2953,79.0,3.0
2954,80.0,3.0
2955,79.0,3.0
2956,85.0,0.0
2957,78.0,3.0
2958,84.0,1.0
2959,79.0,0.0
2960,76.0,0.0
2960,,
2961,81.0,1.0
2962,80.0,2.0
2963,66.0,0.0
2964,79.0,2.0
2965,83.0,3.0
2966,81.0,2.0
2967,79.0,3.0
2968,81.0,3.0
2969,82.0,1.0
2970,87.0,3.0
2971,77.0,1.0
2972,72.0,3.0
2973,79.0,0.0
2974,97.0,1.0
2975,77.0,1.0
2976,84.0,0.0
2977,94.0,1.0
2978,89.0,1.0
2979,77.0,1.0
2980,71.0,1.0
2980,,
2981,82.0,2.0
2982,84.0,3.0
2983,74.0,0.0
2984,93.0,0.0
2985,72.0,2.0
2986,82.0,2.0
2987,66.0,1.0
2988,72.0,0.0
2989,84.0,0.0
2990,80.0,2.0
2991,72.0,3.0
2992,77.0,3.0
2993,88.0,0.0
2994,95.0,2.0
2995,85.0,0.0
2996,78.0,3.0
2997,79.0,1.0
2998,94.0,3.0
2999,76.0,0.0
3000,75.0,1.0
3000,,
3001,77.0,3.0
3002,72.0,0.0
3003,87.0,0.0
3004,76.0,3.0
3005,79.0,1.0
3006,78.0,1.0
3007,77.0,2.0
3008,81.0,2.0
3009,80.0,1.0
3010,70.0,3.0
3011,81.0,1.0
3012,80.0,3.0
3013,86.0,3.0
3014,81.0,3.0
3015,77.0,2.0
3016,73.0,0.0
3017,74.0,0.0
3018,84.0,1.0
3019,84.0,1.0
3020,70.0,0.0
3020,,
3021,75.0,0.0
3022,74.0,1.0
3023,80.0,2.0
3024,87.0,1.0
3025,74.0,2.0
3026,84.0,1.0
3027,74.0,3.0
3028,74.0,1.0
3029,72.0,3.0
3030,84.0,0.0
3031,92.0,3.0
3032,84.0,1.0
3033,88.0,0.0
3034,78.0,3.0
3035,69.0,2.0
3036,68.0,1.0
3037,72.0,0.0
3038,78.0,1.0
3039,88.0,1.0
3040,78.0,3.0
3040,,
3041,77.0,3.0
3042,75.0,0.0
3043,79.0,0.0
3044,86.0,0.0
3045,73.0,3.0
3046,77.0,1.0
3047,81.0,1.0
3048,77.0,0.0
3049,78.0,1.0
3050,68.0,0.0
3051,71.0,3.0
3052,77.0,3.0
3053,78.0,1.0
3054,82.0,0.0
3055,77.0,0.0
3056,88.0,0.0
3057,95.0,0.0
3058,78.0,3.0
3059,68.0,0.0
3060,77.0,1.0
3060,,
3061,75.0,2.0
3062,79.0,0.0
3063,84.0,0.0
3064,77.0,2.0
3065,86.0,1.0
3066,83.0,3.0
3067,92.0,1.0
3068,68.0,1.0
3069,84.0,1.0
3070,82.0,2.0
3071,83.0,2.0
3072,61.0,1.0
3073,94.0,3.0
3074,70.0,3.0
3075,86.0,0.0
3076,80.0,0.0
3077,86.0,2.0
3078,80.0,3.0
3079,71.0,0.0
3080,87.0,1.0
3080,,
3081,77.0,3.0
3082,80.0,1.0
3083,78.0,1.0
3084,75.0,1.0
3085,75.0,3.0
3086,81.0,1.0
3087,85.0,2.0
3088,66.0,2.0
3089,67.0,2.0
3090,70.0,0.0
3091,80.0,1.0
3092,77.0,2.0
3093,78.0,2.0
3094,96.0,2.0
3095,66.0,0.0
3096,74.0,1.0
3097,72.0,0.0
3098,79.0,1.0
3099,84.0,2.0
3100,94.0,1.0
3100,,
3101,77.0,0.0
3102,68.0,2.0
3103,81.0,3.0
3104,68.0,2.0
3105,87.0,1.0
3106,82.0,2.0
3107,69.0,2.0
3108,89.0,1.0
3109,79.0,3.0
3110,72.0,3.0
3111,88.0,3.0
3112,95.0,0.0
3113,73.0,3.0
3114,80.0,3.0
3115,81.0,0.0
3116,76.0,2.0
3117,72.0,3.0
3118,89.0,3.0
3119,81.0,0.0
3120,82.0,2.0
3120,,
3121,72.0,1.0
3122,70.0,3.0
3123,68.0,3.0
3124,84.0,3.0
3125,61.0,0.0
3126,76.0,3.0
3127,68.0,3.0
3128,73.0,3.0
3129,74.0,1.0
3130,78.0,2.0
3131,78.0,0.0
3132,86.0,2.0
3133,67.0,0.0
3134,69.0,2.0
3135,73.0,1.0
3136,77.0,1.0
3137,81.0,0.0
3138,62.0,1.0
3139,75.0,1.0
3140,88.0,1.0
3140,,
3141,89.0,0.0
3142,83.0,2.0
3143,68.0,0.0
3144,68.0,1.0
3145,76.0,2.0
3146,78.0,0.0
3147,79.0,0.0
3148,75.0,1.0
3149,88.0,0.0
3150,95.0,0.0
3151,92.0,2.0
3152,77.0,1.0
3153,80.0,0.0
3154,72.0,2.0
3155,75.0,1.0
3156,80.0,0.0
3157,80.0,2.0
3158,76.0,0.0
3159,83.0,1.0
3160,75.0,1.0
3160,,
3161,81.0,1.0
3162,90.0,3.0
3163,76.0,0.0
3164,77.0,2.0
3165,77.0,3.0
3166,80.0,3.0
3167,80.0,2.0
3168,85.0,2.0
3169,74.0,3.0
3170,67.0,3.0
3171,83.0,0.0
3172,86.0,3.0
3173,79.0,3.0
3174,80.0,1.0
3175,76.0,2.0
3176,80.0,3.0
3177,78.0,1.0
3178,80.0,2.0
3179,74.0,1.0
3180,80.0,3.0
3180,,
3181,77.0,3.0
3182,68.0,1.0
3183,81.0,2.0
3184,59.0,0.0
3185,87.0,0.0
3186,78.0,2.0
3187,88.0,1.0
3188,82.0,2.0
3189,78.0,0.0
3190,86.0,3.0
3191,80.0,1.0
3192,67.0,1.0
3193,87.0,3.0
3194,80.0,0.0
3195,71.0,0.0
3196,80.0,3.0
3197,69.0,3.0
3198,76.0,0.0
3199,80.0,0.0
3200,78.0,2.0
3200,,
3201,85.0,2.0
3202,65.0,2.0
3203,82.0,0.0
3204,79.0,3.0
3205,72.0,3.0
3206,79.0,0.0
3207,81.0,1.0
3208,86.0,1.0
3209,78.0,1.0
3210,81.0,3.0
3211,76.0,3.0
3212,89.0,3.0
3213,81.0,0.0
3214,79.0,0.0
3215,95.0,1.0
3216,81.0,1.0
3217,81.0,2.0
3218,67.0,2.0
3219,85.0,3.0
3220,76.0,1.0
3220,,
3221,74.0,3.0
3222,84.0,3.0
3223,77.0,0.0
3224,86.0,2.0
3225,89.0,1.0
3226,79.0,2.0
3227,86.0,1.0
3228,79.0,1.0
3229,90.0,1.0
3230,80.0,1.0
3231,85.0,1.0
3232,64.0,2.0
3233,82.0,2.0
3234,85.0,3.0
3235,79.0,2.0
3236,73.0,3.0
3237,64.0,1.0
3238,67.0,1.0
3239,81.0,2.0
3240,80.0,1.0
3240,,
3241,78.0,3.0
3242,69.0,3.0
3243,77.0,0.0
3244,83.0,1.0
3245,80.0,3.0
3246,75.0,3.0
3247,69.0,2.0
3248,72.0,1.0
3249,75.0,3.0
3250,66.0,3.0
3251,78.0,3.0
3252,82.0,1.0
3253,81.0,0.0
3254,68.0,1.0
3255,71.0,2.0
3256,76.0,0.0
3257,91.0,3.0
3258,79.0,1.0
3259,79.0,3.0
3260,81.0,3.0
3260,,
3261,88.0,0.0
3262,72.0,0.0
3263,75.0,0.0
3264,68.0,2.0
3265,82.0,2.0
3266,82.0,3.0
3267,93.0,1.0
3268,81.0,2.0
3269,81.0,3.0
3270,79.0,0.0
3271,76.0,1.0
3272,81.0,2.0
3273,78.0,2.0
3274,81.0,2.0
3275,84.0,3.0
3276,72.0,0.0
3277,79.0,0.0
3278,76.0,1.0
3279,72.0,1.0
3280,77.0,2.0
3280,,
3281,67.0,2.0
3282,91.0,1.0
3283,78.0,0.0
3284,76.0,1.0
3285,95.0,3.0
3286,78.0,3.0
3287,75.0,3.0
3288,85.0,0.0
3289,77.0,3.0
3290,84.0,3.0
3291,71.0,3.0
3292,85.0,1.0
3293,86.0,3.0
3294,82.0,0.0
3295,76.0,3.0
3296,78.0,1.0
3297,73.0,3.0
3298,85.0,1.0
3299,78.0,2.0
3300,72.0,3.0
3300,,
3301,81.0,1.0
3302,73.0,3.0
3303,81.0,2.0
3304,71.0,2.0
3305,73.0,1.0
3306,54.0,3.0
3307,73.0,1.0
3308,82.0,3.0
3309,74.0,3.0
3310,86.0,3.0
3311,84.0,0.0
3312,74.0,3.0
3313,71.0,0.0
3314,73.0,1.0
3315,81.0,0.0
3316,83.0,1.0
3317,79.0,0.0
3318,77.0,3.0
3319,74.0,2.0
3320,77.0,2.0
3320,,
3321,90.0,1.0
3322,89.0,2.0
3323,87.0,3.0
3324,67.0,0.0
3325,81.0,2.0
3326,83.0,1.0
3327,76.0,3.0
3328,82.0,0.0
3329,75.0,3.0
3330,78.0,0.0
3331,75.0,2.0
3332,79.0,3.0
3333,87.0,0.0
3334,76.0,0.0
3335,66.0,2.0
3336,71.0,1.0
3337,79.0,0.0
3338,74.0,3.0
3339,78.0,0.0
3340,75.0,3.0
3340,,
3341,83.0,1.0
3342,61.0,1.0
3343,73.0,1.0
3344,79.0,1.0
3345,80.0,3.0
3346,70.0,1.0
3347,82.0,0.0
3348,75.0,2.0
3349,81.0,3.0
3350,70.0,0.0
3351,73.0,2.0
3352,87.0,0.0
3353,89.0,3.0
3354,80.0,1.0
3355,89.0,0.0
3356,89.0,3.0
3357,68.0,2.0
3358,72.0,2.0
3359,72.0,3.0
3360,71.0,0.0
3360,,
3361,75.0,0.0
3362,85.0,2.0
3363,78.0,0.0
3364,76.0,1.0
3365,81.0,0.0
3366,78.0,0.0
3367,84.0,0.0
3368,86.0,2.0
3369,73.0,3.0
3370,63.0,3.0
3371,76.0,0.0
3372,70.0,1.0
3373,77.0,2.0
3374,81.0,2.0
3375,93.0,0.0
3376,73.0,1.0
3377,89.0,0.0
3378,90.0,0.0
3379,91.0,3.0
3380,78.0,2.0
3380,,
3381,77.0,3.0
3382,80.0,2.0
3383,84.0,0.0
3384,88.0,2.0
3385,79.0,1.0
3386,80.0,1.0
3387,65.0,0.0
3388,82.0,1.0
3389,72.0,0.0
3390,89.0,3.0
3391,83.0,3.0
3392,69.0,0.0
3393,80.0,1.0
3394,74.0,3.0
3395,83.0,2.0
3396,77.0,0.0
3397,77.0,0.0
3398,70.0,2.0
3399,75.0,1.0
3400,77.0,0.0
3400,,
3401,61.0,3.0
3402,80.0,2.0
3403,75.0,2.0
3404,67.0,0.0
3405,70.0,2.0
3406,89.0,3.0
3407,73.0,2.0
3408,80.0,1.0
3409,76.0,0.0
3410,68.0,2.0
3411,74.0,2.0
3412,77.0,2.0
3413,74.0,0.0
3414,81.0,2.0
3415,74.0,1.0
3416,83.0,2.0
3417,87.0,3.0
3418,80.0,3.0
3419,70.0,0.0
3420,76.0,3.0
3420,,
3421,73.0,2.0
3422,64.0,3.0
3423,71.0,3.0
3424,77.0,2.0
3425,69.0,3.0
3426,84.0,1.0
3427,77.0,2.0
3428,64.0,2.0
3429,76.0,3.0
3430,81.0,3.0
3431,82.0,0.0
3432,80.0,2.0
3433,67.0,1.0
3434,78.0,0.0
3435,72.0,1.0
3436,72.0,2.0
3437,70.0,0.0
3438,77.0,0.0
3439,86.0,3.0
3440,75.0,0.0
3440,,
3441,67.0,3.0
3442,82.0,3.0
3443,65.0,1.0
3444,78.0,0.0
3445,75.0,1.0
3446,81.0,3.0
3447,75.0,2.0
3448,81.0,2.0
3449,89.0,2.0
3450,83.0,0.0
3451,68.0,1.0
3452,83.0,2.0
3453,80.0,3.0
3454,78.0,3.0
3455,89.0,0.0
3456,70.0,0.0
3457,72.0,1.0
3458,73.0,3.0
3459,79.0,0.0
3460,70.0,2.0
3460,,
3461,79.0,0.0
3462,73.0,2.0
3463,62.0,0.0
3464,71.0,2.0
3465,76.0,3.0
3466,79.0,2.0
3467,84.0,3.0
3468,78.0,0.0
3469,62.0,2.0
3470,72.0,3.0
3471,79.0,2.0
3472,74.0,0.0
3473,85.0,2.0
3474,63.0,3.0
3475,81.0,0.0
3476,91.0,2.0
3477,72.0,2.0
3478,83.0,1.0
3479,87.0,1.0
3480,73.0,0.0
3480,,
3481,75.0,3.0
3482,69.0,1.0
3483,80.0,1.0
3484,75.0,0.0
3485,76.0,2.0
3486,71.0,1.0
3487,71.0,1.0
3488,89.0,0.0
3489,93.0,0.0
3490,82.0,2.0
3491,78.0,2.0
3492,74.0,1.0
3493,95.0,3.0
3494,68.0,3.0
3495,73.0,0.0
3496,81.0,1.0
3497,78.0,2.0
3498,66.0,0.0
3499,78.0,2.0
3500,76.0,1.0
3500,,
3501,79.0,2.0
3502,66.0,2.0
3503,86.0,3.0
3504,63.0,2.0
3505,70.0,1.0
3506,78.0,0.0
3507,72.0,3.0
3508,86.0,2.0
3509,66.0,2.0
3510,84.0,1.0
3511,75.0,2.0
3512,73.0,3.0
3513,75.0,0.0
3514,72.0,0.0
3515,69.0,0.0
3516,78.0,2.0
3517,82.0,2.0
3518,65.0,2.0
3519,70.0,2.0
3520,70.0,2.0
3520,,
3521,87.0,1.0
3522,77.0,1.0
3523,76.0,3.0
3524,72.0,0.0
3525,82.0,2.0
3526,79.0,1.0
3527,69.0,2.0
3528,70.0,3.0
3529,88.0,1.0
3530,92.0,2.0
3531,75.0,2.0
3532,75.0,3.0
3533,82.0,2.0
3534,73.0,0.0
3535,75.0,2.0
3536,87.0,2.0
3537,69.0,0.0
3538,65.0,1.0
3539,85.0,1.0
3540,90.0,3.0
3540,,
3541,83.0,2.0
3542,74.0,3.0
3543,63.0,3.0
3544,76.0,3.0
3545,80.0,3.0
3546,72.0,1.0
3547,75.0,1.0
3548,78.0,0.0
3549,74.0,0.0
3550,79.0,3.0
3551,70.0,3.0
3552,72.0,1.0
3553,71.0,2.0
3554,81.0,0.0
3555,76.0,0.0
3556,67.0,1.0
3557,93.0,0.0
3558,66.0,2.0
3559,74.0,1.0
3560,71.0,1.0
3560,,
3561,85.0,0.0
3562,73.0,2.0
3563,66.0,3.0
3564,83.0,1.0
3565,81.0,3.0
3566,79.0,3.0
3567,82.0,1.0
3568,77.0,2.0
3569,68.0,0.0
3570,83.0,1.0
3571,71.0,3.0
3572,80.0,3.0
3573,70.0,1.0
3574,76.0,0.0
3575,76.0,3.0
3576,80.0,3.0
3577,74.0,2.0
3578,98.0,1.0
3579,70.0,2.0
3580,81.0,3.0
3580,,
3581,64.0,3.0
3582,80.0,0.0
3583,85.0,2.0
3584,74.0,2.0
3585,82.0,1.0
3586,89.0,1.0
3587,73.0,0.0
3588,85.0,3.0
3589,78.0,3.0
3590,77.0,1.0
3591,79.0,1.0
3592,73.0,1.0
3593,72.0,1.0
3594,83.0,3.0
3595,75.0,3.0
3596,69.0,2.0
3597,71.0,2.0
3598,79.0,3.0
3599,78.0,1.0
3600,82.0,3.0
3600,,
3601,74.0,3.0
3602,73.0,1.0
3603,71.0,0.0
3604,86.0,3.0
3605,78.0,3.0
3606,79.0,2.0
3607,76.0,3.0
3608,80.0,0.0
3609,90.0,1.0
3610,73.0,0.0
3611,83.0,0.0
3612,75.0,1.0
3613,71.0,2.0
3614,72.0,3.0
3615,73.0,1.0
3616,76.0,0.0
3617,84.0,0.0
3618,79.0,3.0
3619,69.0,3.0
3620,90.0,2.0
3620,,
3621,77.0,3.0
3622,79.0,1.0
3623,75.0,3.0
3624,82.0,3.0
3625,64.0,2.0
3626,92.0,1.0
3627,57.0,3.0
3628,62.0,1.0
3629,76.0,2.0
3630,76.0,3.0
3631,86.0,1.0
3632,76.0,3.0
3633,76.0,2.0
3634,76.0,1.0
3635,76.0,0.0
3636,81.0,0.0
3637,74.0,0.0
3638,77.0,3.0
3639,76.0,2.0
3640,72.0,2.0
3640,,
3641,79.0,0.0
3642,79.0,0.0
3643,68.0,2.0
3644,72.0,3.0
3645,77.0,2.0
3646,68.0,0.0
3647,81.0,0.0
3648,67.0,2.0
3649,70.0,2.0
3650,77.0,0.0
3651,75.0,0.0
3652,80.0,3.0
3653,63.0,0.0
3654,80.0,1.0
3655,73.0,0.0
3656,79.0,0.0
3657,80.0,2.0
3658,70.0,0.0
3659,86.0,3.0
3660,71.0,1.0
3660,,
3661,84.0,0.0
3662,83.0,1.0
3663,77.0,3.0
3664,77.0,3.0
3665,74.0,2.0
3666,80.0,3.0
3667,66.0,2.0
3668,61.0,3.0
3669,71.0,0.0
3670,74.0,1.0
3671,76.0,2.0
3672,73.0,3.0
3673,73.0,1.0
3674,78.0,0.0
3675,76.0,1.0
3676,78.0,1.0
3677,78.0,2.0
3678,70.0,1.0
3679,72.0,3.0
3680,76.0,2.0
3680,,
3681,78.0,1.0
3682,89.0,2.0
3683,83.0,1.0
3684,83.0,1.0
3685,79.0,2.0
3686,74.0,1.0
3687,72.0,3.0
3688,85.0,0.0
3689,92.0,1.0
3690,79.0,0.0
3691,86.0,3.0
3692,71.0,0.0
3693,76.0,2.0
3694,78.0,2.0
3695,80.0,1.0
3696,85.0,3.0
3697,72.0,3.0
3698,72.0,1.0
3699,86.0,1.0
3700,72.0,3.0
3700,,
3701,75.0,2.0
3702,79.0,1.0
3703,86.0,0.0
3704,77.0,2.0
3705,84.0,1.0
3706,95.0,2.0
3707,84.0,0.0
3708,79.0,1.0
3709,78.0,2.0
3710,84.0,1.0
3711,81.0,0.0
3712,69.0,0.0
3713,80.0,1.0
3714,73.0,3.0
3715,83.0,3.0
3716,74.0,2.0
3717,90.0,0.0
3718,73.0,0.0
3719,76.0,0.0
3720,71.0,2.0
3720,,
3721,75.0,1.0
3722,82.0,2.0
3723,69.0,0.0
3724,71.0,3.0
3725,76.0,3.0
3726,64.0,2.0
3727,75.0,0.0
3728,68.0,3.0
3729,92.0,0.0
3730,89.0,0.0
3731,77.0,1.0
3732,80.0,1.0
3733,80.0,2.0
3734,82.0,1.0
3735,88.0,1.0
3736,67.0,3.0
3737,92.0,2.0
3738,83.0,0.0
3739,75.0,2.0
3740,83.0,2.0
3740,,
3741,78.0,1.0
3742,70.0,1.0
3743,78.0,2.0
3744,72.0,2.0
3745,81.0,3.0
3746,86.0,1.0
3747,86.0,1.0
3748,72.0,3.0
3749,72.0,2.0
3750,77.0,3.0
3751,81.0,0.0
3752,76.0,1.0
3753,74.0,2.0
3754,83.0,0.0
3755,75.0,3.0
3756,67.0,1.0
3757,74.0,0.0
3758,81.0,1.0
3759,82.0,0.0
3760,73.0,2.0
3760,,
3761,85.0,1.0
3762,76.0,3.0
3763,78.0,2.0
3764,82.0,0.0
3765,72.0,0.0
3766,77.0,2.0
3767,77.0,2.0
3768,86.0,2.0
3769,80.0,2.0
3770,83.0,0.0
3771,75.0,2.0
3772,75.0,3.0
3773,70.0,3.0
3774,93.0,3.0
3775,71.0,3.0
3776,71.0,1.0
3777,74.0,1.0
3778,74.0,3.0
3779,77.0,1.0
3780,73.0,2.0
3780,,
3781,83.0,1.0
3782,82.0,2.0
3783,79.0,1.0
3784,78.0,1.0
3785,74.0,0.0
3786,71.0,0.0
3787,82.0,2.0
3788,63.0,3.0
3789,72.0,2.0
3790,77.0,2.0
3791,75.0,3.0
3792,70.0,2.0
3793,92.0,3.0
3794,84.0,0.0
3795,76.0,3.0
3796,80.0,2.0
3797,77.0,1.0
3798,77.0,2.0
3799,78.0,3.0
3800,73.0,0.0
3800,,
3801,81.0,3.0
3802,76.0,0.0
3803,71.0,1.0
3804,69.0,2.0
3805,84.0,3.0
3806,78.0,0.0
3807,76.0,0.0
3808,90.0,0.0
3809,80.0,0.0
3810,75.0,1.0
3811,84.0,2.0
3812,76.0,1.0
3813,69.0,1.0
3814,84.0,0.0
3815,81.0,0.0
3816,76.0,2.0
3817,77.0,2.0
3818,76.0,2.0
3819,75.0,0.0
3820,76.0,2.0
3820,,
