episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
200,88,0.004194571985863149,0.0018159030005335808,0.0,0.0,0.0,0.7807576239574701
400,82,0.0031077360035851598,0.001474851043894887,0.0,0.0,0.0,1.4934971879702061
600,81,0.004720930941402912,0.0023587989853695035,0.0,0.0,0.0,31.280359328957275
800,79,0.0035083029652014375,0.0017716489965096116,0.0,0.0,0.0,32.1854372889502
1000,74,34.84947194100823,0.002712198067456484,33.27932867896743,1.562313886010088,0.001703521003946662,67.95102611894254
1200,75,0.004862884990870953,0.0027115249540656805,0.0,0.0,0.0,68.78296126495115
1400,88,0.004534228006377816,0.0019713910296559334,0.0,0.0,0.0,69.59331759798806
1600,66,0.0029896050691604614,0.0015841450076550245,0.0,0.0,0.0,103.1746786320582
1800,79,0.006226724945008755,0.003220448037609458,0.0,0.0,0.0,104.08626764803194
2000,71,34.90192299406044,0.002149457926861942,33.28850619390141,1.6077706790529191,0.0013751769438385963,139.82135646604002
2200,65,0.0041615229565650225,0.002097096061334014,0.0,0.0,0.0,140.5903772090096
2400,60,0.003922077012248337,0.0020753860007971525,0.0,0.0,0.0,141.38771442195866
2600,82,0.004455078975297511,0.0021259280620142817,0.0,0.0,0.0,172.578947974951
2800,75,0.0034493979765102267,0.001836551004089415,0.0,0.0,0.0,173.49001758999657
3000,72,31.3435589580331,0.0026832260191440582,29.79725161101669,1.539157778955996,0.0013246589805930853,205.64152445201762
3200,74,0.0043300039833411574,0.002171856933273375,0.0,0.0,0.0,206.45122576900758
3400,70,0.004715520073659718,0.002438395982608199,0.0,0.0,0.0,207.28768803097773
3600,85,0.004119978053495288,0.002123059006407857,0.0,0.0,0.0,240.313811791013
3800,78,0.005627208040095866,0.0027025440940633416,0.0,0.0,0.0,241.49355399794877
4000,78,31.453115524025634,0.0017900659004226327,29.73842053709086,1.7098581009777263,0.0013044390361756086,273.8571379369823
4200,80,0.004616264021024108,0.002304357010871172,0.0,0.0,0.0,274.74496398097835
4400,79,0.006473380955867469,0.0037268460728228092,0.0,0.0,0.0,275.7569317090092
4600,69,0.004511474980972707,0.0023455030750483274,0.0,0.0,0.0,308.67411240004003
4800,78,0.004619469051249325,0.0025170070584863424,0.0,0.0,0.0,309.64772211003583
5000,69,32.85341254598461,0.002302075969055295,31.081426991033368,1.766246494022198,0.0013142029056325555,343.44511371303815
5200,67,0.009752955986186862,0.005417690030299127,0.0,0.0,0.0,344.5618993759854
5400,84,0.00447074300609529,0.002408798085525632,0.0,0.0,0.0,345.65468027000315
5600,77,0.0037985980743542314,0.0020771680865436792,0.0,0.0,0.0,376.62289966701064
5800,74,0.004826880060136318,0.002551274956203997,0.0,0.0,0.0,377.5601111330325
6000,80,30.193873351905495,0.0021300310036167502,28.345540261943825,1.8427822309313342,0.0014358459739014506,408.66589839500375
6200,74,0.004838458029553294,0.002762285992503166,0.0,0.0,0.0,409.71321833203547
6400,71,0.003959488007239997,0.002314980956725776,0.0,0.0,0.0,410.6210273989709
6600,73,0.004086085013113916,0.002371405018493533,0.0,0.0,0.0,441.6704857799923
6800,70,0.005464940913952887,0.0032995210494846106,0.0,0.0,0.0,442.72943046095315
7000,78,29.51632787589915,0.00297658599447459,27.45531867002137,2.053726152982563,0.001605549012310803,473.196652450948
7200,79,0.005173040088266134,0.002823835937306285,0.0,0.0,0.0,474.27544361702166
7400,83,0.005747667048126459,0.002929624984972179,0.0,0.0,0.0,475.4005071639549
7600,75,0.006241029012016952,0.0036863050190731883,0.0,0.0,0.0,506.56634618202224
7800,79,0.005493251024745405,0.0029111289186403155,0.0,0.0,0.0,507.6272017370211
8000,74,30.25688324694056,0.0029021850787103176,28.29466059396509,1.9557462349766865,0.0013157189823687077,538.8964568480151
8200,72,0.005795736098662019,0.0034599039936438203,0.0,0.0,0.0,540.0610013189726
8400,72,0.004621766973286867,0.002873950987122953,0.0,0.0,0.0,541.1218170929933
8600,86,0.004737425013445318,0.0028108389815315604,0.0,0.0,0.0,572.1079774639802
8800,84,0.006329297088086605,0.0037606690311804414,0.0,0.0,0.0,573.3172753270483
9000,72,29.82580614904873,0.0029552989872172475,27.956857904908247,1.862961889943108,0.0013057589530944824,604.1752963139443
9200,81,0.004618586041033268,0.0029602969298139215,0.0,0.0,0.0,605.3244308360154
9400,70,0.00530591793358326,0.003156718914397061,0.0,0.0,0.0,606.4134736020351
