episode,ep_length,ep_env_return,ep_shaping_return,ep_final_bonus
1,154.0,0.0,0.0,0.0
2,134.0,0.0,0.0,0.0
3,127.0,3.0,0.0,0.0
4,117.0,3.0,0.0,0.0
5,126.0,3.0,0.0,0.0
6,99.0,2.0,0.0,0.0
7,103.0,0.0,0.0,0.0
8,139.0,2.0,0.0,0.0
9,103.0,3.0,0.0,0.0
10,113.0,1.0,0.0,0.0
11,104.0,0.0,0.0,0.0
12,102.0,3.0,0.0,0.0
13,113.0,3.0,0.0,0.0
14,100.0,0.0,0.0,0.0
15,115.0,1.0,0.0,0.0
16,107.0,2.0,0.0,0.0
17,119.0,3.0,0.0,0.0
18,106.0,3.0,0.0,0.0
19,117.0,0.0,0.0,0.0
20,103.0,0.0,0.0,0.0
21,100.0,2.0,0.0,0.0
22,98.0,2.0,0.0,0.0
23,110.0,3.0,0.0,0.0
24,112.0,2.0,0.0,0.0
25,102.0,2.0,0.0,0.0
26,104.0,2.0,0.0,0.0
27,114.0,2.0,0.0,0.0
28,112.0,1.0,0.0,0.0
29,110.0,2.0,0.0,0.0
30,116.0,1.0,0.0,0.0
31,119.0,0.0,0.0,0.0
32,108.0,3.0,0.0,0.0
33,110.0,1.0,0.0,0.0
34,111.0,2.0,0.0,0.0
35,100.0,1.0,0.0,0.0
36,109.0,3.0,0.0,0.0
37,133.0,1.0,0.0,0.0
38,110.0,3.0,0.0,0.0
39,108.0,3.0,0.0,0.0
40,111.0,0.0,0.0,0.0
41,115.0,2.0,0.0,0.0
42,105.0,3.0,0.0,0.0
43,115.0,1.0,0.0,0.0
44,112.0,2.0,0.0,0.0
45,104.0,3.0,0.0,0.0
46,91.0,1.0,0.0,0.0
47,113.0,3.0,0.0,0.0
48,105.0,2.0,0.0,0.0
49,127.0,2.0,0.0,0.0
50,109.0,0.0,0.0,0.0
51,126.0,0.0,0.0,0.0
52,98.0,2.0,0.0,0.0
53,98.0,0.0,0.0,0.0
54,125.0,0.0,0.0,0.0
55,106.0,2.0,0.0,0.0
56,120.0,3.0,0.0,0.0
57,123.0,1.0,0.0,0.0
58,123.0,2.0,0.0,0.0
59,117.0,2.0,0.0,0.0
60,118.0,3.0,0.0,0.0
61,88.0,2.0,0.0,0.0
62,124.0,1.0,0.0,0.0
63,127.0,1.0,0.0,0.0
64,119.0,2.0,0.0,0.0
65,116.0,0.0,0.0,0.0
66,97.0,2.0,0.0,0.0
67,98.0,2.0,0.0,0.0
68,92.0,3.0,0.0,0.0
69,97.0,1.0,0.0,0.0
70,105.0,0.0,0.0,0.0
71,121.0,3.0,0.0,0.0
72,97.0,1.0,0.0,0.0
73,103.0,1.0,0.0,0.0
74,112.0,3.0,0.0,0.0
75,123.0,0.0,0.0,0.0
76,136.0,1.0,0.0,0.0
77,107.0,2.0,0.0,0.0
78,107.0,0.0,0.0,0.0
79,110.0,0.0,0.0,0.0
80,123.0,1.0,0.0,0.0
81,91.0,3.0,0.0,0.0
82,124.0,1.0,0.0,0.0
83,95.0,0.0,0.0,0.0
84,98.0,3.0,0.0,0.0
85,109.0,2.0,0.0,0.0
86,101.0,1.0,0.0,0.0
87,103.0,3.0,0.0,0.0
88,113.0,2.0,0.0,0.0
89,117.0,1.0,0.0,0.0
90,105.0,0.0,0.0,0.0
91,118.0,0.0,0.0,0.0
92,106.0,0.0,0.0,0.0
93,99.0,3.0,0.0,0.0
94,94.0,3.0,0.0,0.0
95,94.0,2.0,0.0,0.0
96,98.0,0.0,0.0,0.0
97,99.0,1.0,0.0,0.0
98,117.0,3.0,0.0,0.0
99,98.0,1.0,0.0,0.0
100,100.0,1.0,0.0,0.0
101,88.0,0.0,0.0,0.0
102,96.0,2.0,0.0,0.0
103,113.0,2.0,0.0,0.0
104,110.0,0.0,0.0,0.0
105,106.0,1.0,0.0,0.0
106,93.0,2.0,0.0,0.0
