opponent,episode,p0,p1,p2,p3
single_only,9000,0.641,0.136,0.148,0.075
max_combo,9000,0.3695,0.2525,0.215,0.163
random2,9000,0.423,0.273,0.195,0.109
v_table,9000,0.237,0.2315,0.2255,0.306
single_only,9500,0.629,0.1235,0.166,0.0815
max_combo,9500,0.387,0.2275,0.2135,0.172
random2,9500,0.399,0.322,0.1855,0.0935
v_table,9500,0.236,0.2245,0.231,0.3085
single_only,10000,0.6335,0.1305,0.159,0.077
max_combo,10000,0.3775,0.234,0.223,0.1655
random2,10000,0.412,0.269,0.223,0.096
v_table,10000,0.2295,0.2365,0.2295,0.3045
single_only,10500,0.6495,0.1205,0.1585,0.0715
max_combo,10500,0.3655,0.2495,0.211,0.174
random2,10500,0.426,0.293,0.179,0.102
v_table,10500,0.256,0.2255,0.22,0.2985
single_only,11000,0.6605,0.1245,0.146,0.069
max_combo,11000,0.393,0.234,0.203,0.17
random2,11000,0.431,0.3015,0.185,0.0825
v_table,11000,0.238,0.2445,0.2215,0.296
single_only,11500,0.643,0.1235,0.155,0.0785
max_combo,11500,0.3745,0.226,0.2175,0.182
random2,11500,0.425,0.2865,0.191,0.0975
v_table,11500,0.236,0.229,0.2295,0.3055
single_only,12000,0.641,0.1295,0.1525,0.077
max_combo,12000,0.3655,0.234,0.228,0.1725
random2,12000,0.4265,0.2925,0.189,0.092
v_table,12000,0.262,0.227,0.2,0.311
single_only,12500,0.66,0.1215,0.146,0.0725
max_combo,12500,0.381,0.2435,0.218,0.1575
random2,12500,0.4145,0.282,0.2035,0.1
v_table,12500,0.229,0.227,0.246,0.298
single_only,13000,0.669,0.1255,0.1435,0.062
max_combo,13000,0.401,0.226,0.216,0.157
random2,13000,0.418,0.2895,0.1975,0.095
v_table,13000,0.2575,0.2335,0.2275,0.2815
single_only,13500,0.633,0.1395,0.1595,0.068
max_combo,13500,0.3455,0.245,0.2315,0.178
random2,13500,0.429,0.3025,0.182,0.0865
v_table,13500,0.237,0.2425,0.2285,0.292
single_only,14000,0.6465,0.13,0.1515,0.072
max_combo,14000,0.3615,0.2645,0.2095,0.1645
random2,14000,0.446,0.284,0.186,0.084
v_table,14000,0.2365,0.2415,0.225,0.297
single_only,14500,0.6455,0.126,0.1595,0.069
max_combo,14500,0.3785,0.2425,0.2185,0.1605
random2,14500,0.4205,0.275,0.2115,0.093
v_table,14500,0.265,0.233,0.2095,0.2925
single_only,15000,0.6415,0.1425,0.14,0.076
max_combo,15000,0.3765,0.238,0.202,0.1835
random2,15000,0.423,0.2915,0.1795,0.106
v_table,15000,0.246,0.233,0.2285,0.2925
single_only,15500,0.641,0.1395,0.1535,0.066
max_combo,15500,0.3745,0.236,0.2145,0.175
random2,15500,0.414,0.3025,0.1955,0.088
v_table,15500,0.2065,0.255,0.2425,0.296
single_only,16000,0.6405,0.127,0.1585,0.074
max_combo,16000,0.3725,0.252,0.2185,0.157
random2,16000,0.4185,0.291,0.196,0.0945
v_table,16000,0.2355,0.257,0.2195,0.288
single_only,16500,0.646,0.1345,0.152,0.0675
max_combo,16500,0.3905,0.2305,0.2115,0.1675
random2,16500,0.444,0.277,0.198,0.081
v_table,16500,0.2585,0.2415,0.2085,0.2915
single_only,17000,0.6345,0.145,0.148,0.0725
max_combo,17000,0.392,0.2365,0.207,0.1645
random2,17000,0.447,0.289,0.1815,0.0825
v_table,17000,0.2545,0.236,0.208,0.3015
single_only,17500,0.6455,0.115,0.1565,0.083
max_combo,17500,0.369,0.2465,0.231,0.1535
random2,17500,0.4265,0.3005,0.182,0.091
v_table,17500,0.217,0.2545,0.231,0.2975
single_only,18000,0.657,0.124,0.141,0.078
max_combo,18000,0.3775,0.2365,0.2125,0.1735
random2,18000,0.4355,0.289,0.1895,0.086
v_table,18000,0.2475,0.2365,0.216,0.3
single_only,18500,0.6525,0.129,0.1485,0.07
max_combo,18500,0.3835,0.243,0.2155,0.158
random2,18500,0.432,0.2795,0.2,0.0885
v_table,18500,0.245,0.2435,0.2315,0.28
single_only,19000,0.637,0.1205,0.16,0.0825
max_combo,19000,0.37,0.2455,0.2265,0.158
random2,19000,0.4215,0.2975,0.1865,0.0945
v_table,19000,0.2565,0.2355,0.227,0.281
single_only,19500,0.653,0.127,0.144,0.076
max_combo,19500,0.3805,0.226,0.225,0.1685
random2,19500,0.441,0.2745,0.195,0.0895
v_table,19500,0.25,0.23,0.224,0.296
single_only,20000,0.66,0.1375,0.133,0.0695
max_combo,20000,0.39,0.243,0.2145,0.1525
random2,20000,0.4335,0.275,0.2025,0.089
v_table,20000,0.2575,0.253,0.2305,0.259
