opponent,episode,p0,p1,p2,p3
single_only,11500,0.5775,0.1255,0.169,0.128
max_combo,11500,0.3315,0.22,0.203,0.2455
random2,11500,0.346,0.2645,0.203,0.1865
v_table,11500,0.19,0.246,0.186,0.378
single_only,12000,0.62,0.1175,0.1585,0.104
max_combo,12000,0.352,0.2155,0.2085,0.224
random2,12000,0.3655,0.273,0.211,0.1505
v_table,12000,0.185,0.237,0.2005,0.3775
single_only,12500,0.5675,0.1395,0.187,0.106
max_combo,12500,0.308,0.2535,0.2295,0.209
random2,12500,0.3665,0.2925,0.2115,0.1295
v_table,12500,0.191,0.2475,0.1935,0.368
single_only,13000,0.566,0.146,0.1845,0.1035
max_combo,13000,0.314,0.2775,0.2035,0.205
random2,13000,0.3745,0.27,0.2135,0.142
v_table,13000,0.184,0.2275,0.206,0.3825
single_only,13500,0.534,0.1685,0.1905,0.107
max_combo,13500,0.301,0.26,0.2285,0.2105
random2,13500,0.3485,0.3105,0.21,0.131
v_table,13500,0.1905,0.2215,0.2365,0.3515
single_only,14000,0.5965,0.1325,0.177,0.094
max_combo,14000,0.306,0.252,0.23,0.212
random2,14000,0.363,0.2915,0.1955,0.15
v_table,14000,0.1805,0.238,0.2065,0.375
single_only,14500,0.5395,0.16,0.1825,0.118
max_combo,14500,0.296,0.2515,0.238,0.2145
random2,14500,0.358,0.2805,0.2175,0.144
v_table,14500,0.169,0.2435,0.206,0.3815
single_only,15000,0.557,0.149,0.1855,0.1085
max_combo,15000,0.285,0.253,0.2395,0.2225
random2,15000,0.3595,0.2945,0.2305,0.1155
v_table,15000,0.1825,0.2435,0.219,0.355
single_only,15500,0.5495,0.1315,0.1975,0.1215
max_combo,15500,0.304,0.2375,0.229,0.2295
random2,15500,0.329,0.298,0.2295,0.1435
v_table,15500,0.1845,0.2155,0.212,0.388
single_only,16000,0.625,0.1085,0.154,0.1125
max_combo,16000,0.318,0.253,0.2095,0.2195
random2,16000,0.357,0.285,0.2015,0.1565
v_table,16000,0.2,0.223,0.198,0.379
single_only,16500,0.618,0.116,0.154,0.112
max_combo,16500,0.3175,0.2345,0.1905,0.2575
random2,16500,0.3665,0.2605,0.206,0.167
v_table,16500,0.214,0.223,0.178,0.385
single_only,17000,0.545,0.151,0.168,0.136
max_combo,17000,0.3045,0.2295,0.2135,0.2525
random2,17000,0.353,0.2655,0.21,0.1715
v_table,17000,0.1775,0.2315,0.1865,0.4045
single_only,17500,0.534,0.1685,0.182,0.1155
max_combo,17500,0.2785,0.2615,0.238,0.222
random2,17500,0.344,0.281,0.2215,0.1535
v_table,17500,0.16,0.251,0.2095,0.3795
single_only,18000,0.5375,0.131,0.196,0.1355
max_combo,18000,0.305,0.24,0.2285,0.2265
random2,18000,0.35,0.2665,0.221,0.1625
v_table,18000,0.186,0.226,0.186,0.402
single_only,18500,0.5845,0.1145,0.1735,0.1275
max_combo,18500,0.3245,0.225,0.185,0.2655
random2,18500,0.373,0.269,0.202,0.156
v_table,18500,0.1765,0.241,0.195,0.3875
single_only,19000,0.556,0.1385,0.1755,0.13
max_combo,19000,0.3085,0.248,0.2175,0.226
random2,19000,0.3505,0.2585,0.2105,0.1805
v_table,19000,0.1885,0.2335,0.1965,0.3815
single_only,19500,0.5985,0.1215,0.167,0.113
max_combo,19500,0.318,0.249,0.2075,0.2255
random2,19500,0.332,0.2875,0.2215,0.159
v_table,19500,0.184,0.239,0.1995,0.3775
single_only,20000,0.5705,0.1175,0.188,0.124
max_combo,20000,0.3235,0.2195,0.221,0.236
random2,20000,0.3445,0.274,0.2175,0.164
v_table,20000,0.1965,0.227,0.186,0.3905
