version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,num_players,deck_size,shuffle_cards,single_card_mode,observation_dim,num_actions,player_types,model_path,model_version_dir,step_reward,delta_weight,final_reward,env_reward,hand_penalty_coeff,bonus_win,bonus_second,bonus_third,bonus_last
53,2025-08-11 08:57:28,PPO,500000,10000,10000,4,64,True,False,14,65,"ppo,max_combo,max_combo,max_combo",/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_53/train/ppo_model_53_agent_p0,/home/wasterix/OpenSpiel/open_spiel/Playground/models/ppo_model_53/train,delta_hand,2.0,none,True,0.0,10.0,3.0,2.0,0.0
