version,timestamp,agent_type,num_episodes,eval_interval,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot
08,2025-08-15 14:42:48,DQN-K2,200000,10000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_08/train,False,False
