version,timestamp,agent_type,num_episodes,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot,pool_size
02,2025-08-15 15:15:53,DQN-K3-LEAGUE,10000,2000,2000,64,18,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_league_02/train,False,True,6
