version,timestamp,agent_type,num_episodes,save_interval,eval_interval,eval_episodes,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot,opponents
11,2025-08-15 16:00:53,DQN-K4-SHARED,10000,2000,2000,2000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/dqn_model_11/train,False,False,"max_combo,max_combo,max_combo"
