opponent,episode,p0,p1,p2,p3
max_combo,270000,0.555,0.249,0.1215,0.0745
random2,270000,0.8065,0.155,0.03,0.0085
single_only,280000,0.7835,0.152,0.057,0.0075
max_combo,280000,0.5615,0.247,0.1245,0.067
random2,280000,0.7955,0.152,0.044,0.0085
single_only,290000,0.8125,0.1325,0.045,0.01
max_combo,290000,0.566,0.2565,0.117,0.0605
random2,290000,0.794,0.1555,0.04,0.0105
single_only,300000,0.8255,0.127,0.041,0.0065
max_combo,300000,0.5565,0.238,0.1355,0.07
random2,300000,0.8095,0.1565,0.029,0.005
single_only,310000,0.8265,0.1165,0.0475,0.0095
max_combo,310000,0.558,0.256,0.1275,0.0585
random2,310000,0.817,0.1475,0.0275,0.008
single_only,320000,0.829,0.123,0.0395,0.0085
max_combo,320000,0.5425,0.2775,0.1145,0.0655
random2,320000,0.826,0.141,0.027,0.006
single_only,330000,0.8245,0.128,0.0425,0.005
max_combo,330000,0.5695,0.252,0.112,0.0665
random2,330000,0.7985,0.1475,0.044,0.01
single_only,340000,0.8125,0.115,0.0625,0.01
max_combo,340000,0.552,0.27,0.1255,0.0525
random2,340000,0.8005,0.1535,0.039,0.007
single_only,350000,0.787,0.1545,0.0495,0.009
max_combo,350000,0.547,0.2755,0.117,0.0605
random2,350000,0.794,0.1695,0.0305,0.006
single_only,360000,0.8285,0.132,0.034,0.0055
max_combo,360000,0.573,0.251,0.114,0.062
random2,360000,0.8155,0.145,0.0325,0.007
single_only,370000,0.8295,0.12,0.0415,0.009
max_combo,370000,0.587,0.252,0.1005,0.0605
random2,370000,0.813,0.149,0.034,0.004
single_only,380000,0.8285,0.1255,0.039,0.007
max_combo,380000,0.559,0.2805,0.11,0.0505
random2,380000,0.809,0.1555,0.0325,0.003
single_only,390000,0.8125,0.1405,0.0395,0.0075
max_combo,390000,0.569,0.264,0.1145,0.0525
random2,390000,0.8335,0.1315,0.027,0.008
single_only,400000,0.8085,0.1335,0.0525,0.0055
max_combo,400000,0.5665,0.273,0.1065,0.054
random2,400000,0.8215,0.1375,0.0315,0.0095
single_only,410000,0.833,0.1255,0.036,0.0055
max_combo,410000,0.5825,0.263,0.1,0.0545
random2,410000,0.834,0.132,0.0285,0.0055
single_only,420000,0.8185,0.1285,0.043,0.01
max_combo,420000,0.573,0.252,0.1155,0.0595
random2,420000,0.8125,0.1465,0.0265,0.0145
single_only,430000,0.8075,0.13,0.0565,0.006
max_combo,430000,0.5585,0.266,0.13,0.0455
random2,430000,0.817,0.147,0.0295,0.0065
single_only,440000,0.8095,0.1275,0.0505,0.0125
max_combo,440000,0.5705,0.2555,0.121,0.053
random2,440000,0.8345,0.133,0.0255,0.007
single_only,450000,0.805,0.1345,0.0565,0.004
max_combo,450000,0.58,0.265,0.1035,0.0515
random2,450000,0.8235,0.1395,0.0295,0.0075
single_only,460000,0.8065,0.1335,0.055,0.005
max_combo,460000,0.564,0.257,0.121,0.058
random2,460000,0.8055,0.1525,0.033,0.009
single_only,470000,0.8115,0.141,0.0395,0.008
max_combo,470000,0.588,0.246,0.106,0.06
random2,470000,0.835,0.1325,0.0275,0.005
single_only,480000,0.8205,0.1335,0.04,0.006
max_combo,480000,0.571,0.27,0.1045,0.0545
random2,480000,0.8285,0.1405,0.0245,0.0065
single_only,490000,0.812,0.133,0.048,0.007
max_combo,490000,0.5675,0.251,0.1135,0.068
random2,490000,0.7945,0.1615,0.035,0.009
single_only,500000,0.8155,0.1255,0.0515,0.0075
max_combo,500000,0.584,0.245,0.1065,0.0645
random2,500000,0.8275,0.14,0.025,0.0075
