opponent,episode,p0,p1,p2,p3
single_only,10000,0.8265,0.093,0.0595,0.021
max_combo,10000,0.424,0.2925,0.18,0.1035
random2,10000,0.7715,0.1705,0.0465,0.0115
single_only,20000,0.806,0.1165,0.064,0.0135
max_combo,20000,0.498,0.28,0.1445,0.0775
random2,20000,0.765,0.172,0.0505,0.0125
single_only,30000,0.827,0.1165,0.0485,0.008
max_combo,30000,0.5205,0.254,0.144,0.0815
random2,30000,0.7785,0.161,0.0505,0.01
single_only,40000,0.8185,0.122,0.0515,0.008
max_combo,40000,0.4865,0.2695,0.1505,0.0935
random2,40000,0.7675,0.1645,0.0545,0.0135
single_only,50000,0.811,0.128,0.052,0.009
max_combo,50000,0.4975,0.2505,0.1545,0.0975
random2,50000,0.765,0.159,0.061,0.015
single_only,60000,0.815,0.1175,0.055,0.0125
max_combo,60000,0.501,0.246,0.149,0.104
random2,60000,0.76,0.171,0.054,0.015
single_only,70000,0.809,0.125,0.0565,0.0095
max_combo,70000,0.482,0.273,0.148,0.097
random2,70000,0.7775,0.165,0.0465,0.011
single_only,80000,0.83,0.117,0.047,0.006
max_combo,80000,0.538,0.256,0.133,0.073
random2,80000,0.7945,0.1485,0.0475,0.0095
single_only,90000,0.7955,0.1375,0.06,0.007
max_combo,90000,0.522,0.246,0.1475,0.0845
random2,90000,0.7685,0.177,0.042,0.0125
single_only,100000,0.7795,0.1485,0.061,0.011
max_combo,100000,0.548,0.2345,0.135,0.0825
random2,100000,0.781,0.158,0.0455,0.0155
single_only,110000,0.7995,0.1335,0.0555,0.0115
max_combo,110000,0.484,0.2845,0.1455,0.086
random2,110000,0.75,0.1835,0.052,0.0145
single_only,120000,0.8235,0.1235,0.044,0.009
max_combo,120000,0.5375,0.244,0.1375,0.081
random2,120000,0.798,0.1585,0.03,0.0135
single_only,130000,0.8175,0.1315,0.043,0.008
max_combo,130000,0.5005,0.272,0.1475,0.08
random2,130000,0.777,0.1735,0.0395,0.01
single_only,140000,0.8185,0.123,0.0515,0.007
max_combo,140000,0.5305,0.2635,0.1345,0.0715
random2,140000,0.803,0.156,0.033,0.008
single_only,150000,0.813,0.1245,0.0555,0.007
max_combo,150000,0.539,0.255,0.135,0.071
random2,150000,0.8015,0.1405,0.049,0.009
single_only,160000,0.806,0.1415,0.04,0.0125
max_combo,160000,0.5095,0.279,0.136,0.0755
random2,160000,0.7955,0.155,0.043,0.0065
single_only,170000,0.8485,0.1055,0.038,0.008
max_combo,170000,0.529,0.2655,0.142,0.0635
random2,170000,0.8035,0.145,0.041,0.0105
single_only,180000,0.829,0.123,0.04,0.008
max_combo,180000,0.541,0.271,0.121,0.067
random2,180000,0.81,0.1555,0.0275,0.007
single_only,190000,0.841,0.1095,0.0415,0.008
max_combo,190000,0.506,0.2815,0.1335,0.079
random2,190000,0.812,0.1345,0.0455,0.008
single_only,200000,0.8455,0.109,0.0375,0.008
max_combo,200000,0.536,0.2635,0.122,0.0785
random2,200000,0.798,0.157,0.0375,0.0075
single_only,210000,0.836,0.119,0.038,0.007
max_combo,210000,0.5295,0.2725,0.1265,0.0715
random2,210000,0.798,0.1585,0.0335,0.01
single_only,220000,0.803,0.1375,0.0485,0.011
max_combo,220000,0.5275,0.2555,0.1345,0.0825
random2,220000,0.791,0.1595,0.036,0.0135
single_only,230000,0.77,0.163,0.0605,0.0065
max_combo,230000,0.5415,0.2575,0.12,0.081
random2,230000,0.784,0.157,0.042,0.017
single_only,240000,0.8225,0.1345,0.038,0.005
max_combo,240000,0.5215,0.2695,0.1315,0.0775
random2,240000,0.792,0.1615,0.0385,0.008
single_only,250000,0.7715,0.162,0.059,0.0075
max_combo,250000,0.5485,0.257,0.118,0.0765
random2,250000,0.7765,0.185,0.0335,0.005
single_only,260000,0.825,0.1215,0.044,0.0095
max_combo,260000,0.562,0.2375,0.1215,0.079
random2,260000,0.8095,0.1515,0.033,0.006
single_only,270000,0.8315,0.12,0.038,0.0105
