opponent,episode,p0,p1,p2,p3
random2,14500,0.728,0.205,0.057,0.01
single_only,15000,0.702,0.1775,0.094,0.0265
max_combo,15000,0.3545,0.2525,0.2335,0.1595
random2,15000,0.7225,0.2105,0.058,0.009
single_only,15500,0.8095,0.1095,0.063,0.018
max_combo,15500,0.3665,0.256,0.2215,0.156
random2,15500,0.7485,0.181,0.061,0.0095
single_only,16000,0.738,0.168,0.074,0.02
max_combo,16000,0.3595,0.254,0.2275,0.159
random2,16000,0.7545,0.183,0.0485,0.014
single_only,16500,0.782,0.136,0.0625,0.0195
max_combo,16500,0.3605,0.2585,0.218,0.163
random2,16500,0.76,0.1685,0.059,0.0125
single_only,17000,0.7575,0.159,0.061,0.0225
max_combo,17000,0.369,0.283,0.2065,0.1415
random2,17000,0.7585,0.1845,0.043,0.014
single_only,17500,0.745,0.159,0.0775,0.0185
max_combo,17500,0.36,0.252,0.209,0.179
random2,17500,0.7535,0.1725,0.0545,0.0195
single_only,18000,0.698,0.18,0.094,0.028
max_combo,18000,0.3795,0.2715,0.1945,0.1545
random2,18000,0.7545,0.184,0.0505,0.011
single_only,18500,0.702,0.188,0.0825,0.0275
max_combo,18500,0.355,0.2475,0.221,0.1765
random2,18500,0.7315,0.202,0.0525,0.014
single_only,19000,0.7725,0.138,0.067,0.0225
max_combo,19000,0.383,0.243,0.219,0.155
random2,19000,0.7935,0.145,0.047,0.0145
single_only,19500,0.751,0.1535,0.073,0.0225
max_combo,19500,0.3525,0.274,0.215,0.1585
random2,19500,0.7535,0.1815,0.0545,0.0105
single_only,20000,0.7895,0.1295,0.066,0.015
max_combo,20000,0.398,0.2455,0.1875,0.169
random2,20000,0.7605,0.1755,0.046,0.018
