version,timestamp,agent_type,num_episodes,save_interval,deck_size,observation_dim,num_actions,model_version_dir,normalize,seat_onehot
11,2025-08-15 13:51:59,PPO-K4-SHARED,200000,10000,64,14,65,/home/wasterix/OpenSpiel/open_spiel/President/models/ppo_model_11/train,False,False
