opponent,episode,p0,p1,p2,p3
single_only,5000,0.6235,0.1335,0.139,0.104
max_combo,5000,0.343,0.2275,0.2255,0.204
random2,5000,0.4115,0.2765,0.193,0.119
single_only,10000,0.646,0.1155,0.146,0.0925
max_combo,10000,0.3615,0.238,0.204,0.1965
random2,10000,0.432,0.26,0.201,0.107
single_only,15000,0.629,0.1085,0.173,0.0895
max_combo,15000,0.376,0.2295,0.208,0.1865
random2,15000,0.431,0.26,0.191,0.118
single_only,20000,0.6135,0.1235,0.1755,0.0875
max_combo,20000,0.375,0.242,0.2145,0.1685
random2,20000,0.423,0.276,0.196,0.105
single_only,25000,0.6445,0.1085,0.159,0.088
max_combo,25000,0.3755,0.23,0.2145,0.18
random2,25000,0.4045,0.284,0.199,0.1125
single_only,30000,0.615,0.132,0.157,0.096
max_combo,30000,0.377,0.2275,0.22,0.1755
random2,30000,0.4135,0.2805,0.198,0.108
single_only,35000,0.619,0.118,0.178,0.085
max_combo,35000,0.3435,0.2445,0.2185,0.1935
random2,35000,0.405,0.2715,0.2005,0.123
single_only,40000,0.637,0.123,0.1555,0.0845
max_combo,40000,0.3475,0.2425,0.2315,0.1785
random2,40000,0.424,0.268,0.201,0.107
single_only,45000,0.6165,0.1235,0.168,0.092
max_combo,45000,0.3715,0.238,0.2175,0.173
random2,45000,0.4115,0.267,0.222,0.0995
single_only,50000,0.6415,0.1155,0.1505,0.0925
max_combo,50000,0.363,0.2305,0.227,0.1795
random2,50000,0.3985,0.286,0.2045,0.111
single_only,55000,0.6265,0.1205,0.1525,0.1005
max_combo,55000,0.3645,0.229,0.2305,0.176
random2,55000,0.4185,0.272,0.2045,0.105
single_only,60000,0.604,0.1255,0.184,0.0865
max_combo,60000,0.3665,0.2525,0.218,0.163
random2,60000,0.4285,0.2725,0.1995,0.0995
single_only,65000,0.63,0.117,0.1615,0.0915
max_combo,65000,0.357,0.253,0.2325,0.1575
random2,65000,0.4015,0.297,0.202,0.0995
single_only,70000,0.617,0.1365,0.1615,0.085
max_combo,70000,0.356,0.242,0.223,0.179
random2,70000,0.407,0.2815,0.204,0.1075
single_only,75000,0.616,0.14,0.148,0.096
max_combo,75000,0.3665,0.253,0.2135,0.167
random2,75000,0.4075,0.2945,0.204,0.094
single_only,80000,0.6215,0.135,0.1655,0.078
max_combo,80000,0.366,0.2415,0.2265,0.166
random2,80000,0.4345,0.275,0.193,0.0975
single_only,85000,0.596,0.143,0.174,0.087
max_combo,85000,0.3665,0.2345,0.209,0.19
random2,85000,0.41,0.2735,0.2125,0.104
single_only,90000,0.6225,0.133,0.1625,0.082
max_combo,90000,0.3815,0.2245,0.209,0.185
random2,90000,0.4045,0.2915,0.1885,0.1155
single_only,95000,0.614,0.146,0.1555,0.0845
max_combo,95000,0.37,0.2275,0.229,0.1735
random2,95000,0.4205,0.292,0.1865,0.101
single_only,100000,0.615,0.1395,0.16,0.0855
max_combo,100000,0.36,0.2305,0.232,0.1775
random2,100000,0.4125,0.28,0.2015,0.106
