episode,ep_length,ep_env_return,ep_shaping_return,ep_final_bonus
1,31.0,2.0,0.0,0.0
2,33.0,3.0,0.0,0.0
3,36.0,2.0,0.0,0.0
4,33.0,3.0,0.0,0.0
5,30.0,1.0,0.0,0.0
6,35.0,0.0,0.0,0.0
7,33.0,3.0,0.0,0.0
8,32.0,3.0,0.0,0.0
9,31.0,2.0,0.0,0.0
10,29.0,3.0,0.0,0.0
11,31.0,2.0,0.0,0.0
12,36.0,3.0,0.0,0.0
13,34.0,3.0,0.0,0.0
14,33.0,1.0,0.0,0.0
15,31.0,3.0,0.0,0.0
16,33.0,1.0,0.0,0.0
17,34.0,1.0,0.0,0.0
18,35.0,2.0,0.0,0.0
19,31.0,3.0,0.0,0.0
20,33.0,0.0,0.0,0.0
21,39.0,2.0,0.0,0.0
22,29.0,0.0,0.0,0.0
23,33.0,0.0,0.0,0.0
24,33.0,0.0,0.0,0.0
25,34.0,3.0,0.0,0.0
26,39.0,3.0,0.0,0.0
27,32.0,0.0,0.0,0.0
28,37.0,0.0,0.0,0.0
29,30.0,3.0,0.0,0.0
30,33.0,3.0,0.0,0.0
31,32.0,2.0,0.0,0.0
32,31.0,0.0,0.0,0.0
33,28.0,0.0,0.0,0.0
34,30.0,0.0,0.0,0.0
35,34.0,1.0,0.0,0.0
36,36.0,0.0,0.0,0.0
37,35.0,0.0,0.0,0.0
38,33.0,1.0,0.0,0.0
39,35.0,3.0,0.0,0.0
40,40.0,1.0,0.0,0.0
41,30.0,0.0,0.0,0.0
42,29.0,3.0,0.0,0.0
43,41.0,1.0,0.0,0.0
44,31.0,1.0,0.0,0.0
45,40.0,1.0,0.0,0.0
46,28.0,0.0,0.0,0.0
47,36.0,0.0,0.0,0.0
48,38.0,2.0,0.0,0.0
49,32.0,3.0,0.0,0.0
50,39.0,1.0,0.0,0.0
51,36.0,3.0,0.0,0.0
52,28.0,3.0,0.0,0.0
53,30.0,3.0,0.0,0.0
54,39.0,1.0,0.0,0.0
55,31.0,1.0,0.0,0.0
56,38.0,2.0,0.0,0.0
57,30.0,2.0,0.0,0.0
58,32.0,1.0,0.0,0.0
59,34.0,3.0,0.0,0.0
60,39.0,3.0,0.0,0.0
61,42.0,1.0,0.0,0.0
62,35.0,1.0,0.0,0.0
63,36.0,0.0,0.0,0.0
64,32.0,3.0,0.0,0.0
65,34.0,3.0,0.0,0.0
66,35.0,3.0,0.0,0.0
67,33.0,0.0,0.0,0.0
68,27.0,2.0,0.0,0.0
69,30.0,0.0,0.0,0.0
70,40.0,1.0,0.0,0.0
71,41.0,0.0,0.0,0.0
72,35.0,2.0,0.0,0.0
73,34.0,3.0,0.0,0.0
74,35.0,0.0,0.0,0.0
75,32.0,0.0,0.0,0.0
76,34.0,1.0,0.0,0.0
77,33.0,1.0,0.0,0.0
78,29.0,0.0,0.0,0.0
79,34.0,1.0,0.0,0.0
80,32.0,1.0,0.0,0.0
81,35.0,0.0,0.0,0.0
82,32.0,1.0,0.0,0.0
83,37.0,0.0,0.0,0.0
84,33.0,1.0,0.0,0.0
85,33.0,1.0,0.0,0.0
86,43.0,0.0,0.0,0.0
87,36.0,1.0,0.0,0.0
88,43.0,2.0,0.0,0.0
89,29.0,2.0,0.0,0.0
90,24.0,0.0,0.0,0.0
91,42.0,1.0,0.0,0.0
92,41.0,1.0,0.0,0.0
93,44.0,3.0,0.0,0.0
94,37.0,1.0,0.0,0.0
95,37.0,1.0,0.0,0.0
96,41.0,2.0,0.0,0.0
97,30.0,0.0,0.0,0.0
98,31.0,2.0,0.0,0.0
99,33.0,0.0,0.0,0.0
100,33.0,1.0,0.0,0.0
101,32.0,1.0,0.0,0.0
102,35.0,1.0,0.0,0.0
103,28.0,1.0,0.0,0.0
104,38.0,2.0,0.0,0.0
105,38.0,2.0,0.0,0.0
106,31.0,0.0,0.0,0.0
107,35.0,3.0,0.0,0.0
108,42.0,3.0,0.0,0.0
109,36.0,1.0,0.0,0.0
110,33.0,1.0,0.0,0.0
111,29.0,2.0,0.0,0.0
112,30.0,2.0,0.0,0.0
113,38.0,2.0,0.0,0.0
114,35.0,1.0,0.0,0.0
115,36.0,2.0,0.0,0.0
116,34.0,2.0,0.0,0.0
117,24.0,2.0,0.0,0.0
118,32.0,0.0,0.0,0.0
119,31.0,0.0,0.0,0.0
120,31.0,2.0,0.0,0.0
121,30.0,3.0,0.0,0.0
122,33.0,0.0,0.0,0.0
123,30.0,1.0,0.0,0.0
124,29.0,2.0,0.0,0.0
125,34.0,0.0,0.0,0.0
126,40.0,3.0,0.0,0.0
127,34.0,1.0,0.0,0.0
128,35.0,1.0,0.0,0.0
129,26.0,0.0,0.0,0.0
130,41.0,3.0,0.0,0.0
131,36.0,3.0,0.0,0.0
132,38.0,2.0,0.0,0.0
133,29.0,2.0,0.0,0.0
134,36.0,3.0,0.0,0.0
135,32.0,2.0,0.0,0.0
136,32.0,1.0,0.0,0.0
137,34.0,1.0,0.0,0.0
138,28.0,2.0,0.0,0.0
139,31.0,3.0,0.0,0.0
140,25.0,0.0,0.0,0.0
141,35.0,0.0,0.0,0.0
142,28.0,3.0,0.0,0.0
143,32.0,2.0,0.0,0.0
144,29.0,0.0,0.0,0.0
145,38.0,1.0,0.0,0.0
146,31.0,2.0,0.0,0.0
147,36.0,2.0,0.0,0.0
148,30.0,0.0,0.0,0.0
149,32.0,1.0,0.0,0.0
150,33.0,1.0,0.0,0.0
151,29.0,2.0,0.0,0.0
152,28.0,3.0,0.0,0.0
153,34.0,3.0,0.0,0.0
154,37.0,2.0,0.0,0.0
155,36.0,0.0,0.0,0.0
156,42.0,3.0,0.0,0.0
157,34.0,0.0,0.0,0.0
158,33.0,3.0,0.0,0.0
159,32.0,1.0,0.0,0.0
160,30.0,0.0,0.0,0.0
161,27.0,3.0,0.0,0.0
162,30.0,2.0,0.0,0.0
163,35.0,1.0,0.0,0.0
164,27.0,3.0,0.0,0.0
165,26.0,2.0,0.0,0.0
166,34.0,2.0,0.0,0.0
167,34.0,1.0,0.0,0.0
168,32.0,1.0,0.0,0.0
169,30.0,2.0,0.0,0.0
170,36.0,2.0,0.0,0.0
171,27.0,2.0,0.0,0.0
172,28.0,1.0,0.0,0.0
173,34.0,0.0,0.0,0.0
174,28.0,0.0,0.0,0.0
175,39.0,0.0,0.0,0.0
176,30.0,0.0,0.0,0.0
177,30.0,1.0,0.0,0.0
178,28.0,2.0,0.0,0.0
179,30.0,1.0,0.0,0.0
180,41.0,2.0,0.0,0.0
