episode,steps,ep_seconds,train_seconds,eval_seconds,plot_seconds,save_seconds,cum_seconds
500,96,53.64932532701641,0.16916300007142127,51.79391976899933,1.6362252389080822,0.002303524990566075,82.21688401896972
1000,87,51.62277597899083,0.14579715009313077,49.93179514911026,1.5001640879781917,0.0016664429567754269,161.02193291601725
1500,98,63.44359154999256,0.1397921780589968,61.48325646505691,1.7699947770452127,0.004319924977608025,250.7070272900164
2000,97,68.8358827730408,0.18034373794216663,66.8525589259807,1.7435519449645653,0.002195135923102498,350.45801933901384
2500,87,53.12374894693494,0.18321618402842432,51.08551184704993,1.8087301880586892,0.0014490329194813967,430.2011595679214
3000,93,55.84668696997687,0.13970479706767946,53.97764293302316,1.6751946319127455,0.0017267490038648248,510.54516346298624
3500,78,54.103529687039554,0.14023459807503968,52.2307072810363,1.6905828570015728,0.0014963210560381413,588.8181652670028
4000,85,53.761087993043475,0.1419682849664241,51.69667664903682,1.8770585269667208,0.0015698650386184454,666.6233387599932
4500,80,50.779483673977666,0.1441910939756781,48.82432278699707,1.766798257944174,0.0014885959681123495,741.3413265870186
5000,85,54.53439697192516,0.1562189559917897,52.70159573701676,1.6294580540852621,0.0016579730436205864,820.9240341819823
5500,91,53.37135813292116,0.14026098302565515,51.528363530989736,1.6539095259504393,0.0015919680008664727,898.6976535229478
6000,84,56.12839679804165,0.14013303199317306,54.11163910897449,1.829578865901567,0.0016296639805659652,978.960636475007
6500,89,60.238763405010104,0.14589804306160659,58.08217790303752,1.9571878729620948,0.0014777920441702008,1065.41893850395
7000,102,56.69119969999883,0.1555172010557726,54.42394167406019,2.0571719479048625,0.0017096830997616053,1147.8598847009707
